;;;;;;;;
UF;Município;Código Escola no INEP;CNPJ;Entidade;Segmento;Número de Alunos;Categoria;Conveniada
MA;SAO LUIS;21483205;10645392000108;INSTITUTO FILANTROPICO EDUCACIONAL DAYSE DANIELE;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 3 ;Filantrópica;Municipal
MA;SAO LUIS;21483205;10645392000108;INSTITUTO FILANTROPICO EDUCACIONAL DAYSE DANIELE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 3 ;Filantrópica;Municipal
MA;SAO LUIS;21253749;13008226000180;INSTITUTO MARANHENSE EDUCANDARIO BETESDA;CRECHE PARCIAL CONVENIADA; 61 ;Filantrópica;Municipal
MA;SAO LUIS;21253749;13008226000180;INSTITUTO MARANHENSE EDUCANDARIO BETESDA;PRÉ-ESCOLA PARCIAL CONVENIADA; 80 ;Filantrópica;Municipal
MA;SAO LUIS;21253749;13008226000180;INSTITUTO MARANHENSE EDUCANDARIO BETESDA;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 1 ;Filantrópica;Municipal
MA;SAO LUIS;21253749;13008226000180;INSTITUTO MARANHENSE EDUCANDARIO BETESDA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 4 ;Filantrópica;Municipal
MA;SAO LUIS;21283451;26541186000180;INSTITUTO SOCIAL RENASCER;CRECHE INTEGRAL CONVENIADA; 22 ;Comunitária;Municipal
MA;SAO LUIS;21283451;26541186000180;INSTITUTO SOCIAL RENASCER;PRÉ-ESCOLA INTEGRAL CONVENIADA; 25 ;Comunitária;Municipal
MA;SAO LUIS;21283451;26541186000180;INSTITUTO SOCIAL RENASCER;CRECHE PARCIAL CONVENIADA; 488 ;Comunitária;Municipal
MA;SAO LUIS;21283451;26541186000180;INSTITUTO SOCIAL RENASCER;PRÉ-ESCOLA PARCIAL CONVENIADA; 369 ;Comunitária;Municipal
MA;SAO LUIS;21283451;26541186000180;INSTITUTO SOCIAL RENASCER;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 12 ;Comunitária;Municipal
MA;SAO LUIS;21283451;26541186000180;INSTITUTO SOCIAL RENASCER;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 17 ;Comunitária;Municipal
MA;SAO LUIS;21240272;4402167000130;INSTITUTO SOCIO EDUCACIONAL BETEL ESCOLA BETEL;CRECHE PARCIAL CONVENIADA; 65 ;Filantrópica;Municipal
MA;SAO LUIS;21240272;4402167000130;INSTITUTO SOCIO EDUCACIONAL BETEL ESCOLA BETEL;PRÉ-ESCOLA PARCIAL CONVENIADA; 68 ;Filantrópica;Municipal
MA;SAO LUIS;21240272;4402167000130;INSTITUTO SOCIO EDUCACIONAL BETEL ESCOLA BETEL;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 4 ;Filantrópica;Municipal
MA;SAO LUIS;21240272;4402167000130;INSTITUTO SOCIO EDUCACIONAL BETEL ESCOLA BETEL;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 7 ;Filantrópica;Municipal
MA;SAO LUIS;21240825;4686311000107;INSTITUTO SOCIOASSISTENCIAL EDUCANDO ESCOLA EDUCANDO;CRECHE PARCIAL CONVENIADA; 38 ;Comunitária;Municipal
MA;SAO LUIS;21240825;4686311000107;INSTITUTO SOCIOASSISTENCIAL EDUCANDO ESCOLA EDUCANDO;PRÉ-ESCOLA PARCIAL CONVENIADA; 64 ;Comunitária;Municipal
MA;SAO LUIS;21240825;4686311000107;INSTITUTO SOCIOASSISTENCIAL EDUCANDO ESCOLA EDUCANDO;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 1 ;Comunitária;Municipal
MA;SAO LUIS;21240825;4686311000107;INSTITUTO SOCIOASSISTENCIAL EDUCANDO ESCOLA EDUCANDO;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 1 ;Comunitária;Municipal
MA;SAO LUIS;21281203;8377956000119;INSTITUTO VALDIMIRO SOARES - EC NOSSA SENHORA DA CONCEICAO;CRECHE PARCIAL CONVENIADA; 81 ;Filantrópica;Municipal
MA;SAO LUIS;21281203;8377956000119;INSTITUTO VALDIMIRO SOARES - EC NOSSA SENHORA DA CONCEICAO;PRÉ-ESCOLA PARCIAL CONVENIADA; 64 ;Filantrópica;Municipal
MA;SAO LUIS;21281203;8377956000119;INSTITUTO VALDIMIRO SOARES - EC NOSSA SENHORA DA CONCEICAO;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 2 ;Filantrópica;Municipal
MA;SAO LUIS;21018154;11045648000109;JARDIM DE INFANCIA FREI OSVALDO;CRECHE INTEGRAL CONVENIADA; 46 ;Comunitária;Municipal
MA;SAO LUIS;21018154;11045648000109;JARDIM DE INFANCIA FREI OSVALDO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Comunitária;Municipal
MA;SAO LUIS;21018154;11045648000109;JARDIM DE INFANCIA FREI OSVALDO;PRÉ-ESCOLA PARCIAL CONVENIADA; 53 ;Comunitária;Municipal
MA;SAO LUIS;21018154;11045648000109;JARDIM DE INFANCIA FREI OSVALDO;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 4 ;Comunitária;Municipal
MA;SAO LUIS;21240736;;JARDIM DE INFANCIA MORANGUINHO;CRECHE PARCIAL CONVENIADA; 18 ;Filantrópica;Municipal
MA;SAO LUIS;21240736;;JARDIM DE INFANCIA MORANGUINHO;PRÉ-ESCOLA PARCIAL CONVENIADA; 21 ;Filantrópica;Municipal
MA;SAO LUIS;21257736;5831911000184;JD CRIANCA FUTURO DO AMANHA;CRECHE PARCIAL CONVENIADA; 31 ;Filantrópica;Municipal
MA;SAO LUIS;21257736;5831911000184;JD CRIANCA FUTURO DO AMANHA;PRÉ-ESCOLA PARCIAL CONVENIADA; 36 ;Filantrópica;Municipal
MA;SAO LUIS;21020019;7488299000114;JIC ROSA DE MAIO;CRECHE PARCIAL CONVENIADA; 30 ;Filantrópica;Municipal
MA;SAO LUIS;21020019;7488299000114;JIC ROSA DE MAIO;PRÉ-ESCOLA PARCIAL CONVENIADA; 32 ;Filantrópica;Municipal
MA;SAO LUIS;21426201;8964872000181;RENASCER PARA O FUTURO ESCOLA CRECHE;CRECHE PARCIAL CONVENIADA CAMPO; 61 ;Filantrópica;Municipal
MA;SAO LUIS;21426201;8964872000181;RENASCER PARA O FUTURO ESCOLA CRECHE;PRÉ-ESCOLA PARCIAL CONVENIADA CAMPO; 66 ;Filantrópica;Municipal
MA;SAO LUIS;21426201;8964872000181;RENASCER PARA O FUTURO ESCOLA CRECHE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA CAMPO; 2 ;Filantrópica;Municipal
MA;SAO LUIS;21016054;5505276000145;UNIDADE ESCOLAR ENOC VIEIRA;CRECHE PARCIAL CONVENIADA; 33 ;Comunitária;Municipal
MA;SAO LUIS;21016054;5505276000145;UNIDADE ESCOLAR ENOC VIEIRA;PRÉ-ESCOLA PARCIAL CONVENIADA; 33 ;Comunitária;Municipal
MA;SAO LUIS;21019002;5752926000157;UNIVERSIDADE DA CRIANCA-UNICA;CRECHE PARCIAL CONVENIADA; 183 ;Comunitária;Municipal
MA;SAO LUIS;21019002;5752926000157;UNIVERSIDADE DA CRIANCA-UNICA;PRÉ-ESCOLA PARCIAL CONVENIADA; 182 ;Comunitária;Municipal
MA;SAO LUIS;21019002;5752926000157;UNIVERSIDADE DA CRIANCA-UNICA;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 5 ;Comunitária;Municipal
MA;SAO LUIS;21019002;5752926000157;UNIVERSIDADE DA CRIANCA-UNICA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 9 ;Comunitária;Municipal
MA;SUCUPIRA DO NORTE;21260818;;ESCOLA FAMILIA AGRICOLA NOSSA SENHORA MARIA ROSA MISTICA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 65 ;Comunitária;Estadual
MA;TIMON;21344809;6242925000125;CASA FAMILIAR RURAL TAMANDUA DE TIMON;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 30 ;Comunitária;Estadual
MA;TURIACU;21290008;;ESCOLA FAMILIA AGRICOLA SANTA CECILIA;ENSINO FUNDAMENTAL INTEGRAL QUILOMBOLA CONVENIADA ALTERNÂNCIA; 14 ;Comunitária;Estadual
MA;TURIACU;21290008;;ESCOLA FAMILIA AGRICOLA SANTA CECILIA;ENSINO FUNDAMENTAL INTEGRAL QUILOMBOLA ALTERNÂNCIA CONVENIADA ESPECIAL; 1 ;Comunitária;Estadual
MA;TURIACU;21290008;;ESCOLA FAMILIA AGRICOLA SANTA CECILIA;ENSINO MÉDIO INTEGRAL QUILOMBOLA CONVENIADA ALTERNÂNCIA; 49 ;Comunitária;Estadual
MA;TURILANDIA;21262837;;ESCOLA FAMILIA AGRICOLA GUAJARA;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 77 ;Comunitária;Estadual
MA;ZE DOCA;21345007;9006568000194;CASA FAMILIAR RURAL DE ZE DOCA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 37 ;Comunitária;Estadual e Municipal
MA;ZE DOCA;21345007;9006568000194;CASA FAMILIAR RURAL DE ZE DOCA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual e Municipal
MG;ABRE CAMPO;31249076;;APAE-ESCOLA ESPECIALIZADA NOSSA SENHORA SANT ANA;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 13 ;Filantrópica;Estadual
MG;ABRE CAMPO;31249076;;APAE-ESCOLA ESPECIALIZADA NOSSA SENHORA SANT ANA;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 18 ;Filantrópica;Estadual
MG;ACAIACA;31328031;5527283000148;ESCOLA FAMILIA AGRICOLA PAULO FREIRE;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 48 ;Comunitária;Estadual
MG;ACAIACA;31328031;5527283000148;ESCOLA FAMILIA AGRICOLA PAULO FREIRE;EJA MÉDIO CAMPO ALTERNÂNCIA; 4 ;Comunitária;Estadual
MG;ACAIACA;31328031;5527283000148;ESCOLA FAMILIA AGRICOLA PAULO FREIRE;EJA MÉDIO INTEGRADO À ED. PROFISSIONAL ALTERNÂNCIA; 4 ;Comunitária;Estadual
MG;AGUA BOA;31331279;4282906000105;APAE ESC DE EDUC ESP DIFERENCIACAO;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 6 ;Filantrópica;Estadual e Municipal
MG;AGUA BOA;31331279;4282906000105;APAE ESC DE EDUC ESP DIFERENCIACAO;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 7 ;Filantrópica;Estadual e Municipal
MG;AGUA BOA;31331279;4282906000105;APAE ESC DE EDUC ESP DIFERENCIACAO;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 9 ;Filantrópica;Estadual e Municipal
MG;AGUAS FORMOSAS;31317438;;APAE DE AGUAS FORMOSAS;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 16 ;Filantrópica;Estadual e Municipal
MG;AGUAS FORMOSAS;31317438;;APAE DE AGUAS FORMOSAS;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 9 ;Filantrópica;Estadual e Municipal
MG;AIURUOCA;31347817;;APAE ESC ESP CHARLES KENNETH PURSELL;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 4 ;Filantrópica;Estadual e Municipal
MG;AIURUOCA;31347817;;APAE ESC ESP CHARLES KENNETH PURSELL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 12 ;Filantrópica;Estadual e Municipal
MG;AIURUOCA;31347817;;APAE ESC ESP CHARLES KENNETH PURSELL;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 9 ;Filantrópica;Estadual e Municipal
MG;AIURUOCA;31347817;;APAE ESC ESP CHARLES KENNETH PURSELL;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 15 ;Filantrópica;Estadual e Municipal
MG;ALEM PARAIBA;31248134;;APAE ALEM PARAIBA - ESCOLA INTERMEDIARIA CORA FARIA DUARTE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 4 ;Filantrópica;Estadual e Municipal
MG;ALEM PARAIBA;31248134;;APAE ALEM PARAIBA - ESCOLA INTERMEDIARIA CORA FARIA DUARTE;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 63 ;Filantrópica;Estadual e Municipal
MG;ALEM PARAIBA;31248134;;APAE ALEM PARAIBA - ESCOLA INTERMEDIARIA CORA FARIA DUARTE;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 6 ;Filantrópica;Estadual e Municipal
MG;ALEM PARAIBA;31248134;;APAE ALEM PARAIBA - ESCOLA INTERMEDIARIA CORA FARIA DUARTE;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 47 ;Filantrópica;Estadual e Municipal
MG;ALEM PARAIBA;31345334;16608614000190;CRECHE LACTARIO SAO JOSE;CRECHE INTEGRAL CONVENIADA; 68 ;Filantrópica;Municipal
MG;ALEM PARAIBA;31345334;16608614000190;CRECHE LACTARIO SAO JOSE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ALEM PARAIBA;31345342;20456398000182;CRECHE MARIA ZOFFOLI CACADOR;CRECHE INTEGRAL CONVENIADA; 77 ;Filantrópica;Municipal
MG;ALEM PARAIBA;31345342;20456398000182;CRECHE MARIA ZOFFOLI CACADOR;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ALFENAS;31292371;;APAE ESCOLA ESPERANCA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 7 ;Filantrópica;Estadual e Municipal
MG;ALFENAS;31292371;;APAE ESCOLA ESPERANCA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 7 ;Filantrópica;Estadual e Municipal
MG;ALFENAS;31292371;;APAE ESCOLA ESPERANCA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 32 ;Filantrópica;Estadual e Municipal
MG;ALFENAS;31292371;;APAE ESCOLA ESPERANCA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 19 ;Filantrópica;Estadual e Municipal
MG;ALFENAS;31240567;17878356000125;CENTRO DE EDUCACAO INFANTIL CINTHIA MARIA SILVA CARVALHO;CRECHE INTEGRAL CONVENIADA; 19 ;Filantrópica;Municipal
MG;ALFENAS;31240567;17878356000125;CENTRO DE EDUCACAO INFANTIL CINTHIA MARIA SILVA CARVALHO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 36 ;Filantrópica;Municipal
MG;ALTEROSA;31264555;;APAE ESCOLA DE EDUCACAO ESPECIAL PINGOS DE LUZ;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 10 ;Filantrópica;Municipal
MG;ALVINOPOLIS;31250457;;APAE ESCOLA ESPECIALIZADA CRE SER;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 8 ;Filantrópica;Estadual e Municipal
MG;ALVINOPOLIS;31250457;;APAE ESCOLA ESPECIALIZADA CRE SER;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 12 ;Filantrópica;Estadual e Municipal
MG;ALVINOPOLIS;31250457;;APAE ESCOLA ESPECIALIZADA CRE SER;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 63 ;Filantrópica;Estadual e Municipal
MG;ALVINOPOLIS;31286711;22390173001097;CENTRO DE EDUCACAO INFANTIL IRMA HELENA;CRECHE INTEGRAL CONVENIADA; 105 ;Filantrópica;Municipal
MG;ALVINOPOLIS;31286711;22390173001097;CENTRO DE EDUCACAO INFANTIL IRMA HELENA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ALVINOPOLIS;31286711;22390173001097;CENTRO DE EDUCACAO INFANTIL IRMA HELENA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 86 ;Filantrópica;Municipal
MG;ALVINOPOLIS;31286711;22390173001097;CENTRO DE EDUCACAO INFANTIL IRMA HELENA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 6 ;Filantrópica;Municipal
MG;ALVINOPOLIS;31286711;22390173001097;CENTRO DE EDUCACAO INFANTIL IRMA HELENA;PRÉ-ESCOLA PARCIAL CONVENIADA; 23 ;Filantrópica;Municipal
MG;ALVINOPOLIS;31286711;22390173001097;CENTRO DE EDUCACAO INFANTIL IRMA HELENA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 5 ;Filantrópica;Municipal
MG;ARACUAI;31294624;;APAE DE ARACUAI;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 23 ;Filantrópica;Estadual e Municipal
MG;ARACUAI;31294624;;APAE DE ARACUAI;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 16 ;Filantrópica;Estadual e Municipal
MG;ARACUAI;31294624;;APAE DE ARACUAI;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 18 ;Filantrópica;Estadual e Municipal
MG;ARACUAI;31343323;2653355000105;ESCOLA FAMILIA AGROECOLOGICA DE ARACUAI;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 52 ;Comunitária;Estadual
MG;ARAGUARI;31247723;;APAE ESCOLINHA VOVO CORINA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 11 ;Filantrópica;Estadual e Municipal
MG;ARAGUARI;31247723;;APAE ESCOLINHA VOVO CORINA;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 91 ;Filantrópica;Estadual e Municipal
MG;ARAGUARI;31247723;;APAE ESCOLINHA VOVO CORINA;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 51 ;Filantrópica;Estadual e Municipal
MG;ARAGUARI;31341819;16831802000183;SOCIEDADE LAR ESPIRITA MARIA CARLOTA;CRECHE INTEGRAL CONVENIADA; 187 ;Filantrópica;Municipal
MG;ARAGUARI;31341819;16831802000183;SOCIEDADE LAR ESPIRITA MARIA CARLOTA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
MG;ARAPONGA;31343064;1529208000165;ESCOLA FAMILIA AGRICOLA PURIS DE ARAPONGA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 52 ;Comunitária;Estadual
MG;ARAPONGA;31343064;1529208000165;ESCOLA FAMILIA AGRICOLA PURIS DE ARAPONGA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
MG;ARAPORA;31275611;887340000186;APAE ESC NASCER DO SOL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 21 ;Filantrópica;Estadual
MG;ARAUJOS;31252905;;APAE ESCOLA PROFESSORA MARIA LUIZA SANTIAGO;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 29 ;Filantrópica;Estadual e Municipal
MG;ARAUJOS;31252905;;APAE ESCOLA PROFESSORA MARIA LUIZA SANTIAGO;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 13 ;Filantrópica;Estadual e Municipal
MG;ARAUJOS;31285404;118730000191;CASA DA CRIANCA SANTA TEREZINHA DO MENINO JESUS;CRECHE INTEGRAL CONVENIADA; 127 ;Filantrópica;Municipal
MG;ARAUJOS;31285404;118730000191;CASA DA CRIANCA SANTA TEREZINHA DO MENINO JESUS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ARAUJOS;31285404;118730000191;CASA DA CRIANCA SANTA TEREZINHA DO MENINO JESUS;PRÉ-ESCOLA PARCIAL CONVENIADA; 44 ;Filantrópica;Municipal
MG;ARAUJOS;31285404;118730000191;CASA DA CRIANCA SANTA TEREZINHA DO MENINO JESUS;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 3 ;Filantrópica;Municipal
MG;ARAXA;31274771;16911117000167;CENTRO DE EDUCACAO INFANTIL CASA DE NAZARE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 23 ;Filantrópica;Municipal
MG;ARAXA;31274771;16911117000167;CENTRO DE EDUCACAO INFANTIL CASA DE NAZARE;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ARAXA;31274771;16911117000167;CENTRO DE EDUCACAO INFANTIL CASA DE NAZARE;CRECHE PARCIAL CONVENIADA; 34 ;Filantrópica;Municipal
MG;ARAXA;31274771;16911117000167;CENTRO DE EDUCACAO INFANTIL CASA DE NAZARE;PRÉ-ESCOLA PARCIAL CONVENIADA; 69 ;Filantrópica;Municipal
MG;ARAXA;31274771;16911117000167;CENTRO DE EDUCACAO INFANTIL CASA DE NAZARE;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 2 ;Filantrópica;Municipal
MG;ARAXA;31274771;16911117000167;CENTRO DE EDUCACAO INFANTIL CASA DE NAZARE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 7 ;Filantrópica;Municipal
MG;ARAXA;31166154;20031233000169;CENTRO DE EDUCACAO INFANTIL GABRIELA MISTRAL;CRECHE INTEGRAL CONVENIADA; 90 ;Filantrópica;Municipal
MG;ARAXA;31166154;20031233000169;CENTRO DE EDUCACAO INFANTIL GABRIELA MISTRAL;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ARAXA;31166154;20031233000169;CENTRO DE EDUCACAO INFANTIL GABRIELA MISTRAL;PRÉ-ESCOLA INTEGRAL CONVENIADA; 43 ;Filantrópica;Municipal
MG;ARAXA;31166154;20031233000169;CENTRO DE EDUCACAO INFANTIL GABRIELA MISTRAL;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
MG;ARAXA;31166154;20031233000169;CENTRO DE EDUCACAO INFANTIL GABRIELA MISTRAL;PRÉ-ESCOLA PARCIAL CONVENIADA; 18 ;Filantrópica;Municipal
MG;ARAXA;31166154;20031233000169;CENTRO DE EDUCACAO INFANTIL GABRIELA MISTRAL;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 2 ;Filantrópica;Municipal
MG;ARAXA;31297046;23367543000147;CENTRO EDUCACIONAL AGAPE;CRECHE INTEGRAL CONVENIADA; 81 ;Filantrópica;Municipal
MG;ARAXA;31297046;23367543000147;CENTRO EDUCACIONAL AGAPE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
MG;ARAXA;31297046;23367543000147;CENTRO EDUCACIONAL AGAPE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 42 ;Filantrópica;Municipal
MG;ARAXA;31297046;23367543000147;CENTRO EDUCACIONAL AGAPE;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
MG;ARAXA;31362964;21566209000197;CENTRO EDUCACIONAL INFANTIL JARDIM SANTA TEREZINHA;CRECHE PARCIAL CONVENIADA; 138 ;Filantrópica;Municipal
MG;ARAXA;31362964;21566209000197;CENTRO EDUCACIONAL INFANTIL JARDIM SANTA TEREZINHA;PRÉ-ESCOLA PARCIAL CONVENIADA; 68 ;Filantrópica;Municipal
MG;ARAXA;31362964;21566209000197;CENTRO EDUCACIONAL INFANTIL JARDIM SANTA TEREZINHA;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 1 ;Filantrópica;Municipal
MG;ARAXA;31362964;21566209000197;CENTRO EDUCACIONAL INFANTIL JARDIM SANTA TEREZINHA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 2 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;CRECHE INTEGRAL CONVENIADA; 14 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 37 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;CRECHE PARCIAL CONVENIADA; 45 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;PRÉ-ESCOLA PARCIAL CONVENIADA; 36 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 4 ;Filantrópica;Municipal
MG;ARAXA;31316831;1240750000101;CENTRO ESTUDANTIL PRESBITERIANO DE ASSISTENCIA A CRIANCA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 3 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;CRECHE INTEGRAL CONVENIADA; 63 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 38 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;CRECHE PARCIAL CONVENIADA; 33 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;PRÉ-ESCOLA PARCIAL CONVENIADA; 34 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 2 ;Filantrópica;Municipal
MG;ARAXA;31311979;3962731000106;ESC INF MUNDO DA CRIANCA;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 2 ;Filantrópica;Municipal
MG;ARAXA;31266019;17805524000152;ESCOLA ESCOLINHA TIA LUCIA ENSINO FUNDAMENTAL- ANOS INICIAIS;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 30 ;Filantrópica;Estadual e Municipal
