;;;;;;;;
UF;Município;Código Escola no INEP;CNPJ;Entidade;Segmento;Número de Alunos;Categoria;Conveniada
SP;SAO PAULO;35007199;;CR P CONV VILA SULINA;CRECHE INTEGRAL CONVENIADA; 55 ;Filantrópica;Municipal
SP;SAO PAULO;35402758;8439816000390;CR P CONV VINICIUS DE MORAES;CRECHE INTEGRAL CONVENIADA; 165 ;Filantrópica;Municipal
SP;SAO PAULO;35474708;851146000302;CR P CONV VINTE DE AGOSTO;CRECHE INTEGRAL CONVENIADA; 218 ;Filantrópica;Municipal
SP;SAO PAULO;35474708;851146000302;CR P CONV VINTE DE AGOSTO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
SP;SAO PAULO;35566457;851146000574;CR P CONV VINTE E SEIS DE JULHO;CRECHE INTEGRAL CONVENIADA; 132 ;Filantrópica;Municipal
SP;SAO PAULO;35566457;851146000574;CR P CONV VINTE E SEIS DE JULHO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
SP;SAO PAULO;35347309;1470611000166;CR P CONV VISAO EDUCATIVA;CRECHE INTEGRAL CONVENIADA; 51 ;Filantrópica;Municipal
SP;SAO PAULO;35347309;1470611000166;CR P CONV VISAO EDUCATIVA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35005683;8096592000107;CR P CONV VITORIA;CRECHE INTEGRAL CONVENIADA; 127 ;Filantrópica;Municipal
SP;SAO PAULO;35006990;2080755001060;CR P CONV VIVA;CRECHE INTEGRAL CONVENIADA; 106 ;Filantrópica;Municipal
SP;SAO PAULO;35006990;2080755001060;CR P CONV VIVA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 20 ;Filantrópica;Municipal
SP;SAO PAULO;35182370;60980364000379;CR P CONV VIVER E APRENDER;CRECHE INTEGRAL CONVENIADA; 102 ;Filantrópica;Municipal
SP;SAO PAULO;35005906;;CR P CONV VIVER E APRENDER;CRECHE INTEGRAL CONVENIADA; 100 ;Filantrópica;Municipal
SP;SAO PAULO;35182370;60980364000379;CR P CONV VIVER E APRENDER;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35004840;209352000909;CR P CONV VIVER E APRENDER I;CRECHE INTEGRAL CONVENIADA; 129 ;Filantrópica;Municipal
SP;SAO PAULO;35004840;209352000909;CR P CONV VIVER E APRENDER I;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35569781;3072993000103;CR P CONV VIVER E CONVIVER;CRECHE INTEGRAL CONVENIADA; 85 ;Filantrópica;Municipal
SP;SAO PAULO;35569781;3072993000103;CR P CONV VIVER E CONVIVER;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
SP;SAO PAULO;35005507;577417000111;CR P CONV VIVER E CRESCER;CRECHE INTEGRAL CONVENIADA; 168 ;Filantrópica;Municipal
SP;SAO PAULO;35005507;577417000111;CR P CONV VIVER E CRESCER;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35582633;9265318000250;CR P CONV VO CHICA;CRECHE INTEGRAL CONVENIADA; 230 ;Filantrópica;Municipal
SP;SAO PAULO;35008156;;CR P CONV VO CHICA;CRECHE INTEGRAL CONVENIADA; 162 ;Filantrópica;Municipal
SP;SAO PAULO;35582633;9265318000250;CR P CONV VO CHICA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
SP;SAO PAULO;35008296;;CR P CONV VO DONI;CRECHE INTEGRAL CONVENIADA; 173 ;Filantrópica;Municipal
SP;SAO PAULO;35008296;;CR P CONV VO DONI;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35008296;;CR P CONV VO DONI;PRÉ-ESCOLA INTEGRAL CONVENIADA; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35564345;9308607000299;CR P CONV VO ESTER;CRECHE INTEGRAL CONVENIADA; 54 ;Filantrópica;Municipal
SP;SAO PAULO;35564345;9308607000299;CR P CONV VO ESTER;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
SP;SAO PAULO;35582402;9308607000108;CR P CONV VO ESTER II;CRECHE INTEGRAL CONVENIADA; 80 ;Filantrópica;Municipal
SP;SAO PAULO;35582402;9308607000108;CR P CONV VO ESTER II;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35807710;1409519000190;CR P CONV VO MARIA;CRECHE INTEGRAL CONVENIADA; 304 ;Filantrópica;Municipal
SP;SAO PAULO;35807710;1409519000190;CR P CONV VO MARIA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35006162;8302030000407;CR P CONV VO MARIA VENANCIO;CRECHE INTEGRAL CONVENIADA; 146 ;Filantrópica;Municipal
SP;SAO PAULO;35006162;8302030000407;CR P CONV VO MARIA VENANCIO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
SP;SAO PAULO;35006667;;CR P CONV VO NICE;CRECHE INTEGRAL CONVENIADA; 147 ;Filantrópica;Municipal
SP;SAO PAULO;35006667;;CR P CONV VO NICE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35443293;1682404000256;CR P CONV VO NICE I;CRECHE INTEGRAL CONVENIADA; 104 ;Filantrópica;Municipal
SP;SAO PAULO;35443293;1682404000256;CR P CONV VO NICE I;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35438686;1682404000175;CR P CONV VO NICE II;CRECHE INTEGRAL CONVENIADA; 124 ;Filantrópica;Municipal
SP;SAO PAULO;35438686;1682404000175;CR P CONV VO NICE II;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35438534;1682404000507;CR P CONV VO NICE III;CRECHE INTEGRAL CONVENIADA; 87 ;Filantrópica;Municipal
SP;SAO PAULO;35005119;1677930000147;CR P CONV VO ZEFA;CRECHE INTEGRAL CONVENIADA; 157 ;Filantrópica;Municipal
SP;SAO PAULO;35005119;1677930000147;CR P CONV VO ZEFA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35565349;585268000566;CR P CONV VO ZEFINHA;CRECHE INTEGRAL CONVENIADA; 57 ;Filantrópica;Municipal
SP;SAO PAULO;35565349;585268000566;CR P CONV VO ZEFINHA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35463197;2080755000179;CR P CONV VOVO ADELAIDE;CRECHE INTEGRAL CONVENIADA; 98 ;Filantrópica;Municipal
SP;SAO PAULO;35580016;4886794000606;CR P CONV VOVO AIDA RAMOS FERREIRA;CRECHE INTEGRAL CONVENIADA; 214 ;Filantrópica;Municipal
SP;SAO PAULO;35580016;4886794000606;CR P CONV VOVO AIDA RAMOS FERREIRA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35006432;144000148;CR P CONV VOVO ALZIRA;CRECHE INTEGRAL CONVENIADA; 104 ;Filantrópica;Municipal
SP;SAO PAULO;35006432;144000148;CR P CONV VOVO ALZIRA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35586560;;CR P CONV VOVO ANA;CRECHE INTEGRAL CONVENIADA; 80 ;Filantrópica;Municipal
SP;SAO PAULO;35480964;2080755000250;CR P CONV VOVO ANNA GOMES;CRECHE INTEGRAL CONVENIADA; 89 ;Filantrópica;Municipal
SP;SAO PAULO;35470879;4420470000670;CR P CONV VOVO AUGUSTA I CEI;CRECHE INTEGRAL CONVENIADA; 62 ;Filantrópica;Municipal
SP;SAO PAULO;35470971;4420470000750;CR P CONV VOVO AUGUSTA II;CRECHE INTEGRAL CONVENIADA; 71 ;Filantrópica;Municipal
SP;SAO PAULO;35477606;2080755000500;CR P CONV VOVO BERNARDO JOSE FRANCA;CRECHE INTEGRAL CONVENIADA; 106 ;Filantrópica;Municipal
SP;SAO PAULO;35006481;5578070000145;CR P CONV VOVO CECILIA;CRECHE INTEGRAL CONVENIADA; 133 ;Filantrópica;Municipal
SP;SAO PAULO;35008165;;CR P CONV VOVO DEDE;CRECHE INTEGRAL CONVENIADA; 105 ;Filantrópica;Municipal
SP;SAO PAULO;35008165;;CR P CONV VOVO DEDE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 88 ;Filantrópica;Municipal
SP;SAO PAULO;35008165;;CR P CONV VOVO DEDE;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 5 ;Filantrópica;Municipal
SP;SAO PAULO;35007615;4036639000692;CR P CONV VOVO DILEUZA;CRECHE INTEGRAL CONVENIADA; 88 ;Filantrópica;Municipal
SP;SAO PAULO;35007615;4036639000692;CR P CONV VOVO DILEUZA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35008154;;CR P CONV VOVO DILEUZA II;CRECHE INTEGRAL CONVENIADA; 125 ;Filantrópica;Municipal
SP;SAO PAULO;35008154;;CR P CONV VOVO DILEUZA II;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
SP;SAO PAULO;35350000;9371463000134;CR P CONV VOVO ELENI;CRECHE INTEGRAL CONVENIADA; 111 ;Filantrópica;Municipal
SP;SAO PAULO;35350000;9371463000134;CR P CONV VOVO ELENI;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35008309;4485287000148;CR P CONV VOVO ELENI 2;CRECHE INTEGRAL CONVENIADA; 153 ;Filantrópica;Municipal
SP;SAO PAULO;35008309;4485287000148;CR P CONV VOVO ELENI 2;CRECHE INTEGRAL CONVENIADA ESPECIAL; 5 ;Filantrópica;Municipal
SP;SAO PAULO;35578654;13632083000183;CR P CONV VOVO FATIMA;CRECHE INTEGRAL CONVENIADA; 70 ;Filantrópica;Municipal
SP;SAO PAULO;35443669;2986801000101;CR P CONV VOVO FATIMA II;CRECHE INTEGRAL CONVENIADA; 64 ;Filantrópica;Municipal
SP;SAO PAULO;35443669;2986801000101;CR P CONV VOVO FATIMA II;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35004072;2986801000527;CR P CONV VOVO FATIMA III;CRECHE INTEGRAL CONVENIADA; 135 ;Filantrópica;Municipal
SP;SAO PAULO;35004072;2986801000527;CR P CONV VOVO FATIMA III;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35357133;7396491000180;CR P CONV VOVO GIM;CRECHE INTEGRAL CONVENIADA; 90 ;Filantrópica;Municipal
SP;SAO PAULO;35565155;8541431000339;CR P CONV VOVO JOAO ARLINDO;CRECHE INTEGRAL CONVENIADA; 104 ;Filantrópica;Municipal
SP;SAO PAULO;35565155;8541431000339;CR P CONV VOVO JOAO ARLINDO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35006020;21744691000108;CR P CONV VOVO JOAQUIM;CRECHE INTEGRAL CONVENIADA; 89 ;Filantrópica;Municipal
SP;SAO PAULO;35006020;21744691000108;CR P CONV VOVO JOAQUIM;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35005271;;CR P CONV VOVO JOSE;CRECHE INTEGRAL CONVENIADA; 152 ;Filantrópica;Municipal
SP;SAO PAULO;35584290;1237904000602;CR P CONV VOVO LIDIA I;CRECHE INTEGRAL CONVENIADA; 85 ;Filantrópica;Municipal
SP;SAO PAULO;35584290;1237904000602;CR P CONV VOVO LIDIA I;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35584290;1237904000602;CR P CONV VOVO LIDIA I;PRÉ-ESCOLA INTEGRAL CONVENIADA; 71 ;Filantrópica;Municipal
SP;SAO PAULO;35584290;1237904000602;CR P CONV VOVO LIDIA I;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35438397;7366401000109;CR P CONV VOVO LIDIA II;CRECHE INTEGRAL CONVENIADA; 67 ;Filantrópica;Municipal
SP;SAO PAULO;35482365;12513117000158;CR P CONV VOVO LIDIA III;CRECHE INTEGRAL CONVENIADA; 67 ;Filantrópica;Municipal
SP;SAO PAULO;35586341;846810000678;CR P CONV VOVO LOURDES;CRECHE INTEGRAL CONVENIADA; 89 ;Filantrópica;Municipal
SP;SAO PAULO;35007458;17265972000453;CR P CONV VOVO LOURIVAL;CRECHE INTEGRAL CONVENIADA; 272 ;Filantrópica;Municipal
SP;SAO PAULO;35007458;17265972000453;CR P CONV VOVO LOURIVAL;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
SP;SAO PAULO;35005828;2417592000177;CR P CONV VOVO MARGARIDA;CRECHE INTEGRAL CONVENIADA; 94 ;Filantrópica;Municipal
SP;SAO PAULO;35432490;2615386000252;CR P CONV VOVO MARIA JULIA;CRECHE INTEGRAL CONVENIADA; 50 ;Filantrópica;Municipal
SP;SAO PAULO;35571416;4886794000789;CR P CONV VOVO MARIAZINHA ROCHA;CRECHE INTEGRAL CONVENIADA; 244 ;Filantrópica;Municipal
SP;SAO PAULO;35571416;4886794000789;CR P CONV VOVO MARIAZINHA ROCHA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35571416;4886794000789;CR P CONV VOVO MARIAZINHA ROCHA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 97 ;Filantrópica;Municipal
SP;SAO PAULO;35571416;4886794000789;CR P CONV VOVO MARIAZINHA ROCHA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35008322;;CR P CONV VOVO MARINA;CRECHE INTEGRAL CONVENIADA; 104 ;Filantrópica;Municipal
SP;SAO PAULO;35008322;;CR P CONV VOVO MARINA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 41 ;Filantrópica;Municipal
SP;SAO PAULO;35008322;;CR P CONV VOVO MARINA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35584678;;CR P CONV VOVO MIRA;CRECHE INTEGRAL CONVENIADA; 81 ;Filantrópica;Municipal
SP;SAO PAULO;35584678;;CR P CONV VOVO MIRA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35441659;4186163000242;CR P CONV VOVO NELSAO;CRECHE INTEGRAL CONVENIADA; 72 ;Filantrópica;Municipal
SP;SAO PAULO;35005518;24145913000164;CR P CONV VOVO NINITO;CRECHE INTEGRAL CONVENIADA; 85 ;Filantrópica;Municipal
SP;SAO PAULO;35441661;;CR P CONV VOVO OLINDA;CRECHE INTEGRAL CONVENIADA; 70 ;Filantrópica;Municipal
SP;SAO PAULO;35005427;;CR P CONV VOVO PAULINA;CRECHE INTEGRAL CONVENIADA; 99 ;Filantrópica;Municipal
SP;SAO PAULO;35005427;;CR P CONV VOVO PAULINA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35004177;48947071000556;CR P CONV VOVO PHILOMENA MENDES PRADO;CRECHE INTEGRAL CONVENIADA; 192 ;Filantrópica;Municipal
SP;SAO PAULO;35004177;48947071000556;CR P CONV VOVO PHILOMENA MENDES PRADO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35428978;2456913000142;CR P CONV VOVO SEBASTIAO SIQUEIRA;CRECHE INTEGRAL CONVENIADA; 293 ;Filantrópica;Municipal
SP;SAO PAULO;35428978;2456913000142;CR P CONV VOVO SEBASTIAO SIQUEIRA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
SP;SAO PAULO;35008224;;CR P CONV VOVO VERA;CRECHE INTEGRAL CONVENIADA; 66 ;Filantrópica;Municipal
SP;SAO PAULO;35008262;;CR P CONV VOVO VERA;CRECHE INTEGRAL CONVENIADA; 129 ;Filantrópica;Municipal
SP;SAO PAULO;35008224;;CR P CONV VOVO VERA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35183532;64033061003587;CR P CONV WALTHER SOMMERLATH;CRECHE INTEGRAL CONVENIADA; 119 ;Filantrópica;Municipal
SP;SAO PAULO;35435120;5141259000338;CR P CONV YAHWE NISSI;CRECHE INTEGRAL CONVENIADA; 124 ;Filantrópica;Municipal
SP;SAO PAULO;35435120;5141259000338;CR P CONV YAHWE NISSI;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
SP;SAO PAULO;35580028;60597044004836;CR P CONV YANNI;CRECHE INTEGRAL CONVENIADA; 89 ;Filantrópica;Municipal
SP;SAO PAULO;35006526;61863825001368;CR P CONV YVONNE BOTROS GOMES DOS SANTOS;CRECHE INTEGRAL CONVENIADA; 107 ;Filantrópica;Municipal
SP;SAO PAULO;35006526;61863825001368;CR P CONV YVONNE BOTROS GOMES DOS SANTOS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35007635;1414029000182;CR P CONV ZE COLMEIA;CRECHE INTEGRAL CONVENIADA; 96 ;Filantrópica;Municipal
SP;SAO PAULO;35007635;1414029000182;CR P CONV ZE COLMEIA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35008273;2176231000690;CR P CONV ZION;CRECHE INTEGRAL CONVENIADA; 92 ;Filantrópica;Municipal
SP;SAO PAULO;35008273;2176231000690;CR P CONV ZION;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
SP;SAO PAULO;35008223;2176231000852;CR P CONV ZOE;CRECHE INTEGRAL CONVENIADA; 278 ;Filantrópica;Municipal
SP;SAO PAULO;35567103;777952000116;CR P CONV 4 IRMAOS;CRECHE INTEGRAL CONVENIADA; 131 ;Filantrópica;Municipal
SP;SAO PAULO;35009569;60463072000440;EMEI P FOM LICEU;PRÉ-ESCOLA INTEGRAL CONVENIADA; 258 ;Filantrópica;Municipal
SP;SAO PAULO;35009569;60463072000440;EMEI P FOM LICEU;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 14 ;Filantrópica;Municipal
SP;SAO PAULO;35191887;;INSTITUTO AHIMSA;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 46 ;Filantrópica;Estadual
SP;SAO PAULO;35145038;61937975000135;LAR ESCOLA AACD;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 21 ;Filantrópica;Estadual
SP;SAO PAULO;35190354;;LAR ESCOLA MAE DO DIVINO AMOR;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 111 ;Filantrópica;Estadual
SP;SAO PAULO;35462731;38893038000103;NATHALIA BORALLI CEAACA;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 55 ;Comunitária;Estadual
SP;SAO PAULO;35433081;92873413000956;SAGRADO CORACAO CENTRO EDUCACIONAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 65 ;Filantrópica;Estadual
SP;SAO ROQUE;35146626;50804376000127;ZENITH ROCHA OLIANI ESCOLA EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 40 ;Filantrópica;Estadual e Municipal
SP;SAO SEBASTIAO;35149861;55556120000161;MUNDO FELIZ ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 112 ;Filantrópica;Estadual e Municipal
SP;SAO SEBASTIAO;35149861;55556120000161;MUNDO FELIZ ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 1 ;Filantrópica;Estadual e Municipal
SP;SAO SEBASTIAO DA GRAMA;35149937;51881753000194;APAE DE SAO SEBASTIAO DA GRAMA ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 26 ;Filantrópica;Estadual
SP;SAO VICENTE;35149731;57730087000170;APAE DE SAO VICENTE ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 79 ;Filantrópica;Municipal
SP;SAO VICENTE;35005443;;CANTINHO DO ZEZINHO CRECHE COMUNITARIA;CRECHE INTEGRAL CONVENIADA; 79 ;Filantrópica;Municipal
SP;SAO VICENTE;35005340;;CASA DA VOVO LIBANIA CRECHE COMUNITARIA;CRECHE INTEGRAL CONVENIADA; 96 ;Filantrópica;Municipal
SP;SAO VICENTE;35005348;;CRECHE MUNDO DA CRIANCA;CRECHE INTEGRAL CONVENIADA; 85 ;Filantrópica;Municipal
SP;SAO VICENTE;35005347;;LAR CINDERELA CRECHE COMUNITARIA;CRECHE INTEGRAL CONVENIADA; 115 ;Filantrópica;Municipal
SP;SAO VICENTE;35175304;71129076000160;LAR DE ASSISTENCIA AO MENOR;CRECHE INTEGRAL CONVENIADA; 69 ;Filantrópica;Municipal
SP;SAO VICENTE;35461271;;NAYLA AMOR A VIDA CRECHE COMUNITARIA;CRECHE INTEGRAL CONVENIADA; 169 ;Filantrópica;Municipal
SP;SAO VICENTE;35461271;;NAYLA AMOR A VIDA CRECHE COMUNITARIA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 6 ;Filantrópica;Municipal
SP;SAO VICENTE;35005343;;PENIEL CRECHE COMUNITARIA;CRECHE INTEGRAL CONVENIADA; 69 ;Filantrópica;Municipal
SP;SAO VICENTE;35499948;7206927000121;PEQUENO APRENDIZ CRECHE ESCOLA;CRECHE INTEGRAL CONVENIADA; 78 ;Filantrópica;Municipal
SP;SAO VICENTE;35499948;7206927000121;PEQUENO APRENDIZ CRECHE ESCOLA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 5 ;Filantrópica;Municipal
SP;SAO VICENTE;35175389;51674729000184;SONHO DA CRIANCA CRECHE MUNICIPAL;CRECHE INTEGRAL CONVENIADA; 65 ;Filantrópica;Municipal
SP;SERRANA;35146912;52384294000104;APAE DE SERRANA DA ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 8 ;Filantrópica;Estadual e Municipal
SP;SERRANA;35146912;52384294000104;APAE DE SERRANA DA ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 3 ;Filantrópica;Estadual e Municipal
SP;SERRANA;35146912;52384294000104;APAE DE SERRANA DA ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 3 ;Filantrópica;Estadual e Municipal
SP;SERRANA;35146912;52384294000104;APAE DE SERRANA DA ESCOLA DE EDUCACAO ESPECIAL;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 77 ;Filantrópica;Estadual e Municipal
SP;SERTAOZINHO;35145609;45372729000127;APAE DE SERTAOZINHO;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 166 ;Filantrópica;Estadual e Municipal
SP;SERTAOZINHO;35174397;56895238000187;EURIPEDES BARSANULFO PROF LAR ESCOLA ESPIRITA;CRECHE INTEGRAL CONVENIADA; 147 ;Filantrópica;Estadual e Municipal
SP;SERTAOZINHO;35174397;56895238000187;EURIPEDES BARSANULFO PROF LAR ESCOLA ESPIRITA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Estadual e Municipal
SP;SOCORRO;35149871;;SOCORRO ESCOLA DE EDUCACAO ESPECIAL DA CIDADE DE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 1 ;Filantrópica;Estadual e Municipal
SP;SOCORRO;35149871;;SOCORRO ESCOLA DE EDUCACAO ESPECIAL DA CIDADE DE;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 51 ;Filantrópica;Estadual e Municipal
SP;SOROCABA;35289218;499300000167;AMAS ASSOCIACAO AMIGOS DOS AUTISTAS DE SOROCABA;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 59 ;Comunitária;Estadual e Municipal
SP;SOROCABA;35145270;;APAE SOROCABA SILVIA ISASY VASQUEZ EEE;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 133 ;Filantrópica;Estadual e Municipal
SP;SOROCABA;35429715;9182083000151;APASCENTAI DE ACAO SOCIAL CENTRO EDUCACIONAL;CRECHE INTEGRAL CONVENIADA; 82 ;Comunitária;Municipal
SP;SOROCABA;35429715;9182083000151;APASCENTAI DE ACAO SOCIAL CENTRO EDUCACIONAL;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
SP;SOROCABA;35440851;50817345000100;ASSOCIACAO EDUCACIONAL PRO EX ESCOLA;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 89 ;Comunitária;Municipal
SP;SOROCABA;35268847;71874127000188;CASA DAS MAES E DAS CRIANCAS DE SOROCABA;CRECHE INTEGRAL CONVENIADA; 128 ;Comunitária;Municipal
SP;SOROCABA;35268847;71874127000188;CASA DAS MAES E DAS CRIANCAS DE SOROCABA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Comunitária;Municipal
SP;SOROCABA;35173472;1322290000152;COLEGIO BATISTA SOROCABA;CRECHE INTEGRAL CONVENIADA; 154 ;Comunitária;Municipal
SP;SOROCABA;35173472;1322290000152;COLEGIO BATISTA SOROCABA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 26 ;Comunitária;Municipal
SP;SOROCABA;35005064;27930124000122;COLEGIO BE HAPPY;CRECHE INTEGRAL CONVENIADA; 99 ;Comunitária;Municipal
SP;SOROCABA;35005064;27930124000122;COLEGIO BE HAPPY;CRECHE PARCIAL CONVENIADA; 41 ;Comunitária;Municipal
SP;SOROCABA;35005064;27930124000122;COLEGIO BE HAPPY;PRÉ-ESCOLA PARCIAL CONVENIADA; 31 ;Comunitária;Municipal
SP;SOROCABA;35005064;27930124000122;COLEGIO BE HAPPY;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 1 ;Comunitária;Municipal
SP;SOROCABA;35306472;1621476000102;DEUS MENINO CRECHE;CRECHE INTEGRAL CONVENIADA; 160 ;Comunitária;Municipal
SP;SOROCABA;35190299;71868962000105;INSTITUTO MARIA CLARO LAR IVAN SANTOS DE ALBUQUERQUE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 31 ;Filantrópica;Municipal
SP;SOROCABA;35190299;71868962000105;INSTITUTO MARIA CLARO LAR IVAN SANTOS DE ALBUQUERQUE;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 15 ;Filantrópica;Municipal
