Cronograma da Complementação da União-VAAF 2026 - Portaria Interministerial MEC MF nº 11, de 28 de Agosto de 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;"Janeiro do
Ano Seguinte";Total
AL;SAO JOSE DA TAPERA;2708402; 579.316,95 ; 637.248,64 ; 695.180,34 ; 753.112,03 ; 889.297,56 ; 943.476,98 ; 943.476,98 ; 1.006.375,45 ; 1.047.829,25 ; 1.032.886,01 ; 1.032.886,01 ; 1.032.886,01 ; 1.908.147,93 ; 12.502.120,14 
AL;SAO LUIS DO QUITUNDE;2708501; 391.491,05 ; 430.640,15 ; 469.789,26 ; 508.938,36 ; 600.969,87 ; 637.583,27 ; 637.583,27 ; 680.088,82 ; 698.317,13 ; 696.655,67 ; 696.655,67 ; 696.655,67 ; 1.286.997,86 ; 8.432.366,06 
AL;SAO MIGUEL DOS CAMPOS;2708600; 712.958,71 ; 784.254,58 ; 855.550,45 ; 926.846,32 ; 1.094.448,28 ; 1.161.126,28 ; 1.161.126,28 ; 1.238.534,70 ; 1.271.798,28 ; 1.268.714,49 ; 1.268.714,49 ; 1.268.714,49 ; 2.343.816,16 ; 15.356.603,51 
AL;SAO MIGUEL DOS MILAGRES;2708709; 162.026,72 ; 178.229,40 ; 194.432,07 ; 210.634,74 ; 248.723,91 ; 263.877,12 ; 263.877,12 ; 281.468,93 ; 288.263,87 ; 288.222,22 ; 288.222,22 ; 288.222,22 ; 532.460,14 ; 3.488.660,69 
AL;SAO SEBASTIAO;2708808; 518.994,62 ; 570.894,08 ; 622.793,54 ; 674.693,00 ; 796.697,99 ; 845.235,89 ; 845.235,89 ; 901.584,95 ; 928.434,97 ; 923.917,42 ; 923.917,42 ; 923.917,42 ; 1.706.839,95 ; 11.183.157,12 
AL;SATUBA;2708907; 319.081,92 ; 350.990,11 ; 382.898,30 ; 414.806,50 ; 489.816,11 ; 519.657,59 ; 519.657,59 ; 554.301,43 ; 572.343,64 ; 568.243,08 ; 568.243,08 ; 568.243,08 ; 1.049.769,14 ; 6.878.051,56 
AL;SENADOR RUI PALMEIRA;2708956; 242.005,64 ; 266.206,20 ; 290.406,77 ; 314.607,33 ; 371.497,90 ; 394.130,97 ; 394.130,97 ; 420.406,37 ; 430.487,31 ; 430.483,81 ; 430.483,81 ; 430.483,81 ; 795.273,42 ; 5.210.604,31 
AL;TANQUE DARCA;2709004; 115.706,31 ; 127.276,94 ; 138.847,57 ; 150.418,20 ; 177.618,38 ; 188.439,58 ; 188.439,58 ; 201.002,22 ; 206.068,96 ; 205.854,41 ; 205.854,41 ; 205.854,41 ; 380.294,30 ; 2.491.675,27 
AL;TAQUARANA;2709103; 434.707,41 ; 478.178,15 ; 521.648,89 ; 565.119,63 ; 667.310,43 ; 707.965,54 ; 707.965,54 ; 755.163,24 ; 775.577,09 ; 773.582,78 ; 773.582,78 ; 773.582,78 ; 1.429.112,58 ; 9.363.496,85 
AL;TEOTONIO VILELA;2709152; 945.322,72 ; 1.039.854,99 ; 1.134.387,26 ; 1.228.919,54 ; 1.451.145,51 ; 1.539.554,87 ; 1.539.554,87 ; 1.642.191,86 ; 1.671.688,73 ; 1.680.194,68 ; 1.680.194,68 ; 1.680.194,68 ; 3.103.982,40 ; 20.337.186,80 
AL;TRAIPU;2709202; 614.853,70 ; 676.339,07 ; 737.824,44 ; 799.309,81 ; 943.849,30 ; 1.001.352,22 ; 1.001.352,22 ; 1.068.109,04 ; 1.087.381,39 ; 1.092.838,71 ; 1.092.838,71 ; 1.092.838,71 ; 2.018.904,21 ; 13.227.791,50 
AL;UNIAO DOS PALMARES;2709301; 1.018.751,82 ; 1.120.627,01 ; 1.222.502,19 ; 1.324.377,37 ; 1.563.865,02 ; 1.659.141,68 ; 1.659.141,68 ; 1.769.751,13 ; 1.801.539,21 ; 1.810.705,86 ; 1.810.705,86 ; 1.810.705,86 ; 3.345.088,05 ; 21.916.902,75 
AL;VICOSA;2709400; 312.616,93 ; 343.878,62 ; 375.140,31 ; 406.402,00 ; 479.891,82 ; 509.128,68 ; 509.128,68 ; 543.070,59 ; 560.987,52 ; 556.762,88 ; 556.762,88 ; 556.762,88 ; 1.028.560,68 ; 6.739.094,48 
AL;ALAGOAS;27; 15.439.841,73 ; 16.983.825,90 ; 18.527.810,07 ; 20.071.794,25 ; 23.701.384,20 ; 25.145.363,59 ; 25.145.363,59 ; 26.821.721,17 ; 27.415.425,39 ; 27.457.841,78 ; 27.457.841,78 ; 27.457.841,78 ; 50.725.465,74 ; 332.351.520,99 
AM;ALVARAES;1300029; 408.716,36 ; 449.588,00 ; 490.459,63 ; 531.331,27 ; 488.227,80 ; 518.260,63 ; 518.260,63 ; 552.811,34 ; 596.047,25 ; 591.450,37 ; 591.450,37 ; 591.450,37 ; 1.092.642,16 ; 7.420.696,18 
AM;AMATURA;1300060; 293.470,17 ; 322.817,19 ; 352.164,20 ; 381.511,22 ; 350.561,69 ; 372.126,12 ; 372.126,12 ; 396.934,53 ; 423.243,63 ; 424.063,41 ; 424.063,41 ; 424.063,41 ; 783.412,41 ; 5.320.557,52 
AM;ANAMA;1300086; 154.503,34 ; 169.953,67 ; 185.404,00 ; 200.854,34 ; 184.560,32 ; 195.913,36 ; 195.913,36 ; 208.974,25 ; 221.960,05 ; 223.144,43 ; 223.144,43 ; 223.144,43 ; 412.235,79 ; 2.799.705,77 
AM;ANORI;1300102; 197.851,56 ; 217.636,72 ; 237.421,87 ; 257.207,03 ; 236.341,49 ; 250.879,79 ; 250.879,79 ; 267.605,11 ; 287.810,26 ; 286.215,41 ; 286.215,41 ; 286.215,41 ; 528.752,77 ; 3.591.032,61 
AM;APUI;1300144; 182.512,62 ; 200.763,89 ; 219.015,15 ; 237.266,41 ; 218.018,53 ; 231.429,71 ; 231.429,71 ; 246.858,35 ; 262.270,53 ; 263.606,77 ; 263.606,77 ; 263.606,77 ; 486.985,69 ; 3.307.370,88 
AM;ATALAIA DO NORTE;1300201; 432.624,20 ; 475.886,61 ; 519.149,03 ; 562.411,45 ; 516.786,66 ; 548.576,25 ; 548.576,25 ; 585.148,00 ; 624.785,17 ; 625.251,32 ; 625.251,32 ; 625.251,32 ; 1.155.085,84 ; 7.844.783,42 
AM;AUTAZES;1300300; 676.881,52 ; 744.569,68 ; 812.257,83 ; 879.945,98 ; 808.561,67 ; 858.299,49 ; 858.299,49 ; 915.519,46 ; 972.410,47 ; 977.599,23 ; 977.599,23 ; 977.599,23 ; 1.806.011,44 ; 12.265.554,72 
AM;BARCELOS;1300409; 292.035,42 ; 321.238,96 ; 350.442,50 ; 379.646,04 ; 348.847,82 ; 370.306,83 ; 370.306,83 ; 394.993,95 ; 419.539,15 ; 421.777,80 ; 421.777,80 ; 421.777,80 ; 779.189,99 ; 5.291.880,89 
AM;BARREIRINHA;1300508; 787.926,03 ; 866.718,64 ; 945.511,24 ; 1.024.303,84 ; 941.208,72 ; 999.106,18 ; 999.106,18 ; 1.065.713,26 ; 1.138.780,35 ; 1.138.866,20 ; 1.138.866,20 ; 1.138.866,20 ; 2.103.935,15 ; 14.288.908,18 
AM;BENJAMIN CONSTANT;1300607; 1.180.626,34 ; 1.298.688,98 ; 1.416.751,62 ; 1.534.814,25 ; 1.410.304,72 ; 1.497.058,14 ; 1.497.058,14 ; 1.596.862,02 ; 1.701.591,55 ; 1.705.856,72 ; 1.705.856,72 ; 1.705.856,72 ; 3.151.390,32 ; 21.402.716,25 
AM;BERURI;1300631; 477.309,94 ; 525.040,93 ; 572.771,93 ; 620.502,92 ; 570.165,54 ; 605.238,68 ; 605.238,68 ; 645.587,92 ; 685.705,20 ; 689.364,11 ; 689.364,11 ; 689.364,11 ; 1.273.527,46 ; 8.649.181,52 
AM;BOA VISTA DO RAMOS;1300680; 298.269,47 ; 328.096,41 ; 357.923,36 ; 387.750,31 ; 356.294,64 ; 378.211,73 ; 378.211,73 ; 403.425,85 ; 431.433,22 ; 431.163,07 ; 431.163,07 ; 431.163,07 ; 796.528,29 ; 5.409.634,22 
AM;BOCA DO ACRE;1300706; 445.143,09 ; 489.657,40 ; 534.171,70 ; 578.686,01 ; 531.740,97 ; 564.450,46 ; 564.450,46 ; 602.080,49 ; 639.566,95 ; 642.915,97 ; 642.915,97 ; 642.915,97 ; 1.187.719,41 ; 8.066.414,83 
AM;BORBA;1300805; 616.689,53 ; 678.358,48 ; 740.027,44 ; 801.696,39 ; 736.659,96 ; 781.974,82 ; 781.974,82 ; 834.106,48 ; 886.492,83 ; 890.737,79 ; 890.737,79 ; 890.737,79 ; 1.645.544,09 ; 11.175.738,22 
AM;CAAPIRANGA;1300839; 194.434,37 ; 213.877,80 ; 233.321,24 ; 252.764,68 ; 232.259,52 ; 246.546,72 ; 246.546,72 ; 262.983,17 ; 280.057,58 ; 280.910,73 ; 280.910,73 ; 280.910,73 ; 518.952,94 ; 3.524.476,92 
AM;CANUTAMA;1300904; 200.027,46 ; 220.030,20 ; 240.032,95 ; 260.035,69 ; 238.940,68 ; 253.638,87 ; 253.638,87 ; 270.548,13 ; 287.360,17 ; 288.893,52 ; 288.893,52 ; 288.893,52 ; 533.700,30 ; 3.624.633,89 
AM;CARAUARI;1301001; 443.110,73 ; 487.421,80 ; 531.732,87 ; 576.043,95 ; 529.313,23 ; 561.873,38 ; 561.873,38 ; 599.331,61 ; 643.398,00 ; 640.857,50 ; 640.857,50 ; 640.857,50 ; 1.183.916,62 ; 8.040.588,08 
AM;CAREIRO;1301100; 619.057,44 ; 680.963,18 ; 742.868,93 ; 804.774,67 ; 735.993,65 ; 784.212,60 ; 784.212,60 ; 836.493,44 ; 898.041,64 ; 894.457,31 ; 894.457,31 ; 894.457,31 ; 1.652.415,52 ; 11.222.405,62 
AM;CAREIRO DA VARZEA;1301159; 303.026,30 ; 333.328,92 ; 363.631,55 ; 393.934,18 ; 361.976,84 ; 384.243,48 ; 384.243,48 ; 409.859,71 ; 439.104,89 ; 438.142,05 ; 438.142,05 ; 438.142,05 ; 809.421,21 ; 5.497.196,71 
AM;COARI;1301209; 895.556,45 ; 985.112,10 ; 1.074.667,75 ; 1.164.223,39 ; 1.069.777,49 ; 1.135.583,74 ; 1.135.583,74 ; 1.211.289,32 ; 1.300.695,89 ; 1.295.260,79 ; 1.295.260,79 ; 1.295.260,79 ; 2.392.857,66 ; 16.251.129,90 
AM;CODAJAS;1301308; 269.119,34 ; 296.031,28 ; 322.943,21 ; 349.855,15 ; 321.473,67 ; 341.248,78 ; 341.248,78 ; 363.998,70 ; 386.764,28 ; 388.699,84 ; 388.699,84 ; 388.699,84 ; 718.081,95 ; 4.876.864,67 
AM;EIRUNEPE;1301407; 476.134,45 ; 523.747,90 ; 571.361,34 ; 618.974,79 ; 568.761,38 ; 603.748,13 ; 603.748,13 ; 643.998,01 ; 684.016,49 ; 687.666,39 ; 687.666,39 ; 687.666,39 ; 1.270.391,11 ; 8.627.880,90 
AM;ENVIRA;1301506; 241.862,60 ; 266.048,86 ; 290.235,12 ; 314.421,38 ; 288.914,40 ; 306.686,68 ; 306.686,68 ; 327.132,45 ; 347.460,70 ; 349.314,73 ; 349.314,73 ; 349.314,73 ; 645.322,12 ; 4.382.715,17 
AM;FONTE BOA;1301605; 531.598,11 ; 584.757,92 ; 637.917,73 ; 691.077,54 ; 635.014,90 ; 674.077,18 ; 674.077,18 ; 719.015,65 ; 763.695,79 ; 767.770,85 ; 767.770,85 ; 767.770,85 ; 1.418.375,64 ; 9.632.920,18 
AM;GUAJARA;1301654; 199.667,74 ; 219.634,52 ; 239.601,29 ; 259.568,06 ; 238.510,99 ; 253.182,74 ; 253.182,74 ; 270.061,59 ; 297.083,77 ; 289.704,05 ; 289.704,05 ; 289.704,05 ; 535.197,67 ; 3.634.803,28 
AM;HUMAITA;1301704; 781.750,33 ; 859.925,36 ; 938.100,39 ; 1.016.275,42 ; 933.831,58 ; 991.275,26 ; 991.275,26 ; 1.057.360,28 ; 1.158.269,51 ; 1.133.630,46 ; 1.133.630,46 ; 1.133.630,46 ; 2.094.262,67 ; 14.223.217,44 
AM;IPIXUNA;1301803; 320.259,67 ; 352.285,64 ; 384.311,60 ; 416.337,57 ; 382.562,81 ; 406.095,75 ; 406.095,75 ; 433.168,80 ; 460.086,21 ; 462.541,22 ; 462.541,22 ; 462.541,22 ; 854.496,11 ; 5.803.323,57 
AM;IRANDUBA;1301852; 954.263,42 ; 1.049.689,76 ; 1.145.116,10 ; 1.240.542,45 ; 1.139.905,27 ; 1.210.025,36 ; 1.210.025,36 ; 1.290.693,72 ; 1.373.290,45 ; 1.378.524,10 ; 1.378.524,10 ; 1.378.524,10 ; 2.546.677,83 ; 17.295.802,02 
AM;ITACOATIARA;1301902; 1.291.046,80 ; 1.420.151,48 ; 1.549.256,16 ; 1.678.360,84 ; 1.542.206,31 ; 1.637.073,51 ; 1.637.073,51 ; 1.746.211,74 ; 1.865.474,23 ; 1.866.015,78 ; 1.866.015,78 ; 1.866.015,78 ; 3.447.267,28 ; 23.412.169,19 
AM;ITAMARATI;1301951; 242.802,50 ; 267.082,76 ; 291.363,01 ; 315.643,26 ; 290.037,16 ; 307.878,50 ; 307.878,50 ; 328.403,73 ; 348.810,97 ; 350.672,21 ; 350.672,21 ; 350.672,21 ; 647.829,92 ; 4.399.746,94 
AM;ITAPIRANGA;1302009; 169.082,03 ; 185.990,23 ; 202.898,44 ; 219.806,64 ; 201.975,14 ; 214.399,44 ; 214.399,44 ; 228.692,74 ; 246.438,94 ; 244.659,14 ; 244.659,14 ; 244.659,14 ; 451.981,95 ; 3.069.642,41 
AM;JAPURA;1302108; 288.572,98 ; 317.430,28 ; 346.287,58 ; 375.144,88 ; 344.711,81 ; 365.916,39 ; 365.916,39 ; 390.310,82 ; 415.083,62 ; 416.844,47 ; 416.844,47 ; 416.844,47 ; 770.076,18 ; 5.229.984,33 
AM;JURUA;1302207; 219.437,74 ; 241.381,51 ; 263.325,29 ; 285.269,06 ; 262.127,02 ; 278.251,50 ; 278.251,50 ; 296.801,60 ; 320.098,08 ; 317.557,52 ; 317.557,52 ; 317.557,52 ; 586.654,02 ; 3.984.269,89 
AM;JUTAI;1302306; 684.264,76 ; 752.691,24 ; 821.117,72 ; 889.544,19 ; 817.381,24 ; 867.661,59 ; 867.661,59 ; 925.505,70 ; 983.017,27 ; 988.262,62 ; 988.262,62 ; 988.262,62 ; 1.825.710,93 ; 12.399.344,09 
AM;LABREA;1302405; 697.641,15 ; 767.405,26 ; 837.169,38 ; 906.933,49 ; 833.359,86 ; 884.623,11 ; 884.623,11 ; 943.597,99 ; 1.014.346,65 ; 1.009.154,98 ; 1.009.154,98 ; 1.009.154,98 ; 1.864.307,35 ; 12.661.472,28 
AM;MANACAPURU;1302504; 1.468.381,99 ; 1.615.220,18 ; 1.762.058,38 ; 1.908.896,58 ; 1.843.963,69 ; 1.881.616,10 ; 1.881.616,10 ; 2.007.057,18 ; 2.153.228,14 ; 2.145.938,35 ; 2.145.938,35 ; 2.145.938,35 ; 3.964.394,70 ; 26.924.248,10 
AM;MANAQUIRI;1302553; 336.049,26 ; 369.654,18 ; 403.259,11 ; 436.864,03 ; 401.424,08 ; 426.117,27 ; 426.117,27 ; 454.525,09 ; 486.808,72 ; 485.870,25 ; 485.870,25 ; 485.870,25 ; 897.594,03 ; 6.096.023,80 
AM;MANAUS;1302603; 18.369.391,80 ; 20.206.330,98 ; 22.043.270,17 ; 23.880.209,34 ; 21.945.145,82 ; 23.293.238,87 ; 23.293.238,87 ; 24.846.121,46 ; 26.428.644,49 ; 26.535.902,89 ; 26.535.902,89 ; 26.535.902,89 ; 49.022.280,90 ; 332.935.581,38 
AM;MANICORE;1302702; 900.397,52 ; 990.437,27 ; 1.080.477,02 ; 1.170.516,77 ; 1.108.728,02 ; 1.148.980,40 ; 1.148.980,40 ; 1.225.579,09 ; 1.301.737,44 ; 1.308.683,47 ; 1.308.683,47 ; 1.308.683,47 ; 2.417.654,63 ; 16.419.538,97 
AM;MARAA;1302801; 404.655,86 ; 445.121,45 ; 485.587,03 ; 526.052,62 ; 483.377,38 ; 513.111,83 ; 513.111,83 ; 547.319,29 ; 585.142,34 ; 584.927,20 ; 584.927,20 ; 584.927,20 ; 1.080.591,29 ; 7.338.852,52 
AM;MAUES;1302900; 978.614,50 ; 1.076.475,96 ; 1.174.337,41 ; 1.272.198,86 ; 1.168.993,61 ; 1.240.903,03 ; 1.240.903,03 ; 1.323.629,90 ; 1.410.699,11 ; 1.414.008,70 ; 1.414.008,70 ; 1.414.008,70 ; 2.612.231,89 ; 17.741.013,38 
AM;NHAMUNDA;1303007; 296.377,30 ; 326.015,02 ; 355.652,75 ; 385.290,48 ; 354.034,36 ; 375.812,42 ; 375.812,42 ; 400.866,58 ; 428.218,41 ; 428.365,78 ; 428.365,78 ; 428.365,78 ; 791.360,58 ; 5.374.537,63 
AM;NOVA OLINDA DO NORTE;1303106; 528.431,26 ; 581.274,39 ; 634.117,52 ; 686.960,64 ; 631.231,99 ; 670.061,55 ; 670.061,55 ; 714.732,32 ; 769.691,75 ; 764.566,76 ; 764.566,76 ; 764.566,76 ; 1.412.456,41 ; 9.592.719,66 
AM;NOVO AIRAO;1303205; 228.941,29 ; 251.835,42 ; 274.729,55 ; 297.623,68 ; 273.479,39 ; 290.302,20 ; 290.302,20 ; 309.655,68 ; 328.970,65 ; 330.662,34 ; 330.662,34 ; 330.662,34 ; 610.863,78 ; 4.148.690,83 
AM;NOVO ARIPUANA;1303304; 240.953,78 ; 265.049,15 ; 289.144,53 ; 313.239,91 ; 287.828,78 ; 305.534,27 ; 305.534,27 ; 325.903,22 ; 346.228,74 ; 348.011,72 ; 348.011,72 ; 348.011,72 ; 642.914,94 ; 4.366.366,76 
AM;PARINTINS;1303403; 1.383.817,00 ; 1.522.198,71 ; 1.660.580,41 ; 1.798.962,11 ; 1.653.023,97 ; 1.754.708,01 ; 1.754.708,01 ; 1.871.688,55 ; 2.039.941,52 ; 2.005.351,27 ; 2.005.351,27 ; 2.005.351,27 ; 3.704.674,89 ; 25.160.356,99 
AM;PAUINI;1303502; 301.033,35 ; 331.136,68 ; 361.240,02 ; 391.343,35 ; 359.596,20 ; 381.716,39 ; 381.716,39 ; 407.164,14 ; 432.465,61 ; 434.773,23 ; 434.773,23 ; 434.773,23 ; 803.197,68 ; 5.454.929,50 
AM;PRESIDENTE FIGUEIREDO;1303536; 622.518,93 ; 684.770,82 ; 747.022,71 ; 809.274,60 ; 743.623,40 ; 789.366,62 ; 789.366,62 ; 841.991,06 ; 905.740,71 ; 900.569,28 ; 900.569,28 ; 900.569,28 ; 1.663.706,72 ; 11.299.090,01 
AM;RIO PRETO DA EVA;1303569; 496.694,93 ; 546.364,43 ; 596.033,92 ; 645.703,41 ; 593.321,67 ; 629.819,24 ; 629.819,24 ; 671.807,19 ; 714.055,45 ; 717.426,42 ; 717.426,42 ; 717.426,42 ; 1.325.369,63 ; 9.001.268,38 
AM;SANTA ISABEL DO RIO NEGRO;1303601; 320.108,63 ; 352.119,49 ; 384.130,36 ; 416.141,22 ; 382.382,38 ; 405.904,23 ; 405.904,23 ; 432.964,51 ; 459.869,23 ; 462.323,08 ; 462.323,08 ; 462.323,08 ; 854.093,11 ; 5.800.586,64 
AM;SANTO ANTONIO DO ICA;1303700; 756.706,77 ; 832.377,45 ; 908.048,13 ; 983.718,80 ; 903.916,07 ; 959.519,52 ; 959.519,52 ; 1.023.487,49 ; 1.094.165,19 ; 1.093.807,64 ; 1.093.807,64 ; 1.093.807,64 ; 2.020.694,21 ; 13.723.576,07 
AM;SAO GABRIEL DA CACHOEIRA;1303809; 1.214.140,97 ; 1.335.555,08 ; 1.456.969,17 ; 1.578.383,27 ; 1.450.339,26 ; 1.539.555,37 ; 1.539.555,37 ; 1.642.192,39 ; 1.757.166,74 ; 1.755.225,64 ; 1.755.225,64 ; 1.755.225,64 ; 3.242.594,19 ; 22.022.128,75 
AM;SAO PAULO DE OLIVENCA;1303908; 883.148,03 ; 971.462,84 ; 1.059.777,64 ; 1.148.092,45 ; 1.054.955,15 ; 1.119.849,61 ; 1.119.849,61 ; 1.194.506,25 ; 1.268.882,93 ; 1.275.523,02 ; 1.275.523,02 ; 1.275.523,02 ; 2.356.394,20 ; 16.003.487,75 
AM;SAO SEBASTIAO DO UATUMA;1303957; 148.733,39 ; 163.606,72 ; 178.480,06 ; 193.353,40 ; 177.667,89 ; 188.596,94 ; 188.596,94 ; 201.170,07 ; 213.670,92 ; 214.811,06 ; 214.811,06 ; 214.811,06 ; 396.840,78 ; 2.695.150,29 
AM;SILVES;1304005; 244.128,26 ; 268.541,09 ; 292.953,92 ; 317.366,75 ; 291.620,84 ; 309.559,59 ; 309.559,59 ; 330.196,89 ; 352.957,31 ; 352.878,14 ; 352.878,14 ; 352.878,14 ; 651.905,13 ; 4.427.423,78 
AM;TABATINGA;1304062; 1.599.848,88 ; 1.759.833,77 ; 1.919.818,66 ; 2.079.803,55 ; 1.911.082,56 ; 2.028.640,81 ; 2.028.640,81 ; 2.163.883,53 ; 2.310.949,67 ; 2.312.249,34 ; 2.312.249,34 ; 2.312.249,34 ; 4.271.636,71 ; 29.010.886,96 
AM;TAPAUA;1304104; 449.369,76 ; 494.306,74 ; 539.243,71 ; 584.180,69 ; 536.789,89 ; 569.809,97 ; 569.809,97 ; 607.797,30 ; 649.385,79 ; 649.507,07 ; 649.507,07 ; 649.507,07 ; 1.199.895,78 ; 8.149.110,79 
AM;TEFE;1304203; 1.405.687,20 ; 1.546.255,92 ; 1.686.824,64 ; 1.827.393,36 ; 1.679.148,77 ; 1.782.439,86 ; 1.782.439,86 ; 1.901.269,18 ; 2.059.728,09 ; 2.035.426,88 ; 2.035.426,88 ; 2.035.426,88 ; 3.760.236,41 ; 25.537.703,90 
AM;TONANTINS;1304237; 426.902,87 ; 469.593,16 ; 512.283,45 ; 554.973,73 ; 509.952,31 ; 541.321,49 ; 541.321,49 ; 577.409,59 ; 613.290,23 ; 616.562,73 ; 616.562,73 ; 616.562,73 ; 1.139.034,59 ; 7.735.771,11 
AM;UARINI;1304260; 310.759,18 ; 341.835,09 ; 372.911,01 ; 403.986,93 ; 371.214,08 ; 394.048,93 ; 394.048,93 ; 420.318,86 ; 449.513,55 ; 449.219,45 ; 449.219,45 ; 449.219,45 ; 829.885,53 ; 5.636.180,45 
AM;URUCARA;1304302; 226.642,58 ; 249.306,84 ; 271.971,10 ; 294.635,36 ; 270.733,49 ; 287.387,39 ; 287.387,39 ; 306.546,55 ; 328.669,96 ; 327.732,24 ; 327.732,24 ; 327.732,24 ; 605.450,74 ; 4.111.928,13 
AM;URUCURITUBA;1304401; 293.743,27 ; 323.117,60 ; 352.491,93 ; 381.866,25 ; 350.887,92 ; 372.472,42 ; 372.472,42 ; 397.303,92 ; 421.992,66 ; 424.244,40 ; 424.244,40 ; 424.244,40 ; 783.746,77 ; 5.322.828,36 
AM;AMAZONAS;13; 32.084.328,25 ; 35.292.761,08 ; 38.501.193,90 ; 41.709.626,73 ; 38.274.019,16 ; 40.672.204,66 ; 40.672.204,66 ; 43.383.684,97 ; 46.469.018,94 ; 46.376.038,90 ; 46.376.038,90 ; 46.376.038,90 ; 85.674.838,94 ; 581.861.998,00 
BA;ABAIRA;2900108; 96.127,29 ; 105.740,02 ; 115.352,75 ; 124.965,48 ; 147.033,13 ; 155.667,22 ; 155.667,22 ; 166.045,04 ; 177.153,43 ; 178.134,72 ; 178.134,72 ; 178.134,72 ; 329.085,11 ; 2.107.240,87 
BA;ABARE;2900207; 426.325,11 ; 468.957,62 ; 511.590,13 ; 554.222,64 ; 652.092,78 ; 690.385,05 ; 690.385,05 ; 736.410,72 ; 785.676,55 ; 790.028,55 ; 790.028,55 ; 790.028,55 ; 1.459.494,39 ; 9.345.625,68 
BA;ACAJUTIBA;2900306; 519.351,24 ; 571.286,37 ; 623.221,49 ; 675.156,61 ; 794.382,46 ; 841.030,29 ; 841.030,29 ; 897.098,97 ; 957.114,84 ; 962.416,47 ; 962.416,47 ; 962.416,47 ; 1.777.962,88 ; 11.384.884,84 
BA;ADUSTINA;2900355; 295.880,08 ; 325.468,08 ; 355.056,09 ; 384.644,10 ; 452.568,36 ; 479.144,14 ; 479.144,14 ; 511.087,08 ; 551.290,45 ; 549.160,19 ; 549.160,19 ; 549.160,19 ; 1.014.515,51 ; 6.496.278,59 
BA;AGUA FRIA;2900405; 312.056,83 ; 343.262,51 ; 374.468,19 ; 405.673,87 ; 477.311,79 ; 505.340,55 ; 505.340,55 ; 539.029,92 ; 578.572,65 ; 578.775,17 ; 578.775,17 ; 578.775,17 ; 1.069.226,07 ; 6.846.608,44 
BA;AIQUARA;2900603; 98.333,13 ; 108.166,45 ; 117.999,76 ; 127.833,08 ; 150.407,11 ; 159.239,33 ; 159.239,33 ; 169.855,29 ; 186.289,98 ; 182.948,74 ; 182.948,74 ; 182.948,74 ; 337.978,50 ; 2.164.188,19 
BA;ALAGOINHAS;2900702; 1.208.102,59 ; 1.328.912,85 ; 1.449.723,11 ; 1.570.533,37 ; 1.847.873,72 ; 1.956.384,79 ; 1.956.384,79 ; 2.086.810,44 ; 2.253.486,64 ; 2.242.627,34 ; 2.242.627,34 ; 2.242.627,34 ; 4.143.017,39 ; 26.529.111,71 
BA;ALCOBACA;2900801; 528.199,19 ; 581.019,11 ; 633.839,03 ; 686.658,94 ; 807.915,98 ; 855.358,53 ; 855.358,53 ; 912.382,43 ; 985.070,49 ; 980.481,23 ; 980.481,23 ; 980.481,23 ; 1.811.335,63 ; 11.598.581,56 
BA;ALMADINA;2900900; 150.214,38 ; 165.235,83 ; 180.257,26 ; 195.278,70 ; 229.762,96 ; 243.255,12 ; 243.255,12 ; 259.472,13 ; 276.830,79 ; 278.364,21 ; 278.364,21 ; 278.364,21 ; 514.248,52 ; 3.292.903,46 
BA;AMARGOSA;2901007; 650.513,03 ; 715.564,34 ; 780.615,64 ; 845.666,94 ; 995.003,19 ; 1.053.431,90 ; 1.053.431,90 ; 1.123.660,69 ; 1.198.833,52 ; 1.205.474,07 ; 1.205.474,07 ; 1.205.474,07 ; 2.226.986,16 ; 14.260.129,51 
BA;AMELIA RODRIGUES;2901106; 421.559,22 ; 463.715,14 ; 505.871,07 ; 548.026,99 ; 644.803,03 ; 682.667,23 ; 682.667,23 ; 728.178,38 ; 776.893,46 ; 781.196,82 ; 781.196,82 ; 781.196,82 ; 1.443.178,70 ; 9.241.150,89 
BA;AMERICA DOURADA;2901155; 379.444,55 ; 417.389,01 ; 455.333,46 ; 493.277,92 ; 580.385,83 ; 614.467,31 ; 614.467,31 ; 655.431,80 ; 703.904,01 ; 703.815,83 ; 703.815,83 ; 703.815,83 ; 1.300.225,49 ; 8.325.774,17 
BA;ANAGE;2901205; 328.355,93 ; 361.191,53 ; 394.027,12 ; 426.862,72 ; 439.994,01 ; 515.289,55 ; 515.289,55 ; 549.642,18 ; 588.166,21 ; 589.912,53 ; 589.912,53 ; 589.912,53 ; 1.089.801,16 ; 6.978.357,56 
BA;ANDARAI;2901304; 270.620,15 ; 297.682,16 ; 324.744,17 ; 351.806,19 ; 413.931,61 ; 438.238,55 ; 438.238,55 ; 467.454,46 ; 503.901,23 ; 502.230,72 ; 502.230,72 ; 502.230,72 ; 927.818,27 ; 5.941.127,50 
BA;ANDORINHA;2901353; 452.059,40 ; 497.265,35 ; 542.471,29 ; 587.677,23 ; 691.455,10 ; 732.058,81 ; 732.058,81 ; 780.862,73 ; 838.173,05 ; 838.443,34 ; 838.443,34 ; 838.443,34 ; 1.548.935,60 ; 9.918.347,37 
