 ANEXO V ;;;;;;;;;;;;;;;;
Portaria Interministerial MEC/MF nº 11, de 28 de Agosto de 2026;;;;;;;;;;;;;;;;
 Cronograma de Desembolso da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, § 2º da Lei nº 14.113/2020) ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;"Janeiro do
Ano Seguinte";Total
PA;JURUTI;1503903; 542.599,47 ; 596.859,42 ; 651.119,37 ; 705.379,31 ; 760.837,13 ; 812.661,78 ; 812.661,78 ; 866.839,23 ; 909.515,57 ; 909.514,44 ; 909.514,44 ; 909.514,44 ; 1.680.231,94 ; 11.067.248,32 
PA;LIMOEIRO DO AJURU;1504000; 1.015.960,33 ; 1.117.556,37 ; 1.219.152,40 ; 1.320.748,43 ; 1.425.838,67 ; 1.522.960,09 ; 1.522.960,09 ; 1.624.490,76 ; 1.641.780,44 ; 1.641.778,41 ; 1.641.778,41 ; 1.641.778,41 ; 3.033.012,34 ; 20.369.795,15 
PA;MAE DO RIO;1504059; 1.245.273,33 ; 1.369.800,66 ; 1.494.327,99 ; 1.618.855,33 ; 1.747.709,07 ; 1.866.754,79 ; 1.866.754,79 ; 1.991.205,11 ; 2.111.581,21 ; 2.111.578,60 ; 2.111.578,60 ; 2.111.578,60 ; 3.900.918,66 ; 25.547.916,74 
PA;MAGALHAES BARATA;1504109; 228.113,78 ; 250.925,16 ; 273.736,54 ; 296.547,92 ; 320.124,11 ; 341.929,46 ; 341.929,46 ; 364.724,75 ; 379.167,18 ; 379.166,71 ; 379.166,71 ; 379.166,71 ; 700.470,55 ; 4.635.169,04 
PA;MARABA;1504208; 3.439.422,68 ; 3.783.364,94 ; 4.127.307,21 ; 4.471.249,48 ; 4.825.044,82 ; 5.153.704,17 ; 5.153.704,17 ; 5.497.284,45 ; 5.913.367,87 ; 5.913.360,55 ; 5.913.360,55 ; 5.913.360,55 ; 10.924.309,69 ; 71.028.841,13 
PA;MARACANA;1504307; 1.252.061,36 ; 1.377.267,50 ; 1.502.473,63 ; 1.627.679,77 ; 1.757.283,68 ; 1.876.981,57 ; 1.876.981,57 ; 2.002.113,68 ; 2.052.772,41 ; 2.052.769,87 ; 2.052.769,87 ; 2.052.769,87 ; 3.792.275,73 ; 25.276.200,51 
PA;MARAPANIM;1504406; 745.894,21 ; 820.483,63 ; 895.073,05 ; 969.662,47 ; 1.046.806,10 ; 1.118.109,60 ; 1.118.109,60 ; 1.192.650,24 ; 1.219.612,66 ; 1.219.611,15 ; 1.219.611,15 ; 1.219.611,15 ; 2.253.102,92 ; 15.038.337,93 
PA;MARITUBA;1504422; 2.113.434,16 ; 2.324.777,58 ; 2.536.120,99 ; 2.747.464,41 ; 2.965.491,23 ; 3.167.486,54 ; 3.167.486,54 ; 3.378.652,31 ; 3.735.093,23 ; 3.735.088,61 ; 3.735.088,61 ; 3.735.088,61 ; 6.900.182,10 ; 44.241.454,92 
PA;MEDICILANDIA;1504455; 905.212,34 ; 995.733,58 ; 1.086.254,81 ; 1.176.776,04 ; 1.270.415,01 ; 1.356.949,70 ; 1.356.949,70 ; 1.447.413,01 ; 1.503.337,89 ; 1.503.336,03 ; 1.503.336,03 ; 1.503.336,03 ; 2.777.254,69 ; 18.386.304,86 
PA;MELGACO;1504505; 2.357.878,78 ; 2.593.666,66 ; 2.829.454,54 ; 3.065.242,42 ; 3.309.500,85 ; 3.534.928,47 ; 3.534.928,47 ; 3.770.590,37 ; 3.819.921,57 ; 3.819.916,84 ; 3.819.916,84 ; 3.819.916,84 ; 7.056.893,29 ; 47.332.755,94 
PA;MOCAJUBA;1504604; 1.477.931,64 ; 1.625.724,81 ; 1.773.517,97 ; 1.921.311,13 ; 2.074.307,89 ; 2.215.599,98 ; 2.215.599,98 ; 2.363.306,65 ; 2.457.643,32 ; 2.457.640,28 ; 2.457.640,28 ; 2.457.640,28 ; 4.540.231,10 ; 30.038.095,31 
PA;MOJU;1504703; 3.791.696,88 ; 4.170.866,57 ; 4.550.036,25 ; 4.929.205,94 ; 5.278.554,88 ; 5.638.105,20 ; 5.638.105,20 ; 6.013.978,88 ; 6.325.509,02 ; 6.325.501,19 ; 6.325.501,19 ; 6.325.501,19 ; 11.685.696,04 ; 76.998.258,43 
PA;MOJUI DOS CAMPOS;1504752; 885.518,52 ; 974.070,38 ; 1.062.622,23 ; 1.151.174,08 ; 1.242.845,06 ; 1.327.501,81 ; 1.327.501,81 ; 1.416.001,93 ; 1.475.117,11 ; 1.475.115,28 ; 1.475.115,28 ; 1.475.115,28 ; 2.725.119,84 ; 18.012.818,61 
PA;MONTE ALEGRE;1504802; 2.441.771,47 ; 2.685.948,62 ; 2.930.125,77 ; 3.174.302,91 ; 3.426.995,81 ; 3.660.426,64 ; 3.660.426,64 ; 3.904.455,08 ; 3.964.006,33 ; 3.964.001,42 ; 3.964.001,42 ; 3.964.001,42 ; 7.323.074,38 ; 49.063.537,91 
PA;MUANA;1504901; 1.969.497,11 ; 2.166.446,82 ; 2.363.396,53 ; 2.560.346,24 ; 2.764.239,83 ; 2.952.526,84 ; 2.952.526,84 ; 3.149.361,97 ; 3.165.114,59 ; 3.165.110,67 ; 3.165.110,67 ; 3.165.110,67 ; 5.847.208,02 ; 39.385.996,80 
PA;NOVA ESPERANCA DO PIRIA;1504950; 757.804,09 ; 833.584,49 ; 909.364,90 ; 985.145,31 ; 1.063.529,43 ; 1.135.972,05 ; 1.135.972,05 ; 1.211.703,52 ; 1.229.998,78 ; 1.229.997,25 ; 1.229.997,25 ; 1.229.997,25 ; 2.272.290,13 ; 15.225.356,50 
PA;NOVA IPIXUNA;1504976; 285.995,46 ; 314.595,00 ; 343.194,55 ; 371.794,09 ; 401.315,90 ; 428.651,66 ; 428.651,66 ; 457.228,43 ; 458.568,98 ; 458.568,41 ; 458.568,41 ; 458.568,41 ; 847.156,79 ; 5.712.857,75 
PA;NOVA TIMBOTEUA;1505007; 455.514,58 ; 501.066,03 ; 546.617,49 ; 592.168,95 ; 639.318,04 ; 682.865,38 ; 682.865,38 ; 728.389,73 ; 769.435,75 ; 769.434,80 ; 769.434,80 ; 769.434,80 ; 1.421.449,60 ; 9.327.995,33 
PA;NOVO PROGRESSO;1505031; 1.400.132,86 ; 1.540.146,15 ; 1.680.159,43 ; 1.820.172,72 ; 1.965.053,02 ; 2.098.903,18 ; 2.098.903,18 ; 2.238.830,06 ; 2.298.597,08 ; 2.298.594,24 ; 2.298.594,24 ; 2.298.594,24 ; 4.246.410,30 ; 28.283.090,70 
PA;NOVO REPARTIMENTO;1505064; 2.592.531,88 ; 2.851.785,07 ; 3.111.038,25 ; 3.370.291,44 ; 3.638.616,30 ; 3.886.461,73 ; 3.886.461,73 ; 4.145.559,17 ; 4.251.725,96 ; 4.251.720,69 ; 4.251.720,69 ; 4.251.720,69 ; 7.854.605,37 ; 52.344.238,97 
PA;OBIDOS;1505106; 1.865.985,79 ; 2.052.584,37 ; 2.239.182,95 ; 2.425.781,53 ; 2.616.409,21 ; 2.794.626,70 ; 2.794.626,70 ; 2.980.935,14 ; 3.052.605,89 ; 3.052.602,11 ; 3.052.602,11 ; 3.052.602,11 ; 5.639.360,33 ; 37.619.904,94 
PA;OEIRAS DO PARA;1505205; 1.776.802,32 ; 1.954.482,55 ; 2.132.162,78 ; 2.309.843,02 ; 2.493.737,65 ; 2.663.599,32 ; 2.663.599,32 ; 2.841.172,61 ; 2.854.341,29 ; 2.854.337,76 ; 2.854.337,76 ; 2.854.337,76 ; 5.273.087,82 ; 35.525.841,96 
PA;ORIXIMINA;1505304; 2.816.543,09 ; 3.098.197,40 ; 3.379.851,70 ; 3.661.506,01 ; 3.952.889,46 ; 4.222.141,69 ; 4.222.141,69 ; 4.503.617,80 ; 4.706.976,14 ; 4.706.970,31 ; 4.706.970,31 ; 4.706.970,31 ; 8.695.631,00 ; 57.380.406,91 
PA;OUREM;1505403; 370.186,74 ; 407.205,41 ; 444.224,08 ; 481.242,75 ; 519.506,61 ; 554.892,95 ; 554.892,95 ; 591.885,82 ; 599.903,86 ; 599.903,12 ; 599.903,12 ; 599.903,12 ; 1.108.257,68 ; 7.431.908,21 
PA;OURILANDIA DO NORTE;1505437; 486.044,76 ; 534.649,23 ; 583.253,71 ; 631.858,18 ; 681.804,29 ; 728.245,59 ; 728.245,59 ; 776.795,29 ; 856.882,18 ; 856.881,12 ; 856.881,12 ; 856.881,12 ; 1.582.997,43 ; 10.161.419,61 
PA;PACAJA;1505486; 2.587.327,40 ; 2.846.060,14 ; 3.104.792,88 ; 3.363.525,62 ; 3.685.558,22 ; 3.936.601,10 ; 3.936.601,10 ; 4.199.041,18 ; 4.283.162,96 ; 4.283.157,65 ; 4.283.157,65 ; 4.283.157,65 ; 7.912.681,85 ; 52.704.825,40 
PA;PALESTINA DO PARA;1505494; 161.876,00 ; 178.063,59 ; 194.251,19 ; 210.438,79 ; 227.153,65 ; 242.626,29 ; 242.626,29 ; 258.801,37 ; 273.250,11 ; 273.249,77 ; 273.249,77 ; 273.249,77 ; 504.800,15 ; 3.313.636,74 
PA;PARAGOMINAS;1505502; 2.888.031,21 ; 3.176.834,33 ; 3.465.637,45 ; 3.754.440,57 ; 4.052.944,33 ; 4.329.011,83 ; 4.329.011,83 ; 4.617.612,62 ; 4.943.875,06 ; 4.943.868,94 ; 4.943.868,94 ; 4.943.868,94 ; 9.133.276,24 ; 59.522.282,29 
PA;PAU DARCO;1505551; 262.584,57 ; 288.843,03 ; 315.101,49 ; 341.359,94 ; 368.505,65 ; 393.606,52 ; 393.606,52 ; 419.846,95 ; 421.238,40 ; 421.237,88 ; 421.237,88 ; 421.237,88 ; 778.192,57 ; 5.246.599,28 
PA;PEIXE-BOI;1505601; 185.608,24 ; 204.169,07 ; 222.729,89 ; 241.290,72 ; 260.404,66 ; 278.142,20 ; 278.142,20 ; 296.685,02 ; 332.255,10 ; 332.254,69 ; 332.254,69 ; 332.254,69 ; 613.805,51 ; 3.909.996,68 
PA;PICARRA;1505635; 1.185.427,78 ; 1.303.970,56 ; 1.422.513,34 ; 1.541.056,11 ; 1.663.916,32 ; 1.777.254,47 ; 1.777.254,47 ; 1.895.738,10 ; 1.927.501,66 ; 1.927.499,27 ; 1.927.499,27 ; 1.927.499,27 ; 3.560.851,51 ; 23.837.982,13 
PA;PLACAS;1505650; 1.836.056,12 ; 2.019.661,73 ; 2.203.267,34 ; 2.386.872,96 ; 2.577.091,97 ; 2.752.631,35 ; 2.752.631,35 ; 2.936.140,11 ; 2.978.237,33 ; 2.978.233,64 ; 2.978.233,64 ; 2.978.233,64 ; 5.501.972,42 ; 36.879.263,60 
PA;PONTA DE PEDRAS;1505700; 701.884,49 ; 772.072,94 ; 842.261,39 ; 912.449,83 ; 984.993,41 ; 1.052.086,53 ; 1.052.086,53 ; 1.122.225,63 ; 1.168.692,62 ; 1.168.691,17 ; 1.168.691,17 ; 1.168.691,17 ; 2.159.033,62 ; 14.273.860,50 
PA;PORTEL;1505809; 4.249.728,46 ; 4.674.701,30 ; 5.099.674,15 ; 5.524.647,00 ; 5.964.716,76 ; 6.371.005,20 ; 6.371.005,20 ; 6.795.738,87 ; 6.870.729,14 ; 6.870.720,63 ; 6.870.720,63 ; 6.870.720,63 ; 12.692.931,43 ; 85.227.039,40 
PA;PORTO DE MOZ;1505908; 2.913.053,79 ; 3.204.359,17 ; 3.495.664,55 ; 3.786.969,92 ; 4.088.509,34 ; 4.366.999,36 ; 4.366.999,36 ; 4.658.132,65 ; 4.749.129,70 ; 4.749.123,82 ; 4.749.123,82 ; 4.749.123,82 ; 8.773.505,17 ; 58.650.694,47 
PA;PRAINHA;1506005; 1.704.995,17 ; 1.875.494,69 ; 2.045.994,20 ; 2.216.493,72 ; 2.392.908,65 ; 2.555.902,33 ; 2.555.902,33 ; 2.726.295,82 ; 2.795.892,96 ; 2.795.889,49 ; 2.795.889,49 ; 2.795.889,49 ; 5.165.110,84 ; 34.422.659,18 
PA;PRIMAVERA;1506104; 150.864,79 ; 165.951,27 ; 181.037,75 ; 196.124,23 ; 211.669,75 ; 226.087,70 ; 226.087,70 ; 241.160,21 ; 271.231,89 ; 271.231,56 ; 271.231,56 ; 271.231,56 ; 501.071,71 ; 3.184.981,68 
PA;QUATIPURU;1506112; 181.120,02 ; 199.232,03 ; 217.344,03 ; 235.456,03 ; 254.163,87 ; 271.476,32 ; 271.476,32 ; 289.574,74 ; 318.071,25 ; 318.070,86 ; 318.070,86 ; 318.070,86 ; 587.602,38 ; 3.779.729,57 
PA;REDENCAO;1506138; 2.295.183,04 ; 2.524.701,34 ; 2.754.219,64 ; 2.983.737,94 ; 3.221.100,84 ; 3.440.507,07 ; 3.440.507,07 ; 3.669.874,21 ; 3.806.617,38 ; 3.806.612,67 ; 3.806.612,67 ; 3.806.612,67 ; 7.032.315,26 ; 46.588.601,80 
PA;RIO MARIA;1506161; 301.921,62 ; 332.113,79 ; 362.305,95 ; 392.498,11 ; 423.653,30 ; 452.510,57 ; 452.510,57 ; 482.677,95 ; 484.051,12 ; 484.050,52 ; 484.050,52 ; 484.050,52 ; 894.232,29 ; 6.030.626,83 
PA;RONDON DO PARA;1506187; 750.843,73 ; 825.928,11 ; 901.012,48 ; 976.096,85 ; 1.053.605,93 ; 1.125.372,61 ; 1.125.372,61 ; 1.200.397,45 ; 1.238.952,10 ; 1.238.950,57 ; 1.238.950,57 ; 1.238.950,57 ; 2.288.830,43 ; 15.203.264,01 
PA;RUROPOLIS;1506195; 2.443.434,04 ; 2.687.777,45 ; 2.932.120,85 ; 3.176.464,26 ; 3.429.798,07 ; 3.663.419,77 ; 3.663.419,77 ; 3.907.647,76 ; 3.931.116,22 ; 3.931.111,35 ; 3.931.111,35 ; 3.931.111,35 ; 7.262.313,45 ; 48.890.845,69 
PA;SALINOPOLIS;1506203; 981.506,95 ; 1.079.657,65 ; 1.177.808,34 ; 1.275.959,03 ; 1.377.466,22 ; 1.471.292,74 ; 1.471.292,74 ; 1.569.378,92 ; 1.598.535,74 ; 1.598.533,76 ; 1.598.533,76 ; 1.598.533,76 ; 2.953.122,43 ; 19.751.622,04 
PA;SALVATERRA;1506302; 970.149,41 ; 1.067.164,35 ; 1.164.179,29 ; 1.261.194,23 ; 1.361.612,55 ; 1.454.359,19 ; 1.454.359,19 ; 1.551.316,46 ; 1.651.850,93 ; 1.651.848,89 ; 1.651.848,89 ; 1.651.848,89 ; 3.051.616,51 ; 19.943.348,78 
PA;SANTA BARBARA DO PARA;1506351; 455.496,81 ; 501.046,49 ; 546.596,17 ; 592.145,85 ; 639.268,07 ; 682.812,00 ; 682.812,00 ; 728.332,80 ; 753.918,33 ; 753.917,40 ; 753.917,40 ; 753.917,40 ; 1.392.782,81 ; 9.236.963,53 
PA;SANTA CRUZ DO ARARI;1506401; 335.740,69 ; 369.314,75 ; 402.888,83 ; 436.462,90 ; 471.214,96 ; 503.311,91 ; 503.311,91 ; 536.866,03 ; 538.817,99 ; 538.817,33 ; 538.817,33 ; 538.817,33 ; 995.408,13 ; 6.709.790,09 
PA;SANTA IZABEL DO PARA;1506500; 1.660.674,15 ; 1.826.741,57 ; 1.992.808,98 ; 2.158.876,40 ; 2.330.609,68 ; 2.489.359,84 ; 2.489.359,84 ; 2.655.317,16 ; 2.840.045,00 ; 2.840.041,48 ; 2.840.041,48 ; 2.840.041,48 ; 5.246.676,97 ; 34.210.594,03 
PA;SANTA LUZIA DO PARA;1506559; 704.058,88 ; 774.464,77 ; 844.870,66 ; 915.276,55 ; 988.114,37 ; 1.055.420,07 ; 1.055.420,07 ; 1.125.781,41 ; 1.129.722,58 ; 1.129.721,19 ; 1.129.721,19 ; 1.129.721,19 ; 2.087.040,66 ; 14.069.333,59 
PA;SANTA MARIA DAS BARREIRAS;1506583; 747.611,78 ; 822.372,95 ; 897.134,13 ; 971.895,31 ; 1.049.263,81 ; 1.120.734,72 ; 1.120.734,72 ; 1.195.450,37 ; 1.199.734,35 ; 1.199.732,86 ; 1.199.732,86 ; 1.199.732,86 ; 2.216.379,87 ; 14.940.510,59 
PA;SANTA MARIA DO PARA;1506609; 486.820,23 ; 535.502,25 ; 584.184,27 ; 632.866,29 ; 683.202,77 ; 729.739,33 ; 729.739,33 ; 778.388,62 ; 833.224,82 ; 833.223,78 ; 833.223,78 ; 833.223,78 ; 1.539.293,01 ; 10.032.632,26 
PA;SANTANA DO ARAGUAIA;1506708; 2.300.425,52 ; 2.530.468,07 ; 2.760.510,62 ; 2.990.553,17 ; 3.228.556,62 ; 3.448.470,70 ; 3.448.470,70 ; 3.678.368,75 ; 3.691.304,94 ; 3.691.300,37 ; 3.691.300,37 ; 3.691.300,37 ; 6.819.287,97 ; 45.970.318,17 
PA;SANTAREM;1506807; 10.207.422,75 ; 11.228.165,03 ; 12.248.907,30 ; 13.269.649,58 ; 14.325.794,67 ; 15.301.600,40 ; 15.301.600,40 ; 16.321.707,09 ; 16.573.972,44 ; 16.573.951,93 ; 16.573.951,93 ; 16.573.951,93 ; 30.618.627,51 ; 205.119.302,96 
PA;SANTAREM NOVO;1506906; 279.427,07 ; 307.369,78 ; 335.312,49 ; 363.255,20 ; 392.173,21 ; 418.886,21 ; 418.886,21 ; 446.811,95 ; 490.033,21 ; 490.032,60 ; 490.032,60 ; 490.032,60 ; 905.283,55 ; 5.827.536,68 
PA;SANTO ANTONIO DO TAUA;1507003; 1.391.197,17 ; 1.530.316,89 ; 1.669.436,60 ; 1.808.556,32 ; 1.952.668,30 ; 2.085.674,87 ; 2.085.674,87 ; 2.224.719,87 ; 2.272.043,41 ; 2.272.040,60 ; 2.272.040,60 ; 2.272.040,60 ; 4.197.355,26 ; 28.033.765,36 
PA;SAO CAETANO DE ODIVELAS;1507102; 666.386,68 ; 733.025,34 ; 799.664,01 ; 866.302,68 ; 935.286,70 ; 998.994,03 ; 998.994,03 ; 1.065.593,63 ; 1.108.126,66 ; 1.108.125,29 ; 1.108.125,29 ; 1.108.125,29 ; 2.047.144,55 ; 13.543.894,18 
PA;SAO DOMINGOS DO ARAGUAIA;1507151; 458.164,32 ; 503.980,75 ; 549.797,18 ; 595.613,61 ; 642.910,28 ; 686.702,30 ; 686.702,30 ; 732.482,45 ; 759.701,95 ; 759.701,01 ; 759.701,01 ; 759.701,01 ; 1.403.467,46 ; 9.298.625,63 
PA;SAO DOMINGOS DO CAPIM;1507201; 1.325.042,97 ; 1.457.547,27 ; 1.590.051,56 ; 1.722.555,86 ; 1.859.661,24 ; 1.986.332,61 ; 1.986.332,61 ; 2.118.754,78 ; 2.132.739,51 ; 2.132.736,87 ; 2.132.736,87 ; 2.132.736,87 ; 3.940.006,34 ; 26.517.235,36 
PA;SAO FELIX DO XINGU;1507300; 2.012.065,14 ; 2.213.271,66 ; 2.414.478,17 ; 2.615.684,68 ; 2.745.303,89 ; 2.932.301,07 ; 2.932.301,07 ; 3.127.787,81 ; 3.177.114,06 ; 3.177.110,13 ; 3.177.110,13 ; 3.177.110,13 ; 5.869.375,71 ; 39.571.013,65 
PA;SAO FRANCISCO DO PARA;1507409; 553.382,86 ; 608.721,15 ; 664.059,43 ; 719.397,72 ; 776.687,88 ; 829.592,21 ; 829.592,21 ; 884.898,35 ; 938.956,33 ; 938.955,17 ; 938.955,17 ; 938.955,17 ; 1.734.620,58 ; 11.356.774,23 
PA;SAO GERALDO DO ARAGUAIA;1507458; 1.105.999,03 ; 1.216.598,94 ; 1.327.198,84 ; 1.437.798,74 ; 1.552.300,75 ; 1.658.036,17 ; 1.658.036,17 ; 1.768.571,91 ; 1.824.894,02 ; 1.824.891,76 ; 1.824.891,76 ; 1.824.891,76 ; 3.371.294,97 ; 22.395.404,82 
PA;SAO JOAO DE PIRABAS;1507474; 744.775,24 ; 819.252,76 ; 893.730,29 ; 968.207,81 ; 1.045.285,48 ; 1.116.485,41 ; 1.116.485,41 ; 1.190.917,77 ; 1.284.745,17 ; 1.284.743,58 ; 1.284.743,58 ; 1.284.743,58 ; 2.373.428,20 ; 15.407.544,28 
PA;SAO JOAO DO ARAGUAIA;1507508; 391.380,26 ; 430.518,29 ; 469.656,32 ; 508.794,34 ; 549.236,77 ; 586.648,20 ; 586.648,20 ; 625.758,08 ; 634.712,91 ; 634.712,12 ; 634.712,12 ; 634.712,12 ; 1.172.563,64 ; 7.860.053,37 
PA;SAO MIGUEL DO GUAMA;1507607; 2.462.965,23 ; 2.709.261,75 ; 2.955.558,27 ; 3.201.854,80 ; 3.456.795,73 ; 3.692.256,39 ; 3.692.256,39 ; 3.938.406,81 ; 4.216.355,70 ; 4.216.350,48 ; 4.216.350,48 ; 4.216.350,48 ; 7.789.262,66 ; 50.764.025,17 
PA;SAO SEBASTIAO DA BOA VISTA;1507706; 1.215.738,91 ; 1.337.312,80 ; 1.458.886,69 ; 1.580.460,58 ; 1.706.291,62 ; 1.822.516,17 ; 1.822.516,17 ; 1.944.017,25 ; 1.996.049,99 ; 1.996.047,52 ; 1.996.047,52 ; 1.996.047,52 ; 3.687.487,16 ; 24.559.419,90 
PA;SAPUCAIA;1507755; 351.471,58 ; 386.618,74 ; 421.765,90 ; 456.913,06 ; 493.298,10 ; 526.899,25 ; 526.899,25 ; 562.025,86 ; 572.093,41 ; 572.092,70 ; 572.092,70 ; 572.092,70 ; 1.056.880,89 ; 7.071.144,14 
PA;SENADOR JOSE PORFIRIO;1507805; 1.663.663,93 ; 1.830.030,33 ; 1.996.396,72 ; 2.162.763,11 ; 2.335.106,13 ; 2.494.162,58 ; 2.494.162,58 ; 2.660.440,08 ; 2.691.207,52 ; 2.691.204,19 ; 2.691.204,19 ; 2.691.204,19 ; 4.971.715,76 ; 33.373.261,31 
PA;SOURE;1507904; 672.682,87 ; 739.951,16 ; 807.219,45 ; 874.487,73 ; 944.062,20 ; 1.008.367,27 ; 1.008.367,27 ; 1.075.591,76 ; 1.088.420,66 ; 1.088.419,31 ; 1.088.419,31 ; 1.088.419,31 ; 2.010.739,83 ; 13.495.148,13 
PA;TAILANDIA;1507953; 3.016.441,88 ; 3.318.086,07 ; 3.619.730,26 ; 3.921.374,44 ; 4.233.594,91 ; 4.521.967,48 ; 4.521.967,48 ; 4.823.431,97 ; 4.853.198,68 ; 4.853.192,67 ; 4.853.192,67 ; 4.853.192,67 ; 8.965.761,39 ; 60.355.132,57 
PA;TERRA ALTA;1507961; 424.560,77 ; 467.016,85 ; 509.472,92 ; 551.929,00 ; 595.903,62 ; 636.493,77 ; 636.493,77 ; 678.926,69 ; 684.937,54 ; 684.936,70 ; 684.936,70 ; 684.936,70 ; 1.265.348,25 ; 8.505.893,28 
PA;TERRA SANTA;1507979; 696.644,32 ; 766.308,75 ; 835.973,18 ; 905.637,62 ; 977.682,72 ; 1.044.277,87 ; 1.044.277,87 ; 1.113.896,39 ; 1.120.008,10 ; 1.120.006,72 ; 1.120.006,72 ; 1.120.006,72 ; 2.069.094,20 ; 13.933.821,18 
PA;TOME-ACU;1508001; 2.909.830,43 ; 3.200.813,48 ; 3.491.796,52 ; 3.782.779,56 ; 4.083.788,34 ; 4.361.956,79 ; 4.361.956,79 ; 4.652.753,91 ; 4.853.955,21 ; 4.853.949,20 ; 4.853.949,20 ; 4.853.949,20 ; 8.967.158,98 ; 59.228.637,61 
PA;TRACUATEUA;1508035; 799.518,90 ; 879.470,79 ; 959.422,68 ; 1.039.374,57 ; 1.122.020,13 ; 1.198.446,86 ; 1.198.446,86 ; 1.278.343,32 ; 1.348.678,00 ; 1.348.676,33 ; 1.348.676,33 ; 1.348.676,33 ; 2.491.537,19 ; 16.361.288,29 
PA;TRAIRAO;1508050; 499.610,80 ; 549.571,88 ; 599.532,96 ; 649.494,04 ; 701.133,97 ; 748.891,92 ; 748.891,92 ; 798.818,05 ; 801.428,70 ; 801.427,71 ; 801.427,71 ; 801.427,71 ; 1.480.553,10 ; 9.982.210,47 
PA;TUCUMA;1508084; 660.014,63 ; 726.016,09 ; 792.017,55 ; 858.019,01 ; 926.022,14 ; 989.098,41 ; 989.098,41 ; 1.055.038,31 ; 1.088.112,67 ; 1.088.111,33 ; 1.088.111,33 ; 1.088.111,33 ; 2.010.170,83 ; 13.357.942,04 
PA;TUCURUI;1508100; 5.453.274,43 ; 5.998.601,87 ; 6.543.929,32 ; 7.089.256,76 ; 7.654.337,47 ; 8.175.714,92 ; 8.175.714,92 ; 8.720.762,58 ; 8.806.502,71 ; 8.806.491,81 ; 8.806.491,81 ; 8.806.491,81 ; 16.269.064,47 ; 109.306.634,88 
PA;ULIANOPOLIS;1508126; 910.752,78 ; 1.001.828,06 ; 1.092.903,33 ; 1.183.978,61 ; 1.278.137,31 ; 1.365.198,00 ; 1.365.198,00 ; 1.456.211,20 ; 1.485.133,47 ; 1.485.131,63 ; 1.485.131,63 ; 1.485.131,63 ; 2.743.623,99 ; 18.338.359,64 
PA;URUARA;1508159; 2.310.183,47 ; 2.541.201,82 ; 2.772.220,17 ; 3.003.238,51 ; 3.242.383,36 ; 3.463.239,26 ; 3.463.239,26 ; 3.694.121,87 ; 3.769.240,13 ; 3.769.235,46 ; 3.769.235,46 ; 3.769.235,46 ; 6.963.264,82 ; 46.530.039,05 
PA;VIGIA;1508209; 1.432.002,68 ; 1.575.202,95 ; 1.718.403,22 ; 1.861.603,49 ; 2.009.878,63 ; 2.146.782,10 ; 2.146.782,10 ; 2.289.900,91 ; 2.395.884,70 ; 2.395.881,73 ; 2.395.881,73 ; 2.395.881,73 ; 4.426.138,70 ; 29.190.224,67 
PA;VISEU;1508308; 2.386.332,13 ; 2.624.965,34 ; 2.863.598,55 ; 3.102.231,77 ; 3.349.056,89 ; 3.577.178,89 ; 3.577.178,89 ; 3.815.657,48 ; 3.857.548,10 ; 3.857.543,33 ; 3.857.543,33 ; 3.857.543,33 ; 7.126.404,26 ; 47.852.782,29 
PA;VITORIA DO XINGU;1508357; 289.975,80 ; 318.973,37 ; 347.970,95 ; 376.968,53 ; 406.718,87 ; 434.422,64 ; 434.422,64 ; 463.384,15 ; 518.173,89 ; 518.173,25 ; 518.173,25 ; 518.173,25 ; 957.270,36 ; 6.102.800,95 
PA;XINGUARA;1508407; 1.214.491,04 ; 1.335.940,14 ; 1.457.389,25 ; 1.578.838,35 ; 1.704.355,28 ; 1.820.447,95 ; 1.820.447,95 ; 1.941.811,14 ; 1.998.375,24 ; 1.998.372,76 ; 1.998.372,76 ; 1.998.372,76 ; 3.691.782,82 ; 24.558.997,44 
PB;AGUA BRANCA;2500106; 289.645,98 ; 318.610,58 ; 347.575,18 ; 376.539,78 ; 406.483,47 ; 434.171,21 ; 434.171,21 ; 463.115,96 ; 484.805,59 ; 484.804,99 ; 484.804,99 ; 484.804,99 ; 895.626,09 ; 5.905.160,02 
PB;AGUIAR;2500205; 210.553,68 ; 231.609,05 ; 252.664,41 ; 273.719,78 ; 295.501,39 ; 315.629,55 ; 315.629,55 ; 336.671,52 ; 337.845,98 ; 337.845,56 ; 337.845,56 ; 337.845,56 ; 624.134,05 ; 4.207.495,64 
PB;ALAGOA GRANDE;2500304; 674.659,17 ; 742.125,09 ; 809.591,00 ; 877.056,92 ; 946.855,37 ; 1.011.350,70 ; 1.011.350,70 ; 1.078.774,08 ; 1.124.259,01 ; 1.124.257,62 ; 1.124.257,62 ; 1.124.257,62 ; 2.076.947,31 ; 13.725.742,21 
