 ANEXO V ;;;;;;;;;;;;;;;;
Portaria Interministerial MEC/MF nº 11, de 28 de Agosto de 2026;;;;;;;;;;;;;;;;
 Cronograma de Desembolso da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, § 2º da Lei nº 14.113/2020) ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;"Janeiro do
Ano Seguinte";Total
BA;JACARACI;2917409; 760.547,57 ; 836.602,33 ; 912.657,08 ; 988.711,84 ; 1.067.495,99 ; 1.140.208,79 ; 1.140.208,79 ; 1.216.222,71 ; 1.220.886,21 ; 1.220.884,70 ; 1.220.884,70 ; 1.220.884,70 ; 2.255.455,65 ; 15.201.651,06 
BA;JACOBINA;2917508; 909.734,89 ; 1.000.708,38 ; 1.091.681,87 ; 1.182.655,36 ; 1.276.335,68 ; 1.363.273,66 ; 1.363.273,66 ; 1.454.158,57 ; 1.521.992,47 ; 1.521.990,58 ; 1.521.990,58 ; 1.521.990,58 ; 2.811.717,01 ; 18.541.503,29 
BA;JAGUAQUARA;2917607; 1.258.905,76 ; 1.384.796,34 ; 1.510.686,91 ; 1.636.577,49 ; 1.766.779,83 ; 1.887.124,56 ; 1.887.124,56 ; 2.012.932,86 ; 2.026.355,53 ; 2.026.353,02 ; 2.026.353,02 ; 2.026.353,02 ; 3.743.473,37 ; 25.193.816,27 
BA;JAGUARARI;2917706; 702.877,71 ; 773.165,49 ; 843.453,26 ; 913.741,03 ; 986.347,34 ; 1.053.532,68 ; 1.053.532,68 ; 1.123.768,19 ; 1.197.617,14 ; 1.197.615,65 ; 1.197.615,65 ; 1.197.615,65 ; 2.212.468,54 ; 14.453.351,01 
BA;JAGUARIPE;2917805; 517.770,94 ; 569.548,03 ; 621.325,12 ; 673.102,21 ; 726.591,14 ; 776.083,11 ; 776.083,11 ; 827.821,98 ; 832.972,10 ; 832.971,07 ; 832.971,07 ; 832.971,07 ; 1.538.826,15 ; 10.359.037,10 
BA;JANDAIRA;2917904; 914.557,94 ; 1.006.013,73 ; 1.097.469,52 ; 1.188.925,31 ; 1.283.701,65 ; 1.371.141,37 ; 1.371.141,37 ; 1.462.550,79 ; 1.468.311,26 ; 1.468.309,44 ; 1.468.309,44 ; 1.468.309,44 ; 2.712.546,74 ; 18.281.288,00 
BA;JEQUIE;2918001; 2.037.207,59 ; 2.240.928,34 ; 2.444.649,10 ; 2.648.369,86 ; 2.858.520,29 ; 3.053.229,24 ; 3.053.229,24 ; 3.256.777,86 ; 3.358.424,67 ; 3.358.420,52 ; 3.358.420,52 ; 3.358.420,52 ; 6.204.327,54 ; 41.230.925,29 
BA;JEREMOABO;2918100; 1.291.731,76 ; 1.420.904,93 ; 1.550.078,11 ; 1.679.251,28 ; 1.812.888,82 ; 1.936.374,27 ; 1.936.374,27 ; 2.065.465,89 ; 2.158.776,51 ; 2.158.773,83 ; 2.158.773,83 ; 2.158.773,83 ; 3.988.106,87 ; 26.316.274,20 
BA;JIQUIRICA;2918209; 415.294,02 ; 456.823,42 ; 498.352,82 ; 539.882,23 ; 582.766,31 ; 622.461,61 ; 622.461,61 ; 663.959,05 ; 674.752,80 ; 674.751,97 ; 674.751,97 ; 674.751,97 ; 1.246.533,03 ; 8.347.542,81 
BA;JITAUNA;2918308; 1.020.860,18 ; 1.122.946,20 ; 1.225.032,22 ; 1.327.118,24 ; 1.432.827,49 ; 1.530.424,95 ; 1.530.424,95 ; 1.632.453,28 ; 1.656.932,10 ; 1.656.930,05 ; 1.656.930,05 ; 1.656.930,05 ; 3.061.003,40 ; 20.510.813,16 
BA;JOAO DOURADO;2918357; 1.006.514,52 ; 1.107.165,97 ; 1.207.817,42 ; 1.308.468,87 ; 1.412.658,93 ; 1.508.882,61 ; 1.508.882,61 ; 1.609.474,78 ; 1.646.525,81 ; 1.646.523,77 ; 1.646.523,77 ; 1.646.523,77 ; 3.041.778,93 ; 20.297.741,76 
BA;JUAZEIRO;2918407; 6.439.745,93 ; 7.083.720,52 ; 7.727.695,11 ; 8.371.669,71 ; 9.037.947,56 ; 9.653.570,03 ; 9.653.570,03 ; 10.297.141,36 ; 10.628.861,00 ; 10.628.847,85 ; 10.628.847,85 ; 10.628.847,85 ; 19.635.674,95 ; 130.416.139,75 
BA;JUCURUCU;2918456; 195.737,06 ; 215.310,76 ; 234.884,47 ; 254.458,17 ; 274.677,85 ; 293.387,62 ; 293.387,62 ; 312.946,79 ; 314.100,93 ; 314.100,54 ; 314.100,54 ; 314.100,54 ; 580.267,62 ; 3.911.460,51 
BA;JUSSARA;2918506; 1.239.024,53 ; 1.362.926,98 ; 1.486.829,44 ; 1.610.731,89 ; 1.739.190,53 ; 1.857.656,00 ; 1.857.656,00 ; 1.981.499,73 ; 1.989.532,40 ; 1.989.529,94 ; 1.989.529,94 ; 1.989.529,94 ; 3.675.446,64 ; 24.769.083,96 
BA;JUSSARI;2918555; 261.081,48 ; 287.189,63 ; 313.297,78 ; 339.405,93 ; 366.387,36 ; 391.343,95 ; 391.343,95 ; 417.433,54 ; 418.781,78 ; 418.781,26 ; 418.781,26 ; 418.781,26 ; 773.654,21 ; 5.216.263,39 
BA;JUSSIAPE;2918605; 260.190,40 ; 286.209,44 ; 312.228,48 ; 338.247,52 ; 365.197,17 ; 390.072,68 ; 390.072,68 ; 416.077,53 ; 417.660,49 ; 417.659,97 ; 417.659,97 ; 417.659,97 ; 771.582,77 ; 5.200.519,07 
BA;LAFAIETE COUTINHO;2918704; 172.457,05 ; 189.702,76 ; 206.948,46 ; 224.194,17 ; 242.025,64 ; 258.511,29 ; 258.511,29 ; 275.745,38 ; 276.671,36 ; 276.671,01 ; 276.671,01 ; 276.671,01 ; 511.120,55 ; 3.445.900,98 
BA;LAGOA REAL;2918753; 786.294,88 ; 864.924,36 ; 943.553,85 ; 1.022.183,34 ; 1.103.708,14 ; 1.178.887,55 ; 1.178.887,55 ; 1.257.480,05 ; 1.281.207,57 ; 1.281.205,98 ; 1.281.205,98 ; 1.281.205,98 ; 2.366.892,86 ; 15.827.638,09 
BA;LAJE;2918803; 373.417,05 ; 410.758,75 ; 448.100,45 ; 485.442,16 ; 523.914,10 ; 559.600,66 ; 559.600,66 ; 596.907,37 ; 643.425,13 ; 643.424,34 ; 643.424,34 ; 643.424,34 ; 1.188.658,54 ; 7.720.097,89 
BA;LAJEDAO;2918902; 11.392,05 ; 12.531,26 ; 13.670,46 ; 14.809,67 ; 15.941,36 ; 17.027,21 ; 17.027,21 ; 18.162,36 ; 18.040,16 ; 18.040,14 ; 18.040,14 ; 18.040,14 ; 33.327,30 ; 226.049,46 
BA;LAJEDINHO;2919009; 9.385,79 ; 10.324,37 ; 11.262,95 ; 12.201,53 ; 13.125,71 ; 14.019,77 ; 14.019,77 ; 14.954,42 ; 14.821,11 ; 14.821,10 ; 14.821,10 ; 14.821,10 ; 27.380,43 ; 185.959,15 
BA;LAJEDO DO TABOCAL;2919058; 277.635,22 ; 305.398,74 ; 333.162,27 ; 360.925,79 ; 389.635,92 ; 416.176,09 ; 416.176,09 ; 443.921,16 ; 445.426,14 ; 445.425,59 ; 445.425,59 ; 445.425,59 ; 822.876,81 ; 5.547.611,00 
BA;LAMARAO;2919108; 216.073,06 ; 237.680,36 ; 259.287,67 ; 280.894,98 ; 303.221,63 ; 323.875,66 ; 323.875,66 ; 345.467,37 ; 346.776,44 ; 346.776,01 ; 346.776,01 ; 346.776,01 ; 640.632,12 ; 4.318.112,98 
BA;LAPAO;2919157; 1.251.293,50 ; 1.376.422,84 ; 1.501.552,19 ; 1.626.681,54 ; 1.756.261,88 ; 1.875.890,18 ; 1.875.890,18 ; 2.000.949,52 ; 2.015.078,79 ; 2.015.076,29 ; 2.015.076,29 ; 2.015.076,29 ; 3.722.640,82 ; 25.047.890,31 
BA;LENCOIS;2919306; 71.609,20 ; 78.770,12 ; 85.931,04 ; 93.091,96 ; 100.381,05 ; 107.218,53 ; 107.218,53 ; 114.366,44 ; 117.184,26 ; 117.184,11 ; 117.184,11 ; 117.184,11 ; 216.485,33 ; 1.443.808,79 
BA;LICINIO DE ALMEIDA;2919405; 1.472.664,70 ; 1.619.931,17 ; 1.767.197,64 ; 1.914.464,10 ; 1.944.424,85 ; 2.076.869,92 ; 2.076.869,92 ; 2.215.327,92 ; 2.243.157,57 ; 2.243.154,80 ; 2.243.154,80 ; 2.243.154,80 ; 4.143.991,79 ; 28.204.363,98 
BA;LIVRAMENTO DE NOSSA SENHORA;2919504; 1.589.295,49 ; 1.748.225,04 ; 1.907.154,59 ; 2.066.084,14 ; 2.230.571,61 ; 2.382.507,65 ; 2.382.507,65 ; 2.541.341,49 ; 2.551.888,02 ; 2.551.884,86 ; 2.551.884,86 ; 2.551.884,86 ; 4.714.337,99 ; 31.769.568,25 
BA;LUIS EDUARDO MAGALHAES;2919553; 46.552,15 ; 51.207,37 ; 55.862,58 ; 60.517,80 ; 63.759,75 ; 68.102,77 ; 68.102,77 ; 72.642,95 ; 225.409,38 ; 225.409,10 ; 225.409,10 ; 225.409,10 ; 416.419,57 ; 1.804.804,39 
BA;MACAJUBA;2919603; 394.601,49 ; 434.061,64 ; 473.521,79 ; 512.981,93 ; 553.779,24 ; 591.500,08 ; 591.500,08 ; 630.933,42 ; 642.051,03 ; 642.050,23 ; 642.050,23 ; 642.050,23 ; 1.186.120,04 ; 7.937.201,43 
BA;MACARANI;2919702; 445.704,22 ; 490.274,64 ; 534.845,06 ; 579.415,48 ; 625.520,93 ; 668.128,47 ; 668.128,47 ; 712.670,37 ; 752.045,31 ; 752.044,38 ; 752.044,38 ; 752.044,38 ; 1.389.322,59 ; 9.122.188,68 
BA;MACAUBAS;2919801; 1.018.549,74 ; 1.120.404,71 ; 1.222.259,69 ; 1.324.114,66 ; 1.429.446,99 ; 1.526.814,19 ; 1.526.814,19 ; 1.628.601,80 ; 1.644.093,12 ; 1.644.091,08 ; 1.644.091,08 ; 1.644.091,08 ; 3.037.284,80 ; 20.410.657,13 
BA;MACURURE;2919900; 218.755,96 ; 240.631,56 ; 262.507,15 ; 284.382,75 ; 306.992,48 ; 327.903,37 ; 327.903,37 ; 349.763,59 ; 371.488,11 ; 371.487,65 ; 371.487,65 ; 371.487,65 ; 686.284,28 ; 4.491.075,57 
BA;MAETINGA;2919959; 192.523,54 ; 211.775,90 ; 231.028,25 ; 250.280,61 ; 270.194,17 ; 288.598,53 ; 288.598,53 ; 307.838,43 ; 308.901,06 ; 308.900,68 ; 308.900,68 ; 308.900,68 ; 570.661,44 ; 3.847.102,50 
BA;MAIQUINIQUE;2920007; 390.480,13 ; 429.528,14 ; 468.576,16 ; 507.624,17 ; 548.047,10 ; 585.377,49 ; 585.377,49 ; 624.402,65 ; 675.001,38 ; 675.000,55 ; 675.000,55 ; 675.000,55 ; 1.246.992,26 ; 8.086.408,62 
BA;MAIRI;2920106; 521.592,43 ; 573.751,67 ; 625.910,91 ; 678.070,15 ; 732.043,22 ; 781.906,56 ; 781.906,56 ; 834.033,67 ; 855.739,60 ; 855.738,54 ; 855.738,54 ; 855.738,54 ; 1.580.886,63 ; 10.533.057,02 
BA;MALHADA;2920205; 750.388,80 ; 825.427,68 ; 900.466,56 ; 975.505,44 ; 1.053.220,42 ; 1.124.960,84 ; 1.124.960,84 ; 1.199.958,23 ; 1.204.492,64 ; 1.204.491,15 ; 1.204.491,15 ; 1.204.491,15 ; 2.225.170,31 ; 14.998.025,21 
BA;MALHADA DE PEDRAS;2920304; 376.442,62 ; 414.086,88 ; 451.731,15 ; 489.375,41 ; 528.301,59 ; 564.287,01 ; 564.287,01 ; 601.906,14 ; 610.085,46 ; 610.084,71 ; 610.084,71 ; 610.084,71 ; 1.127.067,10 ; 7.557.824,50 
BA;MANOEL VITORINO;2920403; 982.951,06 ; 1.081.246,16 ; 1.179.541,27 ; 1.277.836,37 ; 1.379.744,41 ; 1.473.726,10 ; 1.473.726,10 ; 1.571.974,51 ; 1.591.195,90 ; 1.591.193,93 ; 1.591.193,93 ; 1.591.193,93 ; 2.939.562,90 ; 19.725.086,57 
BA;MANSIDAO;2920452; 587.783,47 ; 646.561,82 ; 705.340,17 ; 764.118,51 ; 825.019,81 ; 881.216,28 ; 881.216,28 ; 939.964,03 ; 957.401,88 ; 957.400,69 ; 957.400,69 ; 957.400,69 ; 1.768.696,73 ; 11.829.521,05 
BA;MARACAS;2920502; 392.173,52 ; 431.390,87 ; 470.608,22 ; 509.825,57 ; 550.215,21 ; 587.693,29 ; 587.693,29 ; 626.872,84 ; 628.344,50 ; 628.343,72 ; 628.343,72 ; 628.343,72 ; 1.160.798,69 ; 7.830.647,16 
BA;MARAGOGIPE;2920601; 944.925,95 ; 1.039.418,55 ; 1.133.911,14 ; 1.228.403,73 ; 1.326.087,47 ; 1.416.414,31 ; 1.416.414,31 ; 1.510.841,93 ; 1.598.482,73 ; 1.598.480,76 ; 1.598.480,76 ; 1.598.480,76 ; 2.953.024,51 ; 19.363.366,91 
BA;MARAU;2920700; 856.235,57 ; 941.859,13 ; 1.027.482,69 ; 1.113.106,24 ; 1.201.647,39 ; 1.283.497,95 ; 1.283.497,95 ; 1.369.064,48 ; 1.414.046,89 ; 1.414.045,14 ; 1.414.045,14 ; 1.414.045,14 ; 2.612.299,16 ; 17.344.872,87 
BA;MARCIONILIO SOUZA;2920809; 451.180,33 ; 496.298,36 ; 541.416,39 ; 586.534,42 ; 633.227,63 ; 676.360,12 ; 676.360,12 ; 721.450,79 ; 735.443,36 ; 735.442,45 ; 735.442,45 ; 735.442,45 ; 1.358.652,29 ; 9.083.251,16 
BA;MASCOTE;2920908; 192.436,52 ; 211.680,17 ; 230.923,82 ; 250.167,48 ; 269.975,74 ; 288.365,22 ; 288.365,22 ; 307.589,57 ; 308.625,39 ; 308.625,01 ; 308.625,01 ; 308.625,01 ; 570.152,18 ; 3.844.156,34 
BA;MATINA;2921054; 463.107,88 ; 509.418,66 ; 555.729,45 ; 602.040,24 ; 649.988,80 ; 694.262,98 ; 694.262,98 ; 740.547,17 ; 748.324,41 ; 748.323,49 ; 748.323,49 ; 748.323,49 ; 1.382.448,66 ; 9.285.101,70 
BA;MEDEIROS NETO;2921104; 1.053.600,64 ; 1.158.960,70 ; 1.264.320,76 ; 1.369.680,82 ; 1.478.828,90 ; 1.579.559,77 ; 1.579.559,77 ; 1.684.863,75 ; 1.738.881,39 ; 1.738.879,24 ; 1.738.879,24 ; 1.738.879,24 ; 3.212.395,89 ; 21.337.290,11 
BA;MIGUEL CALMON;2921203; 622.097,50 ; 684.307,25 ; 746.517,00 ; 808.726,75 ; 873.054,73 ; 932.523,11 ; 932.523,11 ; 994.691,32 ; 1.035.592,05 ; 1.035.590,76 ; 1.035.590,76 ; 1.035.590,76 ; 1.913.144,66 ; 12.649.949,76 
BA;MILAGRES;2921302; 305.542,31 ; 336.096,54 ; 366.650,77 ; 397.205,00 ; 428.811,01 ; 458.019,60 ; 458.019,60 ; 488.554,25 ; 522.609,78 ; 522.609,13 ; 522.609,13 ; 522.609,13 ; 965.465,20 ; 6.294.801,45 
BA;MIRANGABA;2921401; 1.073.184,70 ; 1.180.503,17 ; 1.287.821,64 ; 1.395.140,11 ; 1.506.312,32 ; 1.608.915,23 ; 1.608.915,23 ; 1.716.176,24 ; 1.735.467,95 ; 1.735.465,80 ; 1.735.465,80 ; 1.735.465,80 ; 3.206.089,94 ; 21.524.923,93 
BA;MIRANTE;2921450; 190.276,95 ; 209.304,65 ; 228.332,34 ; 247.360,04 ; 267.019,79 ; 285.207,92 ; 285.207,92 ; 304.221,78 ; 305.186,93 ; 305.186,56 ; 305.186,56 ; 305.186,56 ; 563.799,98 ; 3.801.477,98 
BA;MONTE SANTO;2921500; 3.014.442,30 ; 3.315.886,53 ; 3.617.330,76 ; 3.918.774,99 ; 4.197.953,23 ; 4.483.898,05 ; 4.483.898,05 ; 4.782.824,59 ; 4.812.835,72 ; 4.812.829,76 ; 4.812.829,76 ; 4.812.829,76 ; 8.891.195,16 ; 59.957.528,66 
BA;MORPARA;2921609; 77.038,94 ; 84.742,83 ; 92.446,72 ; 100.150,62 ; 108.040,19 ; 115.399,38 ; 115.399,38 ; 123.092,67 ; 127.118,70 ; 127.118,54 ; 127.118,54 ; 127.118,54 ; 234.838,12 ; 1.559.623,17 
BA;MORRO DO CHAPEU;2921708; 804.433,45 ; 884.876,79 ; 965.320,14 ; 1.045.763,48 ; 1.128.823,43 ; 1.205.713,57 ; 1.205.713,57 ; 1.286.094,48 ; 1.325.390,70 ; 1.325.389,06 ; 1.325.389,06 ; 1.325.389,06 ; 2.448.516,41 ; 16.276.813,20 
BA;MORTUGABA;2921807; 619.801,88 ; 681.782,07 ; 743.762,25 ; 805.742,44 ; 869.972,37 ; 929.230,80 ; 929.230,80 ; 991.179,52 ; 995.080,99 ; 995.079,76 ; 995.079,76 ; 995.079,76 ; 1.838.304,83 ; 12.389.327,23 
BA;MUCUGE;2921906; 123.513,73 ; 135.865,11 ; 148.216,48 ; 160.567,85 ; 173.245,43 ; 185.046,09 ; 185.046,09 ; 197.382,50 ; 197.878,35 ; 197.878,11 ; 197.878,11 ; 197.878,11 ; 365.558,94 ; 2.465.954,90 
BA;MULUNGU DO MORRO;2922052; 754.536,54 ; 829.990,19 ; 905.443,84 ; 980.897,50 ; 1.059.037,95 ; 1.131.174,63 ; 1.131.174,63 ; 1.206.586,28 ; 1.211.129,52 ; 1.211.128,02 ; 1.211.128,02 ; 1.211.128,02 ; 2.237.431,22 ; 15.080.786,36 
BA;MUNDO NOVO;2922102; 289.896,36 ; 318.886,00 ; 347.875,64 ; 376.865,27 ; 406.711,92 ; 434.415,22 ; 434.415,22 ; 463.376,23 ; 469.577,60 ; 469.577,02 ; 469.577,02 ; 469.577,02 ; 867.494,05 ; 5.818.244,57 
BA;MUNIZ FERREIRA;2922201; 49.204,70 ; 54.125,17 ; 59.045,64 ; 63.966,12 ; 68.987,89 ; 73.687,02 ; 73.687,02 ; 78.599,49 ; 92.361,54 ; 92.361,42 ; 92.361,42 ; 92.361,42 ; 170.628,02 ; 1.061.376,87 
BA;MUQUEM DE SAO FRANCISCO;2922250; 681.022,70 ; 749.124,97 ; 817.227,24 ; 885.329,50 ; 955.849,82 ; 1.020.957,81 ; 1.020.957,81 ; 1.089.021,67 ; 1.119.847,73 ; 1.119.846,35 ; 1.119.846,35 ; 1.119.846,35 ; 2.068.797,93 ; 13.767.676,23 
BA;MURITIBA;2922300; 1.343.775,89 ; 1.478.153,48 ; 1.612.531,07 ; 1.746.908,65 ; 1.886.109,49 ; 2.014.582,40 ; 2.014.582,40 ; 2.148.887,89 ; 2.157.130,85 ; 2.157.128,18 ; 2.157.128,18 ; 2.157.128,18 ; 3.985.066,71 ; 26.859.113,37 
BA;MUTUIPE;2922409; 367.464,42 ; 404.210,86 ; 440.957,31 ; 477.703,75 ; 515.618,56 ; 550.740,07 ; 550.740,07 ; 587.456,08 ; 589.112,59 ; 589.111,86 ; 589.111,86 ; 589.111,86 ; 1.088.321,98 ; 7.339.661,27 
BA;NILO PECANHA;2922607; 1.119.551,08 ; 1.231.506,18 ; 1.343.461,29 ; 1.455.416,40 ; 1.571.456,79 ; 1.678.497,04 ; 1.678.497,04 ; 1.790.396,84 ; 1.833.504,52 ; 1.833.502,25 ; 1.833.502,25 ; 1.833.502,25 ; 3.387.201,93 ; 22.589.995,86 
BA;NORDESTINA;2922656; 1.017.975,41 ; 1.119.772,95 ; 1.221.570,50 ; 1.323.368,04 ; 1.428.793,23 ; 1.526.115,91 ; 1.526.115,91 ; 1.627.856,97 ; 1.670.434,46 ; 1.670.432,39 ; 1.670.432,39 ; 1.670.432,39 ; 3.085.947,58 ; 20.559.248,13 
BA;NOVA CANAA;2922706; 694.391,31 ; 763.830,44 ; 833.269,57 ; 902.708,70 ; 974.577,86 ; 1.040.961,52 ; 1.040.961,52 ; 1.110.358,96 ; 1.114.371,00 ; 1.114.369,62 ; 1.114.369,62 ; 1.114.369,62 ; 2.058.680,29 ; 13.877.220,03 
BA;NOVA FATIMA;2922730; 558.914,16 ; 614.805,58 ; 670.696,99 ; 726.588,41 ; 784.526,00 ; 837.964,22 ; 837.964,22 ; 893.828,51 ; 897.415,94 ; 897.414,83 ; 897.414,83 ; 897.414,83 ; 1.657.879,21 ; 11.172.827,73 
BA;NOVA IBIA;2922755; 191.571,14 ; 210.728,25 ; 229.885,37 ; 249.042,48 ; 268.821,61 ; 287.132,47 ; 287.132,47 ; 306.274,63 ; 307.189,43 ; 307.189,05 ; 307.189,05 ; 307.189,05 ; 567.499,38 ; 3.826.844,38 
BA;NOVA ITARANA;2922805; 473.038,81 ; 520.342,69 ; 567.646,57 ; 614.950,45 ; 663.938,45 ; 709.162,81 ; 709.162,81 ; 756.440,33 ; 764.272,24 ; 764.271,30 ; 764.271,30 ; 764.271,30 ; 1.411.910,56 ; 9.483.679,62 
BA;NOVA REDENCAO;2922854; 334.816,63 ; 368.298,29 ; 401.779,97 ; 435.261,63 ; 469.942,97 ; 501.953,28 ; 501.953,28 ; 535.416,83 ; 539.061,75 ; 539.061,08 ; 539.061,08 ; 539.061,08 ; 995.858,46 ; 6.701.526,33 
BA;NOVA SOURE;2922904; 821.521,89 ; 903.674,08 ; 985.826,27 ; 1.067.978,46 ; 1.152.980,82 ; 1.231.516,45 ; 1.231.516,45 ; 1.313.617,55 ; 1.328.533,18 ; 1.328.531,54 ; 1.328.531,54 ; 1.328.531,54 ; 2.454.321,82 ; 16.477.081,59 
BA;NOVA VICOSA;2923001; 890.188,43 ; 979.207,27 ; 1.068.226,11 ; 1.157.244,95 ; 1.249.180,15 ; 1.334.268,42 ; 1.334.268,42 ; 1.423.219,65 ; 1.457.013,70 ; 1.457.011,90 ; 1.457.011,90 ; 1.457.011,90 ; 2.691.675,71 ; 17.955.528,51 
BA;NOVO HORIZONTE;2923035; 965.441,82 ; 1.061.986,00 ; 1.158.530,18 ; 1.255.074,36 ; 1.355.157,08 ; 1.447.464,00 ; 1.447.464,00 ; 1.543.961,60 ; 1.550.174,51 ; 1.550.172,59 ; 1.550.172,59 ; 1.550.172,59 ; 2.863.780,28 ; 19.299.551,60 
BA;NOVO TRIUNFO;2923050; 227.111,24 ; 249.822,37 ; 272.533,49 ; 295.244,62 ; 318.610,27 ; 340.312,51 ; 340.312,51 ; 363.000,01 ; 366.591,79 ; 366.591,34 ; 366.591,34 ; 366.591,34 ; 677.238,86 ; 4.550.551,69 
BA;OLINDINA;2923100; 1.271.475,96 ; 1.398.623,55 ; 1.525.771,15 ; 1.652.918,75 ; 1.784.654,95 ; 1.906.217,25 ; 1.906.217,25 ; 2.033.298,40 ; 2.110.414,73 ; 2.110.412,12 ; 2.110.412,12 ; 2.110.412,12 ; 3.898.763,68 ; 25.819.592,03 
BA;OLIVEIRA DOS BREJINHOS;2923209; 1.096.378,93 ; 1.206.016,82 ; 1.315.654,71 ; 1.425.292,60 ; 1.538.856,00 ; 1.643.675,63 ; 1.643.675,63 ; 1.753.254,01 ; 1.765.857,31 ; 1.765.855,13 ; 1.765.855,13 ; 1.765.855,13 ; 3.262.231,01 ; 21.948.458,04 
BA;OURICANGAS;2923308; 257.317,74 ; 283.049,52 ; 308.781,29 ; 334.513,07 ; 361.108,84 ; 385.705,88 ; 385.705,88 ; 411.419,60 ; 417.495,13 ; 417.494,61 ; 417.494,61 ; 417.494,61 ; 771.277,28 ; 5.168.858,06 
BA;OUROLANDIA;2923357; 742.581,13 ; 816.839,24 ; 891.097,36 ; 965.355,47 ; 1.042.188,25 ; 1.113.177,21 ; 1.113.177,21 ; 1.187.389,02 ; 1.237.051,21 ; 1.237.049,68 ; 1.237.049,68 ; 1.237.049,68 ; 2.285.318,72 ; 15.105.323,86 
BA;PALMAS DE MONTE ALTO;2923407; 380.453,59 ; 418.498,95 ; 456.544,31 ; 494.589,67 ; 533.863,13 ; 570.227,37 ; 570.227,37 ; 608.242,53 ; 678.555,73 ; 678.554,89 ; 678.554,89 ; 678.554,89 ; 1.253.558,51 ; 8.000.425,83 
BA;PALMEIRAS;2923506; 120.644,56 ; 132.709,01 ; 144.773,47 ; 156.837,93 ; 169.247,78 ; 180.776,14 ; 180.776,14 ; 192.827,89 ; 193.220,14 ; 193.219,90 ; 193.219,90 ; 193.219,90 ; 356.953,43 ; 2.408.426,19 
BA;PARAMIRIM;2923605; 963.345,28 ; 1.059.679,80 ; 1.156.014,33 ; 1.252.348,86 ; 1.246.314,82 ; 1.331.207,92 ; 1.331.207,92 ; 1.419.955,11 ; 1.440.860,02 ; 1.440.858,24 ; 1.440.858,24 ; 1.440.858,24 ; 2.661.833,56 ; 18.185.342,34 
BA;PARATINGA;2923704; 981.201,74 ; 1.079.321,91 ; 1.177.442,08 ; 1.275.562,25 ; 1.377.079,25 ; 1.470.879,41 ; 1.470.879,41 ; 1.568.938,04 ; 1.586.603,79 ; 1.586.601,82 ; 1.586.601,82 ; 1.586.601,82 ; 2.931.079,46 ; 19.678.792,80 
BA;PARIPIRANGA;2923803; 845.344,19 ; 929.878,61 ; 1.014.413,02 ; 1.098.947,44 ; 1.186.420,99 ; 1.267.234,41 ; 1.267.234,41 ; 1.351.716,70 ; 1.374.490,24 ; 1.374.488,54 ; 1.374.488,54 ; 1.374.488,54 ; 2.539.222,52 ; 16.998.368,15 
BA;PAU BRASIL;2923902; 525.716,82 ; 578.288,50 ; 630.860,18 ; 683.431,86 ; 737.918,61 ; 788.182,15 ; 788.182,15 ; 840.727,62 ; 844.063,96 ; 844.062,91 ; 844.062,91 ; 844.062,91 ; 1.559.317,15 ; 10.508.877,73 
BA;PAULO AFONSO;2924009; 725.431,13 ; 797.974,24 ; 870.517,35 ; 943.060,46 ; 1.017.322,80 ; 1.086.618,04 ; 1.086.618,04 ; 1.159.059,25 ; 1.159.998,64 ; 1.159.997,20 ; 1.159.997,20 ; 1.159.997,20 ; 2.142.972,41 ; 14.469.563,96 
BA;PE DE SERRA;2924058; 1.215.472,84 ; 1.337.020,13 ; 1.458.567,41 ; 1.580.114,69 ; 1.706.130,69 ; 1.822.344,28 ; 1.822.344,28 ; 1.943.833,90 ; 1.951.710,44 ; 1.951.708,02 ; 1.951.708,02 ; 1.951.708,02 ; 3.605.574,62 ; 24.298.237,34 
BA;PEDRAO;2924108; 360.503,94 ; 396.554,33 ; 432.604,73 ; 468.655,12 ; 506.007,80 ; 540.474,66 ; 540.474,66 ; 576.506,31 ; 590.429,67 ; 590.428,94 ; 590.428,94 ; 590.428,94 ; 1.090.755,13 ; 7.274.253,17 
BA;PEDRO ALEXANDRE;2924207; 776.674,23 ; 854.341,65 ; 932.009,07 ; 1.009.676,50 ; 1.090.113,05 ; 1.164.366,43 ; 1.164.366,43 ; 1.241.990,85 ; 1.246.681,29 ; 1.246.679,75 ; 1.246.679,75 ; 1.246.679,75 ; 2.303.109,27 ; 15.523.368,02 
BA;PIATA;2924306; 357.171,10 ; 392.888,21 ; 428.605,32 ; 464.322,43 ; 501.152,20 ; 535.288,33 ; 535.288,33 ; 570.974,22 ; 572.493,10 ; 572.492,39 ; 572.492,39 ; 572.492,39 ; 1.057.619,28 ; 7.133.279,69 
BA;PILAO ARCADO;2924405; 958.526,82 ; 1.054.379,51 ; 1.150.232,19 ; 1.246.084,87 ; 1.345.175,69 ; 1.436.802,73 ; 1.436.802,73 ; 1.532.589,57 ; 1.537.666,39 ; 1.537.664,49 ; 1.537.664,49 ; 1.537.664,49 ; 2.840.672,88 ; 19.151.926,85 
