ESCOLAS PÚBLICAS E CONVENIADAS QUE OFERECEM ATENDIMENTO EDUCACIONAL ESPECIALIZADO E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Dependência Administrativa;Código Entidade no INEP;Entidade;Segmento;Alunos Contemplados;Categoria;Conveniada
MT;SAO JOSE DOS QUATRO MARCOS;ESTADUAL;51031981;EE MIGUEL BARBOSA;AEE - MÉDIO; 3 ;;
MT;SAO JOSE DOS QUATRO MARCOS;MUNICIPAL;51054299;EM VEREADOR EVILASIO VASCONCELOS;AEE - FUNDAMENTAL; 28 ;;
MT;SAO PEDRO DA CIPA;MUNICIPAL;51090430;CENTRO EDUCACIONAL INFANTIL MARCIO ALESSANDRO GOMES MACHADO;AEE - INFANTIL; 14 ;;
MT;SAO PEDRO DA CIPA;ESTADUAL;51051141;EE IRMA MIGUELINA CORSO;AEE - FUNDAMENTAL; 17 ;;
MT;SAO PEDRO DA CIPA;ESTADUAL;51051141;EE IRMA MIGUELINA CORSO;AEE - MÉDIO; 7 ;;
MT;SAO PEDRO DA CIPA;MUNICIPAL;51051150;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GESSY ANTONIO DA SILVA;AEE - FUNDAMENTAL; 27 ;;
MT;SAPEZAL;MUNICIPAL;51068389;CMEI LUZIA MAGGI SCHEFFER;AEE - INFANTIL; 5 ;;
MT;SAPEZAL;MUNICIPAL;51064731;CMEI NIBELE VEFAGO;AEE - INFANTIL; 5 ;;
MT;SAPEZAL;ESTADUAL;51053640;EE ANDRE ANTONIO MAGGI;AEE - FUNDAMENTAL; 2 ;;
MT;SAPEZAL;ESTADUAL;51053640;EE ANDRE ANTONIO MAGGI;AEE - MÉDIO; 5 ;;
MT;SAPEZAL;ESTADUAL;51195801;EE LUIZ FRUTUOSO DA SILVA;AEE - FUNDAMENTAL; 13 ;;
MT;SAPEZAL;MUNICIPAL;51197804;EMEB STEPHANO LOCKS;AEE - FUNDAMENTAL; 12 ;;
MT;SAPEZAL;MUNICIPAL;51066050;EMEIEF CARMEN ANTONINA SCHNEIDER KAMPFF;AEE - INFANTIL; 40 ;;
MT;SAPEZAL;MUNICIPAL;51067633;ESCOLA MUNICIPAL ENELI FIRMO BANDEIRA SCAPINELLO;AEE - FUNDAMENTAL; 6 ;;
MT;SINOP;MUNICIPAL;51053950;CENTRO EDUCACIONAL LINDOLFO JOSE TRIERWEILLER;AEE - FUNDAMENTAL; 59 ;;
MT;SINOP;MUNICIPAL;51053950;CENTRO EDUCACIONAL LINDOLFO JOSE TRIERWEILLER;AEE - INFANTIL; 1 ;;
MT;SINOP;ESTADUAL;51068567;EE CARLOS DRUMMOND DE ANDRADE;AEE - FUNDAMENTAL; 8 ;;
MT;SINOP;ESTADUAL;51068567;EE CARLOS DRUMMOND DE ANDRADE;AEE - MÉDIO; 4 ;;
MT;SINOP;ESTADUAL;51191032;EE CLEUFA HUBNER;AEE - FUNDAMENTAL; 32 ;;
MT;SINOP;ESTADUAL;51065932;EE JORGE AMADO;AEE - FUNDAMENTAL; 17 ;;
MT;SINOP;ESTADUAL;51016400;EE NILZA DE OLIVEIRA PIPINO;AEE - MÉDIO; 35 ;;
MT;SINOP;ESTADUAL;51016028;EE NOSSA SENHORA DA GLORIA;AEE - FUNDAMENTAL; 15 ;;
MT;SINOP;ESTADUAL;51016028;EE NOSSA SENHORA DA GLORIA;AEE - MÉDIO; 2 ;;
MT;SINOP;ESTADUAL;51054922;EE NOSSA SENHORA DE LOURDES;AEE - FUNDAMENTAL; 25 ;;
MT;SINOP;ESTADUAL;51016419;EE OLIMPIO JOAO PISSINATTI GUERRA;AEE - FUNDAMENTAL; 12 ;;
MT;SINOP;ESTADUAL;51016419;EE OLIMPIO JOAO PISSINATTI GUERRA;AEE - MÉDIO; 9 ;;
MT;SINOP;ESTADUAL;51090813;EE PAULO FREIRE;AEE - FUNDAMENTAL; 39 ;;
MT;SINOP;ESTADUAL;51092760;EE PROF EDELI MANTOVANI;AEE - FUNDAMENTAL; 18 ;;
MT;SINOP;ESTADUAL;51092760;EE PROF EDELI MANTOVANI;AEE - MÉDIO; 22 ;;
MT;SINOP;ESTADUAL;51090805;EE PROF MARIA DE FATIMA GIMENEZ LOPES;AEE - FUNDAMENTAL; 24 ;;
MT;SINOP;ESTADUAL;51065940;EE PROFESSOR DJALMA GUILHERME DA SILVA;AEE - FUNDAMENTAL; 39 ;;
MT;SINOP;ESTADUAL;51065509;EE PROFESSORA ZENI VIEIRA;AEE - FUNDAMENTAL; 18 ;;
MT;SINOP;ESTADUAL;51095017;EE RENEE MENEZES;AEE - FUNDAMENTAL; 5 ;;
MT;SINOP;ESTADUAL;51095017;EE RENEE MENEZES;AEE - MÉDIO; 4 ;;
MT;SINOP;ESTADUAL;51016320;EE ROSA DOS VENTOS;AEE - FUNDAMENTAL; 35 ;;
MT;SINOP;ESTADUAL;51016052;EE SAO VICENTE DE PAULA;AEE - MÉDIO; 25 ;;
MT;SINOP;ESTADUAL;51070090;EEDIEB BENEDITO SANTANA DA SILVA FREIRE;AEE - FUNDAMENTAL; 15 ;;
MT;SINOP;MUNICIPAL;51061368;EMEB ALEIXO SCHENATTO;AEE - FUNDAMENTAL; 29 ;;
MT;SINOP;MUNICIPAL;51061376;EMEB ARMANDO DIAS;AEE - FUNDAMENTAL; 47 ;;
MT;SINOP;MUNICIPAL;51061376;EMEB ARMANDO DIAS;AEE - INFANTIL; 8 ;;
MT;SINOP;MUNICIPAL;51099403;EMEB BASILIANO DO CARMO DE JESUS;AEE - FUNDAMENTAL; 33 ;;
MT;SINOP;MUNICIPAL;51072777;EMEB IVETE MARIA CROTTI DORNER;AEE - FUNDAMENTAL; 10 ;;
MT;SINOP;MUNICIPAL;51072769;EMEB JOSE MARCIO DE MENDONCA SILVA;AEE - FUNDAMENTAL; 3 ;;
MT;SINOP;MUNICIPAL;51066254;EMEB JOSE REINALDO DE OLIVEIRA;AEE - FUNDAMENTAL; 18 ;;
MT;SINOP;MUNICIPAL;51072050;EMEB LAURA HERONDINA DE MORAES;AEE - FUNDAMENTAL; 18 ;;
MT;SINOP;MUNICIPAL;51071657;EMEB LISIANE FUCKS BOHRER;AEE - FUNDAMENTAL; 9 ;;
MT;SINOP;MUNICIPAL;51087537;EMEB LIZAMARA APARECIDA OLIVA DE ALMEIDA;AEE - FUNDAMENTAL; 46 ;;
MT;SINOP;MUNICIPAL;51175827;EMEB MONTEIRO LOBATO;AEE - FUNDAMENTAL; 8 ;;
MT;SINOP;MUNICIPAL;51175827;EMEB MONTEIRO LOBATO;AEE - INFANTIL; 4 ;;
MT;SINOP;MUNICIPAL;51071967;EMEB PROFª ALCIDIA DIVANIR SIMOES SALES PAVAN;AEE - FUNDAMENTAL; 20 ;;
MT;SINOP;MUNICIPAL;51063239;EMEB PROFESSOR JURANDIR LIBERINO DE MESQUITA;AEE - FUNDAMENTAL; 29 ;;
MT;SINOP;MUNICIPAL;51093766;EMEB PROFESSORA ANA CRISTINA DE SENA;AEE - FUNDAMENTAL; 41 ;;
MT;SINOP;MUNICIPAL;51016095;EMEB PROFESSORA LENI TERESINHA BENEDETTI;AEE - FUNDAMENTAL; 22 ;;
MT;SINOP;MUNICIPAL;51072068;EMEB PROFESSORA SHIELEY DA COSTA FORTUNA;AEE - FUNDAMENTAL; 18 ;;
MT;SINOP;MUNICIPAL;51087545;EMEB PROFESSORA TACIANA BALTH JORDAO;AEE - FUNDAMENTAL; 28 ;;
MT;SINOP;MUNICIPAL;51016079;EMEB RODRIGO DAMASCENO;AEE - FUNDAMENTAL; 46 ;;
MT;SINOP;MUNICIPAL;51016222;EMEB SADAO WATANABE;AEE - FUNDAMENTAL; 33 ;;
MT;SINOP;MUNICIPAL;51016249;EMEB SILVANA;AEE - FUNDAMENTAL; 10 ;;
MT;SINOP;MUNICIPAL;51016249;EMEB SILVANA;AEE - INFANTIL; 3 ;;
MT;SINOP;MUNICIPAL;51069687;EMEB SIMAO FLACH;AEE - FUNDAMENTAL; 12 ;;
MT;SINOP;MUNICIPAL;51016257;EMEB UILIBALDO VIEIRA GOBBO;AEE - FUNDAMENTAL; 7 ;;
MT;SINOP;MUNICIPAL;51016265;EMEB VEREADOR RODOLFO VALTER KUNZE;AEE - FUNDAMENTAL; 41 ;;
MT;SINOP;MUNICIPAL;51063247;EMEI ALVORADA;AEE - INFANTIL; 20 ;;
MT;SINOP;MUNICIPAL;51064855;EMEI CECILIA MEIRELES;AEE - INFANTIL; 31 ;;
MT;SINOP;MUNICIPAL;51087936;EMEI CLARA TEIXEIRA;AEE - INFANTIL; 47 ;;
MT;SINOP;MUNICIPAL;51099004;EMEI DE TODA A GENTE;AEE - INFANTIL; 16 ;;
MT;SINOP;MUNICIPAL;51087944;EMEI DORACY MARQUES AMORIN;AEE - INFANTIL; 9 ;;
MT;SINOP;MUNICIPAL;51069032;EMEI ELIZETE DALLABRIDA;AEE - INFANTIL; 32 ;;
MT;SINOP;MUNICIPAL;51176815;EMEI GENTE FELIZ;AEE - INFANTIL; 5 ;;
MT;SINOP;MUNICIPAL;51067595;EMEI GERSON PIRES DA SILVA;AEE - INFANTIL; 17 ;;
MT;SINOP;MUNICIPAL;51088819;EMEI NEUZA NADIR FUZINATTO GRAF;AEE - INFANTIL; 24 ;;
MT;SINOP;MUNICIPAL;51094991;EMEI PALMIRA MACHADO MENEGAZZO;AEE - INFANTIL; 6 ;;
MT;SINOP;MUNICIPAL;51156806;EMEI PEQUENO PRINCIPE;AEE - INFANTIL; 25 ;;
MT;SINOP;MUNICIPAL;51094983;EMEI PROFESSORA SOLANGE MARIA FERRONATO;AEE - INFANTIL; 23 ;;
MT;SINOP;MUNICIPAL;51054027;EMEI SANTO ANTONIO;AEE - INFANTIL; 33 ;;
MT;SINOP;MUNICIPAL;51053993;EMEI SAO CRISTOVAO;AEE - INFANTIL; 13 ;;
MT;SINOP;MUNICIPAL;51054019;EMEI SAO FRANCISCO DE ASSIS;AEE - INFANTIL; 13 ;;
MT;SINOP;MUNICIPAL;51068591;EMEI SYLVIA ORTHOF;AEE - INFANTIL; 18 ;;
MT;SINOP;MUNICIPAL;51175819;EMEI TARSILA DO AMARAL;AEE - INFANTIL; 22 ;;
MT;SINOP;MUNICIPAL;51068583;EMEI TATIANA BELINKY;AEE - INFANTIL; 31 ;;
MT;SINOP;MUNICIPAL;51175835;EMEI TEMPO DE INFANCIA;AEE - INFANTIL; 21 ;;
MT;SINOP;MUNICIPAL;51053985;EMEI UNIAO;AEE - INFANTIL; 18 ;;
MT;SINOP;MUNICIPAL;51064863;EMEI VINICIUS DE MORAES;AEE - INFANTIL; 19 ;;
MT;SORRISO;MUNICIPAL;51068915;CEMEIS AQUARELA DO SABER - GERALDA DA SILVA SOARES;AEE - FUNDAMENTAL; 16 ;;
MT;SORRISO;MUNICIPAL;51068915;CEMEIS AQUARELA DO SABER - GERALDA DA SILVA SOARES;AEE - INFANTIL; 9 ;;
MT;SORRISO;MUNICIPAL;51070863;CEMEIS BALAO MAGICO - PROFESSORA ELIANE SCHULZ;AEE - FUNDAMENTAL; 1 ;;
MT;SORRISO;MUNICIPAL;51070863;CEMEIS BALAO MAGICO - PROFESSORA ELIANE SCHULZ;AEE - INFANTIL; 9 ;;
MT;SORRISO;MUNICIPAL;51066165;CEMEIS CAMINHOS DO SABER;AEE - INFANTIL; 7 ;;
MT;SORRISO;MUNICIPAL;51101203;CMEB SORRISO;AEE - FUNDAMENTAL; 18 ;;
MT;SORRISO;MUNICIPAL;51014645;E M I PROFESSORA GENI TEREZINHA FORGIARINI;AEE - FUNDAMENTAL; 2 ;;
MT;SORRISO;ESTADUAL;51067994;EE ARLETE MARIA CAPPELLARI;AEE - FUNDAMENTAL; 21 ;;
MT;SORRISO;ESTADUAL;51067994;EE ARLETE MARIA CAPPELLARI;AEE - MÉDIO; 1 ;;
MT;SORRISO;ESTADUAL;51014475;EE IGNACIO SCHEVINSKI FILHO;AEE - FUNDAMENTAL; 11 ;;
MT;SORRISO;ESTADUAL;51014475;EE IGNACIO SCHEVINSKI FILHO;AEE - MÉDIO; 7 ;;
MT;SORRISO;ESTADUAL;51068656;EE MILITAR TIRADENTES CABO ANTONIO DILCEU DA SILVA AMARAL;AEE - FUNDAMENTAL; 12 ;;
MT;SORRISO;ESTADUAL;51068656;EE MILITAR TIRADENTES CABO ANTONIO DILCEU DA SILVA AMARAL;AEE - MÉDIO; 3 ;;
MT;SORRISO;ESTADUAL;51014769;EE 13 DE MAIO;AEE - FUNDAMENTAL; 26 ;;
MT;SORRISO;ESTADUAL;51014769;EE 13 DE MAIO;AEE - MÉDIO; 8 ;;
MT;SORRISO;MUNICIPAL;51014750;EM AURELIANO PEREIRA DA SILVA;AEE - FUNDAMENTAL; 20 ;;
MT;SORRISO;MUNICIPAL;51014750;EM AURELIANO PEREIRA DA SILVA;AEE - INFANTIL; 12 ;;
MT;SORRISO;MUNICIPAL;51014815;EM CARAVAGIO;AEE - FUNDAMENTAL; 2 ;;
MT;SORRISO;MUNICIPAL;51066173;EM FRANCISCO DONIZETI DE LIMA;AEE - FUNDAMENTAL; 4 ;;
MT;SORRISO;MUNICIPAL;51066173;EM FRANCISCO DONIZETI DE LIMA;AEE - INFANTIL; 13 ;;
MT;SORRISO;MUNICIPAL;51014521;EM GENTE SABIDA;AEE - FUNDAMENTAL; 20 ;;
MT;SORRISO;MUNICIPAL;51014521;EM GENTE SABIDA;AEE - INFANTIL; 6 ;;
MT;SORRISO;MUNICIPAL;51086786;EM JARDIM AMAZONIA;AEE - FUNDAMENTAL; 4 ;;
MT;SORRISO;MUNICIPAL;51086786;EM JARDIM AMAZONIA;AEE - INFANTIL; 30 ;;
MT;SORRISO;MUNICIPAL;51063484;EM JARDIM BELA VISTA;AEE - FUNDAMENTAL; 19 ;;
MT;SORRISO;MUNICIPAL;51063484;EM JARDIM BELA VISTA;AEE - INFANTIL; 18 ;;
MT;SORRISO;MUNICIPAL;51093685;EM LEONEL DE MOURA BRIZOLA;AEE - FUNDAMENTAL; 24 ;;
MT;SORRISO;MUNICIPAL;51093685;EM LEONEL DE MOURA BRIZOLA;AEE - INFANTIL; 4 ;;
MT;SORRISO;MUNICIPAL;51068893;EM MATILDE LUIZA ZANATTA GOMES;AEE - FUNDAMENTAL; 4 ;;
MT;SORRISO;MUNICIPAL;51014726;EM PAPA JOAO PAULO II;AEE - FUNDAMENTAL; 25 ;;
MT;SORRISO;MUNICIPAL;51068907;EM PROFº ROLF BACHMANN;AEE - FUNDAMENTAL; 1 ;;
MT;SORRISO;MUNICIPAL;51068907;EM PROFº ROLF BACHMANN;AEE - INFANTIL; 2 ;;
MT;SORRISO;MUNICIPAL;51014548;EM PROFESSORA IVETE LOURDES ARENHARDT;AEE - FUNDAMENTAL; 17 ;;
MT;SORRISO;MUNICIPAL;51014548;EM PROFESSORA IVETE LOURDES ARENHARDT;AEE - INFANTIL; 21 ;;
MT;SORRISO;MUNICIPAL;51014602;EM SAO DOMINGOS;AEE - FUNDAMENTAL; 22 ;;
MT;SORRISO;MUNICIPAL;51014602;EM SAO DOMINGOS;AEE - INFANTIL; 4 ;;
MT;SORRISO;MUNICIPAL;51090716;EM VALTER LEITE PEREIRA;AEE - FUNDAMENTAL; 19 ;;
MT;SORRISO;MUNICIPAL;51090716;EM VALTER LEITE PEREIRA;AEE - INFANTIL; 8 ;;
MT;SORRISO;MUNICIPAL;51014840;ESCOLA MUNICIPAL PRIMAVERA;AEE - FUNDAMENTAL; 5 ;;
MT;SORRISO;MUNICIPAL;51014840;ESCOLA MUNICIPAL PRIMAVERA;AEE - INFANTIL; 3 ;;
MT;TABAPORA;ESTADUAL;51093723;EE ALFREDO TREUHERZ;AEE - FUNDAMENTAL; 7 ;;
MT;TABAPORA;ESTADUAL;51093723;EE ALFREDO TREUHERZ;AEE - MÉDIO; 2 ;;
MT;TABAPORA;ESTADUAL;51013177;EE FRANCISCO SALDANHA NETO;AEE - FUNDAMENTAL; 7 ;;
MT;TABAPORA;ESTADUAL;51013177;EE FRANCISCO SALDANHA NETO;AEE - MÉDIO; 2 ;;
MT;TABAPORA;MUNICIPAL;51086271;EM VALDECIR DIAS RODRIGUES;AEE - FUNDAMENTAL; 15 ;;
MT;TABAPORA;MUNICIPAL;51090783;ESCOLA MUNICIPAL MENINO JESUS;AEE - FUNDAMENTAL; 15 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51027984;CME ANTENOR SOARES;AEE - FUNDAMENTAL; 17 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028670;CME AYRTON SENNA;AEE - FUNDAMENTAL; 24 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51071207;CME CECILIA CAPUCHO;AEE - FUNDAMENTAL; 13 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51071207;CME CECILIA CAPUCHO;AEE - INFANTIL; 9 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51056992;CME DECIO BURALI;AEE - FUNDAMENTAL; 12 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51056992;CME DECIO BURALI;AEE - INFANTIL; 2 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028450;CME DOM BOSCO;AEE - FUNDAMENTAL; 11 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51066955;CME DONA MARIQUINHA TAVARES;AEE - INFANTIL; 11 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028190;CME FABIO DINIZ JUNQUEIRA;AEE - FUNDAMENTAL; 13 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51068273;CME FAUSTO EUGENIO MASSON;AEE - FUNDAMENTAL; 18 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028050;CME GENTILA SUSIN MURARO;AEE - FUNDAMENTAL; 10 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028050;CME GENTILA SUSIN MURARO;AEE - INFANTIL; 2 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028611;CME JOANA DARC;AEE - FUNDAMENTAL; 16 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028611;CME JOANA DARC;AEE - INFANTIL; 5 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51069008;CME LUIZ SIMOES MATIAS;AEE - INFANTIL; 15 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51071193;CME PROFª IRACEMA CASAGRANDE;AEE - INFANTIL; 13 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51053489;CME PROFESSOR JOSE NODARI;AEE - FUNDAMENTAL; 19 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51053489;CME PROFESSOR JOSE NODARI;AEE - INFANTIL; 1 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028590;CME SILVIO PATERNEZ;AEE - FUNDAMENTAL; 11 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51065444;CME TANIA ARANTES JUNQUEIRA;AEE - FUNDAMENTAL; 9 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51065444;CME TANIA ARANTES JUNQUEIRA;AEE - INFANTIL; 15 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51028026;CME TIA LINA;AEE - INFANTIL; 13 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51062305;CMEE PROFESSORA ISOLDI STORCK;AEE - FUNDAMENTAL; 22 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51062305;CMEE PROFESSORA ISOLDI STORCK;AEE - INFANTIL; 34 ;;
MT;TANGARA DA SERRA;MUNICIPAL;51062305;CMEE PROFESSORA ISOLDI STORCK;AEE - MÉDIO; 2 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028700;EE ANTONIO HORTOLLANI;AEE - FUNDAMENTAL; 3 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028700;EE ANTONIO HORTOLLANI;AEE - MÉDIO; 3 ;;
MT;TANGARA DA SERRA;ESTADUAL;51027950;EE DR HELCIO DE SOUZA;AEE - FUNDAMENTAL; 12 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028557;EE JONAS LOPES DA SILVA;AEE - FUNDAMENTAL; 8 ;;
MT;TANGARA DA SERRA;ESTADUAL;51070235;EE MILITAR TIRADENTES 1 TENENTE PM SALOMAO FERNANDES FERREIRA PIOVESAN;AEE - FUNDAMENTAL; 2 ;;
MT;TANGARA DA SERRA;ESTADUAL;51070235;EE MILITAR TIRADENTES 1 TENENTE PM SALOMAO FERNANDES FERREIRA PIOVESAN;AEE - MÉDIO; 6 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028719;EE MINISTRO PETRONIO PORTELA NUNES;AEE - FUNDAMENTAL; 8 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028719;EE MINISTRO PETRONIO PORTELA NUNES;AEE - MÉDIO; 4 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028662;EE PATRIARCA DA INDEPENDENCIA;AEE - FUNDAMENTAL; 4 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028662;EE PATRIARCA DA INDEPENDENCIA;AEE - MÉDIO; 2 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028565;EE PEDRO ALBERTO TAYANO;AEE - FUNDAMENTAL; 12 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028565;EE PEDRO ALBERTO TAYANO;AEE - MÉDIO; 5 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028492;EE PROF JOAO BATISTA;AEE - FUNDAMENTAL; 16 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028492;EE PROF JOAO BATISTA;AEE - MÉDIO; 1 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028476;EE PROFESSORA JADA TORRES;AEE - FUNDAMENTAL; 25 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028476;EE PROFESSORA JADA TORRES;AEE - MÉDIO; 9 ;;
MT;TANGARA DA SERRA;ESTADUAL;51027968;EE VEREADOR BENTO MUNIZ;AEE - FUNDAMENTAL; 10 ;;
MT;TANGARA DA SERRA;ESTADUAL;51027968;EE VEREADOR BENTO MUNIZ;AEE - MÉDIO; 9 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028484;EE VEREADOR MANOEL MARINHEIRO;AEE - FUNDAMENTAL; 8 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028549;EE VEREADOR RAMON SANCHES MARQUES;AEE - FUNDAMENTAL; 12 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028549;EE VEREADOR RAMON SANCHES MARQUES;AEE - MÉDIO; 5 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028506;EE 13 DE MAIO;AEE - MÉDIO; 13 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028514;EE 29 DE NOVEMBRO;AEE - FUNDAMENTAL; 3 ;;
MT;TANGARA DA SERRA;ESTADUAL;51028514;EE 29 DE NOVEMBRO;AEE - MÉDIO; 5 ;;
MT;TAPURAH;MUNICIPAL;51062127;C E M CRIANCA FELIZ;AEE - INFANTIL; 5 ;;
MT;TAPURAH;ESTADUAL;51014947;EE CANDIDO PORTINARI;AEE - FUNDAMENTAL; 11 ;;
MT;TAPURAH;ESTADUAL;51014947;EE CANDIDO PORTINARI;AEE - MÉDIO; 3 ;;
MT;TAPURAH;MUNICIPAL;51063425;ESC MUN VINICIUS DE MORAES;AEE - FUNDAMENTAL; 6 ;;
MT;TERRA NOVA DO NORTE;ESTADUAL;51008912;EE LUCAS AUXILIO TONIAZZO;AEE - FUNDAMENTAL; 18 ;;
MT;TERRA NOVA DO NORTE;ESTADUAL;51008912;EE LUCAS AUXILIO TONIAZZO;AEE - INFANTIL; 3 ;;
MT;TERRA NOVA DO NORTE;ESTADUAL;51008912;EE LUCAS AUXILIO TONIAZZO;AEE - MÉDIO; 6 ;;
MT;TERRA NOVA DO NORTE;ESTADUAL;51009609;EE 12 ABRIL;AEE - FUNDAMENTAL; 25 ;;
MT;TERRA NOVA DO NORTE;ESTADUAL;51009609;EE 12 ABRIL;AEE - MÉDIO; 10 ;;
MT;TERRA NOVA DO NORTE;MUNICIPAL;51071355;EM 5 DE JULHO;AEE - FUNDAMENTAL; 17 ;;
MT;TERRA NOVA DO NORTE;MUNICIPAL;51094304;ESCOLA MUNICIPAL CHAPEUZINHO VERMELHO;AEE - FUNDAMENTAL; 7 ;;
MT;TERRA NOVA DO NORTE;MUNICIPAL;51094304;ESCOLA MUNICIPAL CHAPEUZINHO VERMELHO;AEE - INFANTIL; 13 ;;
MT;TERRA NOVA DO NORTE;MUNICIPAL;51009358;ESCOLA MUNICIPAL XANXERE;AEE - FUNDAMENTAL; 10 ;;
MT;TERRA NOVA DO NORTE;MUNICIPAL;51009358;ESCOLA MUNICIPAL XANXERE;AEE - INFANTIL; 2 ;;
MT;TESOURO;ESTADUAL;51053675;EE XV DE OUTUBRO;AEE - FUNDAMENTAL; 10 ;;
MT;TESOURO;ESTADUAL;51053675;EE XV DE OUTUBRO;AEE - MÉDIO; 2 ;;
MT;TORIXOREU;ESTADUAL;51049279;EE ARTHUR DA COSTA E SILVA;AEE - FUNDAMENTAL; 11 ;;
MT;TORIXOREU;ESTADUAL;51049279;EE ARTHUR DA COSTA E SILVA;AEE - MÉDIO; 8 ;;
MT;TORIXOREU;MUNICIPAL;51049260;EM SAO JOSE;AEE - FUNDAMENTAL; 5 ;;
MT;TORIXOREU;MUNICIPAL;51049260;EM SAO JOSE;AEE - INFANTIL; 5 ;;
MT;UNIAO DO SUL;MUNICIPAL;51086263;CRECHE MUNICIPAL SANTO ANJO;AEE - INFANTIL; 19 ;;
MT;UNIAO DO SUL;ESTADUAL;51087740;EE IVALDINO FRANCIO;AEE - FUNDAMENTAL; 8 ;;
MT;UNIAO DO SUL;ESTADUAL;51087740;EE IVALDINO FRANCIO;AEE - MÉDIO; 4 ;;
MT;UNIAO DO SUL;MUNICIPAL;51015080;ESCOLA MUNICIPAL DE EDUCACAO BASICA MATILDE ALTENHOFEM;AEE - FUNDAMENTAL; 14 ;;
MT;UNIAO DO SUL;MUNICIPAL;51015080;ESCOLA MUNICIPAL DE EDUCACAO BASICA MATILDE ALTENHOFEM;AEE - INFANTIL; 14 ;;
MT;VALE DE SAO DOMINGOS;MUNICIPAL;51087863;E M PADRE NAZARENO LANCIOTTI;AEE - FUNDAMENTAL; 6 ;;
MT;VALE DE SAO DOMINGOS;MUNICIPAL;51087863;E M PADRE NAZARENO LANCIOTTI;AEE - INFANTIL; 3 ;;
MT;VALE DE SAO DOMINGOS;ESTADUAL;51090279;EE RAINHA DA PAZ;AEE - FUNDAMENTAL; 3 ;;
MT;VALE DE SAO DOMINGOS;ESTADUAL;51090279;EE RAINHA DA PAZ;AEE - MÉDIO; 3 ;;
MT;VALE DE SAO DOMINGOS;MUNICIPAL;51026651;ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE;AEE - FUNDAMENTAL; 7 ;;
MT;VALE DE SAO DOMINGOS;MUNICIPAL;51026651;ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE;AEE - INFANTIL; 1 ;;
MT;VARZEA GRANDE;MUNICIPAL;51167808;CMAEAPI JOAO RIBEIRO FILHO;AEE - FUNDAMENTAL; 160 ;;
MT;VARZEA GRANDE;MUNICIPAL;51167808;CMAEAPI JOAO RIBEIRO FILHO;AEE - INFANTIL; 124 ;;
MT;VARZEA GRANDE;MUNICIPAL;51088746;CMEI MANOEL ROSA DE FIGUEIREDO;AEE - FUNDAMENTAL; 9 ;;
MT;VARZEA GRANDE;MUNICIPAL;51088746;CMEI MANOEL ROSA DE FIGUEIREDO;AEE - INFANTIL; 10 ;;
MT;VARZEA GRANDE;ESTADUAL;51043149;EE DEP EMANUEL PINHEIRO;AEE - FUNDAMENTAL; 7 ;;
