ESCOLAS PÚBLICAS E CONVENIADAS QUE OFERECEM ATENDIMENTO EDUCACIONAL ESPECIALIZADO E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Dependência Administrativa;Código Entidade no INEP;Entidade;Segmento;Alunos Contemplados;Categoria;Conveniada
AL;DELMIRO GOUVEIA;MUNICIPAL;27003388;ESCOLA MUNICIPAL DE EDUCACAO BASICA IRMA DULCE;AEE - FUNDAMENTAL; 93 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003558;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE BEZERRA DA SILVA;AEE - FUNDAMENTAL; 87 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003558;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE BEZERRA DA SILVA;AEE - INFANTIL; 6 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003418;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE CORREIA DOS SANTOS;AEE - FUNDAMENTAL; 24 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003418;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE CORREIA DOS SANTOS;AEE - INFANTIL; 8 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27217140;ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL MOURA DE SOUZA;AEE - FUNDAMENTAL; 33 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003183;ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA DULCE CAVALCANTE FEITOZA;AEE - FUNDAMENTAL; 67 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003183;ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA DULCE CAVALCANTE FEITOZA;AEE - INFANTIL; 16 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27218287;ESCOLA MUNICIPAL DE EDUCACAO BASICA NOEMIA BANDEIRA DA SILVA;AEE - FUNDAMENTAL; 52 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003574;ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE ANCHIETA;AEE - FUNDAMENTAL; 22 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003574;ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE ANCHIETA;AEE - INFANTIL; 2 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003582;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR MANOEL JOSE GOMES CALACA;AEE - FUNDAMENTAL; 20 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003582;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR MANOEL JOSE GOMES CALACA;AEE - INFANTIL; 9 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27214907;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA VIRGILIA BEZERRA DE LIMA;AEE - FUNDAMENTAL; 108 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003590;ESCOLA MUNICIPAL DE EDUCACAO BASICA RAIMYSON SILVA NASCIMENTO;AEE - FUNDAMENTAL; 32 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003590;ESCOLA MUNICIPAL DE EDUCACAO BASICA RAIMYSON SILVA NASCIMENTO;AEE - INFANTIL; 2 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003604;ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI BARBOSA;AEE - FUNDAMENTAL; 15 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003604;ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI BARBOSA;AEE - INFANTIL; 1 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003329;ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE;AEE - FUNDAMENTAL; 14 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003329;ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE;AEE - INFANTIL; 3 ;;
AL;DELMIRO GOUVEIA;MUNICIPAL;27003647;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CASINHA FELIZ;AEE - INFANTIL; 37 ;;
AL;DOIS RIACHOS;MUNICIPAL;27004791;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR JOSE VIEIRA GUIMARAES;AEE - FUNDAMENTAL; 43 ;;
AL;DOIS RIACHOS;MUNICIPAL;27004791;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR JOSE VIEIRA GUIMARAES;AEE - INFANTIL; 20 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27056643;CENTRO EDUCACIONAL INFANTIL FRANCISCO JOSE SOBRINHO;AEE - INFANTIL; 5 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012158;CRECHE MUNICIPAL EMANUELLE;AEE - INFANTIL; 11 ;;
AL;ESTRELA DE ALAGOAS;ESTADUAL;27012166;ESCOLA ESTADUAL LUIZ DUARTE;AEE - MÉDIO; 12 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012468;ESCOLA MUNICIPAL ANTONIO PINTO DE ARAUJO;AEE - FUNDAMENTAL; 3 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012468;ESCOLA MUNICIPAL ANTONIO PINTO DE ARAUJO;AEE - INFANTIL; 1 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012433;ESCOLA MUNICIPAL DEPUTADO EMILIO SILVA;AEE - FUNDAMENTAL; 3 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012476;ESCOLA MUNICIPAL FRANCISCO DE ASSIS;AEE - FUNDAMENTAL; 3 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012476;ESCOLA MUNICIPAL FRANCISCO DE ASSIS;AEE - INFANTIL; 4 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012530;ESCOLA MUNICIPAL JOAO MARIANO FILHO;AEE - FUNDAMENTAL; 4 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012530;ESCOLA MUNICIPAL JOAO MARIANO FILHO;AEE - INFANTIL; 1 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012484;ESCOLA MUNICIPAL JOAO PAULO II;AEE - FUNDAMENTAL; 30 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012484;ESCOLA MUNICIPAL JOAO PAULO II;AEE - INFANTIL; 1 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012190;ESCOLA MUNICIPAL MANOEL MARTINS DOS ANJOS;AEE - FUNDAMENTAL; 5 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012190;ESCOLA MUNICIPAL MANOEL MARTINS DOS ANJOS;AEE - INFANTIL; 2 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012417;ESCOLA MUNICIPAL MANOEL RAIMUNDO VIEIRA;AEE - FUNDAMENTAL; 3 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012360;ESCOLA MUNICIPAL SANTA LUZIA;AEE - FUNDAMENTAL; 4 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012360;ESCOLA MUNICIPAL SANTA LUZIA;AEE - INFANTIL; 2 ;;
AL;ESTRELA DE ALAGOAS;MUNICIPAL;27012352;ESCOLA MUNICIPAL SIMPLICIO AQUINO DO NASCIMENTO;AEE - FUNDAMENTAL; 2 ;;
AL;FEIRA GRANDE;ESTADUAL;27018350;ESCOLA ESTADUAL MANOEL LEANDRO DE LIRA;AEE - MÉDIO; 8 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018440;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO BISPO DE OLIVEIRA;AEE - FUNDAMENTAL; 33 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018440;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO BISPO DE OLIVEIRA;AEE - INFANTIL; 8 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018660;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL DIVALDO SURUAGY;AEE - FUNDAMENTAL; 15 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018539;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL MANOEL HONORIO BISPO;AEE - FUNDAMENTAL; 14 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018539;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL MANOEL HONORIO BISPO;AEE - INFANTIL; 9 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018504;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL LUIZ PEREIRA;AEE - FUNDAMENTAL; 6 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018504;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL LUIZ PEREIRA;AEE - INFANTIL; 2 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018709;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MURILO DA ROCHA MENDES;AEE - FUNDAMENTAL; 5 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018709;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MURILO DA ROCHA MENDES;AEE - INFANTIL; 5 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018407;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRO ALVARES CABRAL;AEE - FUNDAMENTAL; 10 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018407;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRO ALVARES CABRAL;AEE - INFANTIL; 10 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018601;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SETE DE SETEMBRO;AEE - FUNDAMENTAL; 36 ;;
AL;FEIRA GRANDE;MUNICIPAL;27018369;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VERIDIANO SOARES DA SILVA;AEE - FUNDAMENTAL; 47 ;;
AL;FELIZ DESERTO;ESTADUAL;27044726;ESCOLA ESTADUAL SENADOR ARNON DE MELLO;AEE - MÉDIO; 6 ;;
AL;FELIZ DESERTO;MUNICIPAL;27222586;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO MANUEL MUNIZ SIMOES;AEE - FUNDAMENTAL; 10 ;;
AL;FELIZ DESERTO;MUNICIPAL;27044769;ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR ANTONIO CAETANO DE MELO;AEE - FUNDAMENTAL; 1 ;;
AL;FLEXEIRAS;MUNICIPAL;27214257;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANTONIA CAVALCANTE DE ALMEIDA;AEE - INFANTIL; 20 ;;
AL;FLEXEIRAS;MUNICIPAL;27214354;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DELCIO VERCOSA DE AMORIM;AEE - FUNDAMENTAL; 21 ;;
AL;FLEXEIRAS;MUNICIPAL;27028305;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DR JARBAS MAYA DE OMENA;AEE - FUNDAMENTAL; 16 ;;
AL;FLEXEIRAS;MUNICIPAL;27221075;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GUILHERME CALHEIROS;AEE - FUNDAMENTAL; 25 ;;
AL;FLEXEIRAS;MUNICIPAL;27028178;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NOSSA SENHORA DA CONCEICAO;AEE - FUNDAMENTAL; 4 ;;
AL;FLEXEIRAS;MUNICIPAL;27028178;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NOSSA SENHORA DA CONCEICAO;AEE - INFANTIL; 1 ;;
AL;FLEXEIRAS;MUNICIPAL;27051897;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SENADOR BENEDITO DE LIRA;AEE - FUNDAMENTAL; 22 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019284;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MANOEL LEITE FILHO;AEE - FUNDAMENTAL; 10 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019284;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MANOEL LEITE FILHO;AEE - INFANTIL; 16 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27055825;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR JOSE APARECIDO DOS SANTOS;AEE - INFANTIL; 21 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27323013;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SANTA MONICA;AEE - FUNDAMENTAL; 5 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27323013;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SANTA MONICA;AEE - INFANTIL; 11 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27018814;COMPLEXO MUNICIPAL DE EDUCACAO BASICA DEPUTADO JOSE MEDEIROS;AEE - FUNDAMENTAL; 59 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27223868;COMPLEXO MUNICIPAL DE EDUCACAO BASICA EM TEMPO INTEGRAL JOSE DE MESSIAS BARROS;AEE - FUNDAMENTAL; 32 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27223868;COMPLEXO MUNICIPAL DE EDUCACAO BASICA EM TEMPO INTEGRAL JOSE DE MESSIAS BARROS;AEE - INFANTIL; 4 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27056210;COMPLEXO MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE LIMA MAURICIO;AEE - FUNDAMENTAL; 9 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27056210;COMPLEXO MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE LIMA MAURICIO;AEE - INFANTIL; 7 ;;
AL;GIRAU DO PONCIANO;ESTADUAL;27018997;E E E B JOSE ENOQUE DE BARROS;AEE - MÉDIO; 15 ;;
AL;GIRAU DO PONCIANO;ESTADUAL;27220087;ESCOLA ESTADUAL DEPUTADO GILVAN BARROS;AEE - MÉDIO; 6 ;;
AL;GIRAU DO PONCIANO;ESTADUAL;27018962;ESCOLA ESTADUAL OLIMPIA TENORIO LIMA;AEE - MÉDIO; 7 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27018946;ESCOLA MUNICIPAL DE EDUCACAO BASICA DENILMA BULHOES;AEE - FUNDAMENTAL; 9 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019110;ESCOLA MUNICIPAL DE EDUCACAO BASICA DEPUTADO ANTONIO HOLANDA;AEE - FUNDAMENTAL; 15 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019110;ESCOLA MUNICIPAL DE EDUCACAO BASICA DEPUTADO ANTONIO HOLANDA;AEE - INFANTIL; 2 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27225500;ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM HELDER CAMARA;AEE - FUNDAMENTAL; 4 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27221547;ESCOLA MUNICIPAL DE EDUCACAO BASICA DOUTOR RICARDO VITORIO;AEE - FUNDAMENTAL; 7 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27221547;ESCOLA MUNICIPAL DE EDUCACAO BASICA DOUTOR RICARDO VITORIO;AEE - INFANTIL; 4 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27018768;ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR GERALDO BULHOES;AEE - FUNDAMENTAL; 27 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27018768;ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR GERALDO BULHOES;AEE - INFANTIL; 1 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27018954;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO JOSE DE FARIAS;AEE - FUNDAMENTAL; 13 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27018954;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO JOSE DE FARIAS;AEE - INFANTIL; 3 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27223000;ESCOLA MUNICIPAL DE EDUCACAO BASICA LUCIANO ALVES DA SILVA;AEE - FUNDAMENTAL; 25 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019470;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR ANTONIO VITOR BARBOSA;AEE - FUNDAMENTAL; 15 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019268;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA GENOVEVA MARIA DA COSTA;AEE - FUNDAMENTAL; 14 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019268;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA GENOVEVA MARIA DA COSTA;AEE - INFANTIL; 2 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27221520;ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA IZABEL;AEE - FUNDAMENTAL; 5 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27221520;ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA IZABEL;AEE - INFANTIL; 1 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019381;ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE;AEE - FUNDAMENTAL; 10 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019381;ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOSE;AEE - INFANTIL; 3 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019438;ESCOLA MUNICIPAL DE EDUCACAO BASICA TIRADENTES;AEE - FUNDAMENTAL; 30 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27019438;ESCOLA MUNICIPAL DE EDUCACAO BASICA TIRADENTES;AEE - INFANTIL; 8 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27259005;ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR ANTONIO ALVES;AEE - FUNDAMENTAL; 20 ;;
AL;GIRAU DO PONCIANO;MUNICIPAL;27259005;ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR ANTONIO ALVES;AEE - MÉDIO; 1 ;;
AL;IBATEGUARA;MUNICIPAL;27215563;ESCOLA DE ENSINO FUND E MEDIO MARLY FARIAS LESSA;AEE - FUNDAMENTAL; 6 ;;
AL;IBATEGUARA;ESTADUAL;27022838;ESCOLA ESTADUAL MONSENHOR LUIS CARLOS DE OLIVEIRA BARBOSA;AEE - MÉDIO; 8 ;;
AL;IBATEGUARA;MUNICIPAL;27022846;ESCOLA MUL DE ENS FUND JOAO FRANCISCO DE ARAUJO;AEE - FUNDAMENTAL; 6 ;;
AL;IBATEGUARA;MUNICIPAL;27022854;ESCOLA MUN DE ENSINO FUND GOV AFRANIO LAGES;AEE - FUNDAMENTAL; 29 ;;
AL;IBATEGUARA;MUNICIPAL;27022862;ESCOLA MUNICIPAL DE ENSINO FUND MUNIZ FALCAO;AEE - INFANTIL; 7 ;;
AL;IBATEGUARA;MUNICIPAL;27022870;ESCOLA MUNICIPAL DE ENSINO FUND PEDRO VELOSO;AEE - FUNDAMENTAL; 5 ;;
AL;IBATEGUARA;MUNICIPAL;27022870;ESCOLA MUNICIPAL DE ENSINO FUND PEDRO VELOSO;AEE - INFANTIL; 1 ;;
AL;IBATEGUARA;MUNICIPAL;27022820;ESCOLA MUNICIPAL DE ENSINO FUND SAO SEBASTIAO;AEE - FUNDAMENTAL; 8 ;;
AL;IBATEGUARA;MUNICIPAL;27047555;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ELISA CALDAS;AEE - FUNDAMENTAL; 10 ;;
AL;IGACI;ESTADUAL;27012611;ESCOLA ESTADUAL DE COITE DAS PINHAS;AEE - MÉDIO; 3 ;;
AL;IGACI;ESTADUAL;27012638;ESCOLA ESTADUAL MARIA AMELIA SAMPAIO LUZ;AEE - MÉDIO; 4 ;;
AL;IGACI;ESTADUAL;27012620;ESCOLA ESTADUAL OTACILIA JATOBA TORRES;AEE - MÉDIO; 4 ;;
AL;IGACI;MUNICIPAL;27012697;ESCOLA MUNICIPAL CIRILO PEDRO DA SILVA;AEE - FUNDAMENTAL; 5 ;;
AL;IGACI;MUNICIPAL;27013057;ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO GOMES DE ARAUJO;AEE - FUNDAMENTAL; 5 ;;
AL;IGACI;MUNICIPAL;27013057;ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO GOMES DE ARAUJO;AEE - INFANTIL; 1 ;;
AL;IGACI;MUNICIPAL;27218341;ESCOLA MUNICIPAL DE EDUCACAO BASICA BENEDITO DE ALMEIDA SILVA;AEE - FUNDAMENTAL; 15 ;;
AL;IGACI;MUNICIPAL;27317048;ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE LUIS FARIAS TORRES;AEE - FUNDAMENTAL; 20 ;;
AL;IGACI;MUNICIPAL;27317048;ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE LUIS FARIAS TORRES;AEE - INFANTIL; 1 ;;
AL;IGACI;MUNICIPAL;27013049;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO CAETANO DE SOUZA;AEE - FUNDAMENTAL; 9 ;;
AL;IGACI;MUNICIPAL;27012735;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DESEMBARGADOR JOAO DE OLIVEIRA E SILVA;AEE - FUNDAMENTAL; 11 ;;
AL;IGACI;MUNICIPAL;27012735;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DESEMBARGADOR JOAO DE OLIVEIRA E SILVA;AEE - INFANTIL; 1 ;;
AL;IGACI;MUNICIPAL;27012859;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SAO VICENTE DE PAULA;AEE - FUNDAMENTAL; 4 ;;
AL;IGACI;MUNICIPAL;27012859;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SAO VICENTE DE PAULA;AEE - INFANTIL; 1 ;;
AL;IGACI;MUNICIPAL;27051919;ESCOLA MUNICIPAL JOAO ALVES PIANCO;AEE - FUNDAMENTAL; 7 ;;
AL;IGREJA NOVA;ESTADUAL;27045129;ESCOLA ESTADUAL ALFREDO REGO;AEE - FUNDAMENTAL; 1 ;;
AL;IGREJA NOVA;ESTADUAL;27045129;ESCOLA ESTADUAL ALFREDO REGO;AEE - MÉDIO; 6 ;;
AL;IGREJA NOVA;ESTADUAL;27044866;ESCOLA ESTADUAL PROFESSOR PEDRO REYS;AEE - MÉDIO; 9 ;;
AL;IGREJA NOVA;MUNICIPAL;27044947;ESCOLA MUNICIPAL DE EDUCACAO BASICA DERMEVAL RAPOSO;AEE - FUNDAMENTAL; 3 ;;
AL;IGREJA NOVA;MUNICIPAL;27044947;ESCOLA MUNICIPAL DE EDUCACAO BASICA DERMEVAL RAPOSO;AEE - INFANTIL; 2 ;;
AL;IGREJA NOVA;MUNICIPAL;27044904;ESCOLA MUNICIPAL DE EDUCACAO BASICA GENERAL ARTUR DA COSTA E SILVA;AEE - FUNDAMENTAL; 6 ;;
AL;IGREJA NOVA;MUNICIPAL;27044904;ESCOLA MUNICIPAL DE EDUCACAO BASICA GENERAL ARTUR DA COSTA E SILVA;AEE - INFANTIL; 3 ;;
AL;IGREJA NOVA;MUNICIPAL;27215539;ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR LUIZ CAVALCANTE;AEE - FUNDAMENTAL; 3 ;;
AL;IGREJA NOVA;MUNICIPAL;27215539;ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR LUIZ CAVALCANTE;AEE - INFANTIL; 2 ;;
AL;IGREJA NOVA;MUNICIPAL;27044874;ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL PINHEIRO FALCONERI;AEE - FUNDAMENTAL; 2 ;;
AL;IGREJA NOVA;MUNICIPAL;27044874;ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL PINHEIRO FALCONERI;AEE - INFANTIL; 1 ;;
AL;IGREJA NOVA;MUNICIPAL;27045056;ESCOLA MUNICIPAL DE EDUCACAO BASICA PRINCESA ISABEL;AEE - FUNDAMENTAL; 4 ;;
AL;IGREJA NOVA;MUNICIPAL;27045056;ESCOLA MUNICIPAL DE EDUCACAO BASICA PRINCESA ISABEL;AEE - INFANTIL; 2 ;;
AL;IGREJA NOVA;MUNICIPAL;27215377;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFª EDELVITA GLORIA LUZ;AEE - FUNDAMENTAL; 5 ;;
AL;IGREJA NOVA;MUNICIPAL;27215377;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFª EDELVITA GLORIA LUZ;AEE - INFANTIL; 3 ;;
AL;IGREJA NOVA;MUNICIPAL;27044912;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA AURITA ROCHA;AEE - FUNDAMENTAL; 32 ;;
AL;IGREJA NOVA;MUNICIPAL;27044912;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA AURITA ROCHA;AEE - INFANTIL; 5 ;;
AL;IGREJA NOVA;MUNICIPAL;27215202;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOUTOR CARLOS BENIGNO PEREIRA DE LYRA;AEE - FUNDAMENTAL; 29 ;;
AL;IGREJA NOVA;MUNICIPAL;27215202;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOUTOR CARLOS BENIGNO PEREIRA DE LYRA;AEE - INFANTIL; 4 ;;
AL;IGREJA NOVA;MUNICIPAL;27230686;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FREI ARNALDO MOTTA E SA;AEE - FUNDAMENTAL; 40 ;;
AL;INHAPI;ESTADUAL;27001750;ESCOLA ESTADUAL DE ENSINO MEDIO NEZINHO PEREIRA;AEE - MÉDIO; 23 ;;
AL;INHAPI;ESTADUAL;27001407;ESCOLA ESTADUAL RUBENS NUNES DE OLIVEIRA;AEE - FUNDAMENTAL; 6 ;;
AL;INHAPI;ESTADUAL;27001407;ESCOLA ESTADUAL RUBENS NUNES DE OLIVEIRA;AEE - MÉDIO; 4 ;;
AL;INHAPI;MUNICIPAL;27220184;ESCOLA MUNICIPAL DE EDUCACAO BASICA LUIZ CELSO MALTA BRANDAO;AEE - FUNDAMENTAL; 19 ;;
AL;INHAPI;MUNICIPAL;27220184;ESCOLA MUNICIPAL DE EDUCACAO BASICA LUIZ CELSO MALTA BRANDAO;AEE - INFANTIL; 10 ;;
AL;INHAPI;MUNICIPAL;27001393;ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO ROSARIO;AEE - FUNDAMENTAL; 53 ;;
AL;INHAPI;MUNICIPAL;27001393;ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO ROSARIO;AEE - INFANTIL; 1 ;;
AL;INHAPI;MUNICIPAL;27052460;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA DA SILVA BRANDAO;AEE - FUNDAMENTAL; 7 ;;
AL;INHAPI;MUNICIPAL;27052460;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA DA SILVA BRANDAO;AEE - INFANTIL; 2 ;;
AL;INHAPI;MUNICIPAL;27219402;ESCOLA MUNICIPAL DE EDUCACAO BASICA URBANO MALTA FILHO;AEE - FUNDAMENTAL; 12 ;;
