;;;;;;;;
ESCOLAS DE EDUCAÇÃO PROFISSIONAL E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Código da Escola no INEP;CNPJ;Entidade;Segmento;Categoria;Conveniada; Número de Alunos 
PR;SAO JOSE DOS PINHAIS;41600894;;TARSILA DO AMARAL C EEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;29,00
PR;SAO JOSE DOS PINHAIS;41600894;;TARSILA DO AMARAL C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
PR;SAO JOSE DOS PINHAIS;41601890;;ZILDA ARNS NEUMANN C E CM DRAEF M P;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;SAO MATEUS DO SUL;41119398;;CAXIAS C E DQ DEEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;57,00
PR;SAO MATEUS DO SUL;41119398;;CAXIAS C E DQ DEEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;74,00
PR;SAO MATEUS DO SUL;41119398;;CAXIAS C E DQ DEEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;3,00
PR;SAO MATEUS DO SUL;41119630;;LAJEADO C E DO C DOEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;SAO MATEUS DO SUL;41119746;;ORLANDA D SANTOS C E PROFAEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;27,00
PR;SAO MATEUS DO SUL;41119746;;ORLANDA D SANTOS C E PROFAEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;27,00
PR;SAO MATEUS DO SUL;41119746;;ORLANDA D SANTOS C E PROFAEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;SAO MATEUS DO SUL;41119860;;SAO MATEUS C EEF M PROFIS N;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;25,00
PR;SAO MATEUS DO SUL;41145534;;CEEBJA DE SAO MATEUS DO SULEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
PR;SAO MIGUEL DO IGUACU;41079159;;PEDRO II C E C DEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;19,00
PR;SAO MIGUEL DO IGUACU;41079167;;PEDRO V PARIGOT DE SOUZA C EEF M PROFI;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;SARANDI;41025059;;ANTONIO FCO LISBOA C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;10,00
PR;SARANDI;41025105;;JARDIM INDEPENDENCIA C E DOEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;9,00
PR;SARANDI;41025113;;JARDIM PANORAMA C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;4,00
PR;SARANDI;41145500;;CORA CORALINA C E CMEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;3,00
PR;SARANDI;41148517;;JARDIM UNIVERSITARIO C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;12,00
PR;SARANDI;41162030;;LUIZ ZANCHIM C E CM VEREF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;SARANDI;41357523;;CEEBJA SARANDIEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;SARANDI;41384717;;HELENA KOLODY C EEF M P;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;SAUDADE DO IGUACU;41094301;;CAXIAS C E DQ DEEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
PR;SENGES;41059166;;ANITA GRANDI SALMON C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;SENGES;41059255;;COSTA E SILVA C E PRESEF M N;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;8,00
PR;TAMARANA;41031911;;MARIA C DE ALCANTARA C E PROFAEF M P;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
PR;TEIXEIRA SOARES;41112679;;JOAO NEGRAO JR C EEF M PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
PR;TELEMACO BORBA;41056140;;CUSTODIO NETTO C E CM PROFEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;26,00
PR;TELEMACO BORBA;41056140;;CUSTODIO NETTO C E CM PROFEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;TELEMACO BORBA;41056221;;GREGORIO TEIXEIRA C EEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;TELEMACO BORBA;41056264;;JARDIM ALEGRE C E CMEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;25,00
PR;TELEMACO BORBA;41056361;;MARCELINO NOGUEIRA C E CM DREF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
PR;TELEMACO BORBA;41056361;;MARCELINO NOGUEIRA C E CM DREF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;25,00
PR;TELEMACO BORBA;41056388;;MARIA AP M S PEREIRA C E CM PROFAEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;38,00
PR;TELEMACO BORBA;41056388;;MARIA AP M S PEREIRA C E CM PROFAEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;TELEMACO BORBA;41056540;;SAO PEDRO C E CMEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;30,00
PR;TELEMACO BORBA;41056540;;SAO PEDRO C E CMEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;7,00
PR;TELEMACO BORBA;41056620;;VARGAS C E CM PRESEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;32,00
PR;TELEMACO BORBA;41056620;;VARGAS C E CM PRESEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;TELEMACO BORBA;41056639;;WOLFF KLABIN C EEF M N PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;28,00
PR;TELEMACO BORBA;41056639;;WOLFF KLABIN C EEF M N PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;87,00
PR;TELEMACO BORBA;41361040;;SAO FRANCISCO DE ASSIS C EE F M P;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;TOLEDO;41068203;;ANTONIO J REIS C E CMEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;14,00
PR;TOLEDO;41068203;;ANTONIO J REIS C E CMEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;39,00
PR;TOLEDO;41068254;;ATTILIO FONTANA C E SENEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;30,00
PR;TOLEDO;41068254;;ATTILIO FONTANA C E SENEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;4,00
PR;TOLEDO;41068262;;AUGUSTINHO DONIN C EEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
PR;TOLEDO;41068289;;AYRTON SENNA DA SILVA C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
PR;TOLEDO;41068394;;CASTELO BRANCO C E PRESEM N PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;53,00
PR;TOLEDO;41068394;;CASTELO BRANCO C E PRESEM N PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;88,00
PR;TOLEDO;41068394;;CASTELO BRANCO C E PRESEM N PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
PR;TOLEDO;41068459;;DARIO VELLOZO C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;17,00
PR;TOLEDO;41068505;;ESPERANCA F COVATTI C EEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;TOLEDO;41068548;;FRANCISCO G DE LIMA C E VEREF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;TOLEDO;41068637;;JARDIM EUROPA C EEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;29,00
PR;TOLEDO;41068637;;JARDIM EUROPA C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;12,00
PR;TOLEDO;41068645;;JARDIM GISELLA C EEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;7,00
PR;TOLEDO;41068645;;JARDIM GISELLA C EEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;22,00
PR;TOLEDO;41068653;;JARDIM MARACANA C E CMEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;37,00
PR;TOLEDO;41068653;;JARDIM MARACANA C E CMEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;7,00
PR;TOLEDO;41068661;;JARDIM PORTO ALEGRE C EEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;TOLEDO;41068807;;LUIZ AUGUSTO M REGO C E CMEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;10,00
PR;TOLEDO;41068980;;NOVO HORIZONTE C E CMEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
PR;TOLEDO;41068980;;NOVO HORIZONTE C E CMEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
PR;TOLEDO;41145771;;CEEBJA DE TOLEDOEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;4,00
PR;TURVO;41106628;;EDITE C MARQUES C E CMEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;13,00
PR;TURVO;41106644;;FAXINAL DA BOA VISTA C E DO CEF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;19,00
PR;TURVO;41152719;;EDVALDO E MARIA J CARN C E PROFEF M P;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;9,00
PR;UBIRATA;41145623;;CECILIA MEIRELES C EEF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;35,00
PR;UMUARAMA;41007670;;BENTO MOSSURUNGA C EEF M N PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
PR;UMUARAMA;41007670;;BENTO MOSSURUNGA C EEF M N PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;63,00
PR;UMUARAMA;41008111;;NEIVA PAVAN M GARCIA C E PROFA EF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;24,00
PR;UMUARAMA;41008111;;NEIVA PAVAN M GARCIA C E PROFA EF M;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
PR;UMUARAMA;41008170;;JOSE BALAN C E VEREF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;33,00
PR;UMUARAMA;41008316;;MANUEL DA NOBREGA C E CM PEEF M P;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;UMUARAMA;41008316;;MANUEL DA NOBREGA C E CM PEEF M P;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
PR;UMUARAMA;41008413;;MONTEIRO LOBATO C E CMEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
PR;UMUARAMA;41008472;;ZILDA ARNS C E CM DRA EF M;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;59,00
PR;UMUARAMA;41008537;;PEDRO II C EEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;53,00
PR;UMUARAMA;41008863;;PAULO A TOMAZINHO C E PROFEF M PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
PR;UMUARAMA;41008863;;PAULO A TOMAZINHO C E PROFEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;30,00
PR;VENTANIA;41057198;;ALBERTO DA SILVA PARANA C EEF M PROFIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;35,00
PR;VERE;41090381;;ARNALDO BUSATO C EE F M N PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
PR;VITORINO;41094557;;HENRIQUE VICENZI C E PEEF M N PROFIS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
RJ;BARRA DO PIRAI;33094420;;CIEP 286 MURILO PORTUGAL;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BARRA MANSA;33029342;;CE BALDOMERO BARBARA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;6,00
RJ;BARRA MANSA;33029369;;CE BARAO DE AIURUOCA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;BARRA MANSA;33029660;;CE JAYME SILVESTRE CAMARGO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BARRA MANSA;33029679;;CE PROFESSOR LUIZ GONZAGA DE MATTOS;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BARRA MANSA;33096856;;CIEP 493 PROFESSORA ANTONIETA SALINAS DE CASTRO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BELFORD ROXO;33046654;;CIEP 112 MONSENHOR SOLANO DANTAS MENEZES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BELFORD ROXO;33046751;;CE BAIRRO NOVA AURORA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;BELFORD ROXO;33047286;;CIEP 210 MARIO ALVES DE SOUZA VIEIRA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BELFORD ROXO;33047324;;CE SAO BERNARDO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;BELFORD ROXO;33047928;;CE VARZEA DA ALEGRIA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33008396;;CE CORONEL JOAO BATISTA DE PAULA BARROSO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;CAMPOS DOS GOYTACAZES;33008434;;CE DOUTOR SYLVIO BASTOS TAVARES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;CAMPOS DOS GOYTACAZES;33008442;;CE JOAO PESSOA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;CAMPOS DOS GOYTACAZES;33008450;;CE JOSE DO PATROCINIO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33008485;;CE NILO PECANHA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;CAMPOS DOS GOYTACAZES;33008493;;CE VISCONDE DO RIO BRANCO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33008728;;CE CONSTANTINO FERNANDES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;16,00
RJ;CAMPOS DOS GOYTACAZES;33008736;;CE DESEMBARGADOR ALVARO FERREIRA PINTO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;CAMPOS DOS GOYTACAZES;33008841;;CE DOUTOR MAXIMO DE AZEVEDO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;4,00
RJ;CAMPOS DOS GOYTACAZES;33008850;;CE DOUTOR PHILLIPPE UEBE;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;CAMPOS DOS GOYTACAZES;33008868;;CE DOUTOR THIERS CARDOSO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;8,00
RJ;CAMPOS DOS GOYTACAZES;33008892;;CE GENERAL DUTRA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33009120;;CE ROTARY II ENILDA BARRETO RANGEL;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;6,00
RJ;CAMPOS DOS GOYTACAZES;33010110;;LICEU DE HUMANIDADES DE CAMPOS;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;8,00
RJ;CAMPOS DOS GOYTACAZES;33010650;;CE DOUTOR BARROS BARRETO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33011400;;CE LEONCIO PEREIRA GOMES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33011427;;CE ATILANO CHRYSOSTOMO DE OLIVEIRA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;CAMPOS DOS GOYTACAZES;33011842;;CE NELSON PEREIRA REBEL;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33093938;;CIEP 461 CLOVIS TAVARES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;CAMPOS DOS GOYTACAZES;33099111;;CIEP 463 JOAO BORGES BARRETO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33048479;;CE DUQUE DE CAXIAS;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33048932;;CE HERBERT MOSES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33049017;;CE SAO BENTO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33049475;;IE GOVERNADOR ROBERTO SILVEIRA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33049688;;CIEP 032 CORA CORALINA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33050031;;CE PROFESSORA VERA LUCIA TAVARES ROMAO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33050422;;CE FERNANDO FIGUEIREDO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;DUQUE DE CAXIAS;33050430;;CE PADRE ANCHIETA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;DUQUE DE CAXIAS;33050490;;CE DOUTOR ALFREDO BACKER;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;5,00
RJ;DUQUE DE CAXIAS;33050503;;CE MANOEL BANDEIRA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33050511;;CE NOVA AMERICA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;DUQUE DE CAXIAS;33050538;;CE OPERARIO JOAO VICENTE;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33050546;;CE PARADA ANGELICA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33050554;;CE PROFESSOR FRANCISCO PORTUGAL NEVES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33050767;;CE CIRCULO OPERARIO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33097895;;CIEP 404 CLARICE LISPECTOR;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;DUQUE DE CAXIAS;33101655;;CIEP 320 ERCILIA ANTONIA DA SILVA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;4,00
RJ;ITABORAI;33051321;;CIEP 130 DOUTOR ELIAS DE MIRANDA SARAIVA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;ITABORAI;33051380;;CE VISCONDE DE ITABORAI;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;ITAGUAI;33044929;;CE CLODOMIRO VASCONCELOS;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;4,00
RJ;ITAGUAI;33044953;;CE PROFESSOR NEY CIDADE PALMEIRO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;ITAGUAI;33045291;;CIEP 368 JOAO CONCEICAO CANUTO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;ITAOCARA;33099278;;CIEP 275 LENINE CORTES FALANTE;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;JAPERI;33052492;;CE ALMIRANTE TAMANDARE;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;6,00
RJ;JAPERI;33052514;;CE BARAO DO RIO BRANCO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;JAPERI;33052530;;CE ENGENHEIRO PEDREIRA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;JAPERI;33100217;;CIEP 402 APARICIO TORELLI;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MACAE;33015180;;CE LUIZ REID;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MACAE;33015317;;CE MATIAS NETO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MACAE;33015333;;CE RACHEL REID PEREIRA DE SOUZA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MAGE;33053383;;CE JOSE VERISSIMO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MAGE;33053413;;CE PROFESSORA ALDA BERNARDO DOS SANTOS TAVARES;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MESQUITA;33061106;;CIEP 111 GELSON FREITAS;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;MESQUITA;33061106;;CIEP 111 GELSON FREITAS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (SEGUNDA MATRÍCULA);Pública;Não se aplica;1,00
RJ;MESQUITA;33061149;;CE BRASIL;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;MESQUITA;33061165;;CE DOM PEDRO I;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (SEGUNDA MATRÍCULA);Pública;Não se aplica;1,00
RJ;MESQUITA;33061165;;CE DOM PEDRO I;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MESQUITA;33061181;;CE PRESIDENTE CASTELO BRANCO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;4,00
RJ;MESQUITA;33061203;;CE VILA BELA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;MESQUITA;33061246;;CE ANA NERI;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;1,00
RJ;NILOPOLIS;33054576;;CE ANTONIO FIGUEIRA DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (SEGUNDA MATRÍCULA);Pública;Não se aplica;7,00
RJ;NILOPOLIS;33054576;;CE ANTONIO FIGUEIRA DE ALMEIDA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;NILOPOLIS;33054584;;CE AYDANO DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (SEGUNDA MATRÍCULA);Pública;Não se aplica;1,00
RJ;NILOPOLIS;33054584;;CE AYDANO DE ALMEIDA;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;3,00
RJ;NILOPOLIS;33054681;;CE BERTHA D ALESSANDRO;CONCOMITANTE AO ENS. MÉDIO;Pública;Não se aplica;2,00
RJ;NILOPOLIS;33054983;;CE NUTA BARTHLET JAMES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (SEGUNDA MATRÍCULA);Pública;Não se aplica;1,00
