;;;;;;;;
ESCOLAS DE EDUCAÇÃO PROFISSIONAL E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Código da Escola no INEP;CNPJ;Entidade;Segmento;Categoria;Conveniada; Número de Alunos 
GO;IPORA;52027139;;CENTRO ESTADUAL DE EDUCACAO DE JOVENS E ADULTOS DOM BOSCO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;58,00
GO;ITABERAI;52023532;;COLEGIO ESTADUAL ROCHA LIMA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;289,00
GO;ITABERAI;52023575;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO SANTA RITA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;123,00
GO;ITABERAI;52069060;;COLEGIO ESTADUAL PRE VESTIBULAR DE ITABERAI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;524,00
GO;ITAGUARI;52024040;;COLEGIO ESTADUAL D GENOVEVA REZENDE CARNEIRO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;178,00
GO;ITAGUARU;52024164;;COLEGIO ESTADUAL ARTUR DA COSTA E SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;154,00
GO;ITAJA;52067351;;COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;140,00
GO;ITAPACI;52017320;;COLEGIO ESTADUAL LUIZ ALVES MACHADO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;90,00
GO;ITAPACI;52017338;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO NOVA PONTE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;7,00
GO;ITAPIRAPUA;52003442;;COLEGIO ESTADUAL ILIDIA MARIA PERILLO CAIADO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;85,00
GO;ITAPIRAPUA;52003752;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO MARECHAL RIBAS JUNIOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;36,00
GO;ITAPURANGA;52017575;;COLEGIO ESTADUAL DE ITAPURANGA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;417,00
GO;ITAPURANGA;52017664;;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE PEREIRA DE FARIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;46,00
GO;ITAPURANGA;52017737;;COLEGIO ESTADUAL VILA SAO JOSE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;9,00
GO;ITAPURANGA;52018164;;COLEGIO ESTADUAL FARNESE RABELO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;27,00
GO;ITARUMA;52067459;;COLEGIO ESTADUAL COELHO NETO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;175,00
GO;ITUMBIARA;52059332;;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM VELOSO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;79,00
GO;ITUMBIARA;52059340;;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR MENEZES JUNIOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;73,00
GO;ITUMBIARA;52059340;;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR MENEZES JUNIOR;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
GO;ITUMBIARA;52059464;;CENTRO DE ENSINO EM PERIODO INTEGRAL ADONIRO MARTINS DE ANDR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;19,00
GO;ITUMBIARA;52059464;;CENTRO DE ENSINO EM PERIODO INTEGRAL ADONIRO MARTINS DE ANDR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;19,00
GO;ITUMBIARA;52059464;;CENTRO DE ENSINO EM PERIODO INTEGRAL ADONIRO MARTINS DE ANDR;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
GO;ITUMBIARA;52059472;;COLEGIO ESTADUAL DAMORES DO AMARAL MEDEIROS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;159,00
GO;ITUMBIARA;52059472;;COLEGIO ESTADUAL DAMORES DO AMARAL MEDEIROS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;53,00
GO;ITUMBIARA;52059472;;COLEGIO ESTADUAL DAMORES DO AMARAL MEDEIROS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;3,00
GO;ITUMBIARA;52059545;;COLEGIO ESTADUAL FELIX DE ALMEIDA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;8,00
GO;ITUMBIARA;52059545;;COLEGIO ESTADUAL FELIX DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;131,00
GO;ITUMBIARA;52059545;;COLEGIO ESTADUAL FELIX DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;166,00
GO;ITUMBIARA;52059553;;COLEGIO ESTADUAL GENERAL CUNHA MATOS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
GO;ITUMBIARA;52059553;;COLEGIO ESTADUAL GENERAL CUNHA MATOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;149,00
GO;ITUMBIARA;52059588;;ESCOLA ESTADUAL JOSE FLAVIO SOARES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;61,00
GO;ITUMBIARA;52059588;;ESCOLA ESTADUAL JOSE FLAVIO SOARES;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
GO;ITUMBIARA;52059588;;ESCOLA ESTADUAL JOSE FLAVIO SOARES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;122,00
GO;ITUMBIARA;52059626;;COLEGIO ESTADUAL SEBASTIAO XAVIER;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;66,00
GO;ITUMBIARA;52059626;;COLEGIO ESTADUAL SEBASTIAO XAVIER;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;65,00
GO;ITUMBIARA;52059626;;COLEGIO ESTADUAL SEBASTIAO XAVIER;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
GO;ITUMBIARA;52088413;;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DIONARIA ROCHA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
GO;IVOLANDIA;52027678;;COLEGIO ESTADUAL ANTENOR PADILHA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;66,00
GO;JANDAIA;52056635;;COLEGIO ESTADUAL JOSE DE FARIAS CAMPOS SOBRINHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;183,00
GO;JARAGUA;52024610;;COLEGIO ESTADUAL DIOGENES DE CASTRO RIBEIRO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;295,00
GO;JATAI;52052524;;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO ROBERTO MOREIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;64,00
GO;JATAI;52052524;;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO ROBERTO MOREIRA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;62,00
GO;JATAI;52052532;;COLEGIO ESTADUAL MARCONDES DE GODOY;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;241,00
GO;JATAI;52052613;;COLEGIO ESTADUAL ALCANTARA DE CARVALHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;197,00
GO;JATAI;52052613;;COLEGIO ESTADUAL ALCANTARA DE CARVALHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;38,00
GO;JATAI;52052613;;COLEGIO ESTADUAL ALCANTARA DE CARVALHO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;32,00
GO;JATAI;52052630;;COLEGIO ESTADUAL FREI DOMINGOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;90,00
GO;JATAI;52052630;;COLEGIO ESTADUAL FREI DOMINGOS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;90,00
GO;JATAI;52052656;;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE FELICIANO FERREIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;20,00
GO;JATAI;52052656;;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE FELICIANO FERREIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;20,00
GO;JATAI;52052680;;CENTRO DE ENSINO EM PERIODO INTEGRAL SERAFIM DE CARVALHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;31,00
GO;JATAI;52052680;;CENTRO DE ENSINO EM PERIODO INTEGRAL SERAFIM DE CARVALHO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
GO;JATAI;52052680;;CENTRO DE ENSINO EM PERIODO INTEGRAL SERAFIM DE CARVALHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;32,00
GO;JATAI;52053210;;ESCOLA ESTADUAL WASHINGTON BARROS FRANCA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;61,00
GO;JATAI;52053210;;ESCOLA ESTADUAL WASHINGTON BARROS FRANCA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;61,00
GO;JUSSARA;52003825;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO GUARIROBA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;20,00
GO;JUSSARA;52003833;;COLEGIO ESTADUAL JANDIRA PONCIANO DOS PASSOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;276,00
GO;JUSSARA;52003868;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO DOUTOR RUI BARBOSA DA ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
GO;LAGOA SANTA;52067343;;COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;73,00
GO;LEOPOLDO DE BULHOES;52039030;;COLEGIO ESTADUAL GERALDA LUZIA VECCI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;61,00
GO;LUZIANIA;52047210;;COLEGIO ESTADUAL PROFESSOR ANTONIO VALDIR RORIZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;280,00
GO;LUZIANIA;52047210;;COLEGIO ESTADUAL PROFESSOR ANTONIO VALDIR RORIZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;346,00
GO;LUZIANIA;52047270;;COLEGIO ESTADUAL PROFESSOR ANTONIO MARCO DE ARAUJO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;34,00
GO;LUZIANIA;52047270;;COLEGIO ESTADUAL PROFESSOR ANTONIO MARCO DE ARAUJO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;242,00
GO;LUZIANIA;52047318;;COLEGIO ESTADUAL PROFESSORA MARIA PEREIRA VASCONCELOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;72,00
GO;LUZIANIA;52047318;;COLEGIO ESTADUAL PROFESSORA MARIA PEREIRA VASCONCELOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;311,00
GO;LUZIANIA;52047458;;COLEGIO ESTADUAL CONEGO RAMIRO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;42,00
GO;LUZIANIA;52047482;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO ILIDIO DE SOUZA LEMOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;41,00
GO;LUZIANIA;52047504;;COLEGIO ESTADUAL PADRE DARIO DE ROMEDIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;73,00
GO;LUZIANIA;52047504;;COLEGIO ESTADUAL PADRE DARIO DE ROMEDIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;37,00
GO;LUZIANIA;52047512;;COLEGIO ESTADUAL POSTO IPE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;33,00
GO;LUZIANIA;52047512;;COLEGIO ESTADUAL POSTO IPE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;34,00
GO;LUZIANIA;52047539;;COLEGIO ESTADUAL PROFESSOR JOSE CARNEIRO FILHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;73,00
GO;LUZIANIA;52047539;;COLEGIO ESTADUAL PROFESSOR JOSE CARNEIRO FILHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;69,00
GO;LUZIANIA;52047547;;COLEGIO ESTADUAL PROFESSORA LOURDES DE OLIVEIRA SAMPAIO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;113,00
GO;LUZIANIA;52047547;;COLEGIO ESTADUAL PROFESSORA LOURDES DE OLIVEIRA SAMPAIO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;121,00
GO;LUZIANIA;52073513;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO VALDERI SANTOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;85,00
GO;LUZIANIA;52076830;;COLEGIO ESTADUAL VASCO DOS REIS GONCALVES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;444,00
GO;LUZIANIA;52076849;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO NAIR TIECHER;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;46,00
GO;LUZIANIA;52082458;;CENTRO DE ENSINO EM PERIODO INTEGRAL ESTER DA CUNHA PERES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;21,00
GO;LUZIANIA;52082458;;CENTRO DE ENSINO EM PERIODO INTEGRAL ESTER DA CUNHA PERES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;21,00
GO;LUZIANIA;52103110;;CENTRO DE ENSINO EM PERIODO INTEGRAL OSVALDO DA COSTA MEIREL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;91,00
GO;LUZIANIA;52103110;;CENTRO DE ENSINO EM PERIODO INTEGRAL OSVALDO DA COSTA MEIREL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;95,00
GO;LUZIANIA;52104095;;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS ELY DA SILVA BR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
GO;LUZIANIA;52109321;;COLEGIO ESTADUAL HELIO RORIZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;59,00
GO;LUZIANIA;52109321;;COLEGIO ESTADUAL HELIO RORIZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;62,00
GO;LUZIANIA;52116409;;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA ABADIA SALOMAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;29,00
GO;LUZIANIA;52116409;;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA ABADIA SALOMAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;118,00
GO;MAIRIPOTABA;52060004;;COLEGIO ESTADUAL ANGELO URZEDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;82,00
GO;MAMBAI;52041689;;COLEGIO ESTADUAL SEBASTIAO MOREIRA DA SILVEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;371,00
GO;MARA ROSA;52007049;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO AMAROLANDIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;43,00
GO;MARA ROSA;52007073;;COLEGIO ESTADUAL PROFESSOR JULIO CAVALCANTI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;164,00
GO;MATRINCHA;52004260;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO ALCIDE CELSO RAMOS JUB;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;20,00
GO;MATRINCHA;52004279;;COLEGIO ESTADUAL ARTHUR DA COSTA E SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;134,00
GO;MIMOSO DE GOIAS;52049183;;COLEGIO ESTADUAL TIRADENTES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;88,00
GO;MINACU;52007669;;COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;26,00
GO;MINACU;52007669;;COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;84,00
GO;MINACU;52007669;;COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;509,00
GO;MINACU;52007715;;CENTRO DE ENSINO EM PERIODO INTEGRAL MINISTRO SANTIAGO DANTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;30,00
GO;MINACU;52007715;;CENTRO DE ENSINO EM PERIODO INTEGRAL MINISTRO SANTIAGO DANTA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;3,00
GO;MINACU;52007715;;CENTRO DE ENSINO EM PERIODO INTEGRAL MINISTRO SANTIAGO DANTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;30,00
GO;MINACU;52008312;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO SANTO ANTONIO DE CANA ;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;3,00
GO;MINACU;52008312;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO SANTO ANTONIO DE CANA ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;63,00
GO;MINEIROS;52053377;;COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;168,00
GO;MINEIROS;52053377;;COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;108,00
GO;MINEIROS;52053385;;CENTRO DE ENSINO EM PERIODO INTEGRAL POLIVALENTE ANTONIO CAR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;89,00
GO;MINEIROS;52053385;;CENTRO DE ENSINO EM PERIODO INTEGRAL POLIVALENTE ANTONIO CAR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;88,00
GO;MINEIROS;52053431;;COLEGIO ESTADUAL ARQUILINO ALVES DE BRITO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;88,00
GO;MINEIROS;52076261;;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM ERIC JAMES DEITCHMA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;148,00
GO;MINEIROS;52097528;;COLEGIO ESTADUAL HELENA OLIVEIRA PANIAGO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;453,00
GO;MINEIROS;52097528;;COLEGIO ESTADUAL HELENA OLIVEIRA PANIAGO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;56,00
GO;MOIPORA;52027899;;COLEGIO ESTADUAL JOSE MARCELINO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;22,00
GO;MOIPORA;52027988;;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO SANTOS DUMONT;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;17,00
